Timestamp,Question 0 (Organization),Question 0 Numerical,Question 0 Comment,Question 1 (Explanations),Question 1 Numerical,Question 1 Comment,Question 2 (Questions),Question 2 Numerical,Question 2 Comment,Question 3 (Visual Presentation),Question 3 Numerical,Question 3 Comment,Question 4 (Oral Presentation),Question 4 Numerical,Question 4 Comment,Question 5 (Availability),Question 5 Numerical,Question 5 Comment,Question 6 (Interest),Question 6 Numerical,Question 6 Comment,Question 7 (Effectiveness),Question 7 Numerical,Question 7 Comment,Question 8 (Attendance),Question 8 Numerical,Question 8 Comment,Question 9 (Assigned Work),Question 9 Numerical,Question 9 Comment,Question 10 (Printed Notes),Question 10 Numerical,Question 10 Comment,Question 11 (Textbook),Question 11 Numerical,Question 11 Comment,Question 12 (New Material),Question 12 Numerical,Question 12 Comment,Question 13 (Assigned Work Amount),Question 13 Numerical,Question 13 Comment,Question 14 (Hours Per Week),Question 14 Numerical,Question 14 Comment,Text Question 0 (What instructor has done well),Text Question 1 (Improvements to technique or style),Text Question 2 (Course's strong points),Text Question 3 (Course's weak points),Text Question 4 (Class atmosphere),Text Question 5 (Other Comments)
2016-03-22T10:17:08,Good,1,"I feel like compared to last term's CS 135 course, this one was not as well-planned (but still pretty good anyways).",Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,Dave Tompkins was one of the best lecturers I've had in my first year of University. He clearly cares about his students and tries to make dry material more interesting.,90-100%,0,,Very helpful,0,,No opinion,4,,No opinion,4,,Okay,2,,Okay,2,,3-6 hours,1,,Dave Tompkins was engaging in class which helped me pay attention and learn the material.,Pls improve puns.,"Compared to CS 135, this course had more interesting material. C >>>>>> Racket",Why have no release tests in marmoset? :(,Too busy lamenting over assignment 9 to notice.,This class was great. It was one of the few lectures I attended regularly.
2016-03-22T10:18:16,Excellent,0,,Somewhat too low,3,,Good,1,,Excellent,0,,Good,1,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Okay,2,,,,,,,,,,
2016-03-22T10:23:50,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-03-22T10:30:17,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,No opinion,4,,Helpful,1,,Okay,2,,Somewhat too little,3,,3-6 hours,1,,"Dave does an excellent job of maintaining students' attention, as well as explaining difficult concepts in multiple ways to try to appeal to  a variety of different learning styles.","One thing I might recommend is perhaps Dave could consider spending less time addressing concerns with advanced content. While I understand that many students in the class have advanced knowledge, I think it would be best for their questions regarding this content to be answered outside of class.","I feel that the course served as a very good introduction to imperative programming for those new to it, as well as good review for students with prior experience.","At times, the content of the course is a little dry, despite Dave's attempts to liven the mood. I understand there is not much that can be done about this, but it is the one weakness I would note.","Dave provided a generally open and positive atmosphere in the classroom, and was generally discouraging of negative influences such as prejudice. I feel this had a positive effect on the class.","Due to the number of students from other sections who frequently joined the class, there were usually very few seats available once class began. If possible, a larger room might be recommended for future sections."
2016-03-22T13:42:38,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Helpful,1,,Somewhat too little,3,,Somewhat too much,1,,11-15 hours,3,,For each example on the slides. The instructor talked and simulated the example which made it much more clear.,,The course ensured that we had a very in depth understanding of all the content through the assignments.,Some questions on the assignments didn't seem helpful at all for understanding content. For example A6q1.,,
2016-03-22T17:41:48,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Not often enough,3,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Somewhat too much,1,,11-15 hours,3,,Good at explaining,,Everything,None,Nope,A bit small class
2016-03-22T19:34:25,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Not often enough,3,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,"Assigned work was helpful, but often extremely long in comparison of other courses, which was the cause of a lot of stress through the term.",No opinion,4,,No opinion,4,,Okay,2,,Too much,0,,11-15 hours,3,,Diagrams included in online notes where extremely helpful.,,Walk throughs of complicated segments of code on the blackboard was extremely helpful for understanding the material.,"Assignments were too long, especially for the assignments that correlated with difficult segments of the course, such as dynamic memory, as these tended to be longer and more difficult due to the material, introducing a lot of stress, as the length of the assignments was often not changed.",Both students and instructor where respectful to each other.,
2016-03-22T20:11:30,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,> 15 hours,4,,,,,,,
2016-03-22T20:14:10,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Somewhat too little,3,,Okay,2,,7-10 hours,2,,,,,,,
2016-03-22T21:02:15,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,Not Helpful,2,,Okay,2,,Okay,2,,11-15 hours,3,,,,,,,
2016-03-22T23:00:06,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,No printed notes,3,,Not Helpful,2,,Okay,2,,Too much,0,,> 15 hours,4,,Dave is an amazing prof who is very engaging and fun to be around but he takes his job seriously and teaches the content well.,Keep being you fam.,Dave. And learning C is cool.,"Some of the assignment was really really long and I alongside many people have to spend significantly longer trying to complete the assignment where the content itself was challenging but the amount of work was so high as well. Oh, and seashell's error messages regarding memory leaks were so useless. Please make them more precise.",It was a nice class. No complaints.,"I loved Insideout. But honestly, putting a movie is a cool idea."
2016-03-23T09:47:16,Good,1,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,75-90%,1,,Helpful,1,,Helpful,1,,No opinion,4,,Okay,2,,Somewhat too much,1,,> 15 hours,4,,his explanation were very clear and interesting.,,Great professor.,,,class was small
2016-03-23T10:10:29,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,7-10 hours,2,,Dave Tompkins has done an excellent job of coordinating this course and making sure that all new material is taught at the right level for everyone. This is my second time having him as a professor and he has surely done a great job once again.,More clicker please,Working in two paradigms,A9 too long,nope,
2016-03-23T14:56:57,Excellent,0,Dave is the best,Just Right,2,I understood all of Dave's explanations,Excellent,0,Dave blesses his students with his clear and understandable answers,Excellent,0,Dave made considerable efforts in drawing masterpieces on the blackboard (and the wall) to demonstrate tough examples,Excellent,0,Dave is comedy gold. He is great because I learn and enjoy myself in class at the same time.,I did not seek help,5,Dave's teaching is so good I ace all my assignments and I never need any help outside of class.,Very interesting,0,Computer science is awesome. So is Dave.,Excellent,0,Its super effective!,90-100%,0,Never missed a single class even when sick and sleep deprived. The combined benefit of watching a movie/listening to dave and learning CS is too great to miss.,Very helpful,0,"It was pretty helpful to confirm how much I was absorbing, but sometimes it got overbearing.",Very helpful,0,Notes were very clear.,No opinion,4,,Okay,2,,Okay,2,"Sometimes it was, sometimes it wasn't.",7-10 hours,2,I lost all aspects of my actual life during assignment 9.,Dave does everything well.,Send more free clickers!,Dave,When Dave was substituted :'(,Dave's attitude made the class very entertaining and energetic.,
2016-03-23T18:48:06,Excellent,0,"Dave made sure that he is prepared every class, as he remembers the material from the previous lecture and summarizes it before getting into new material.",Just Right,2,Dave made sure that everyone could understand the concepts by giving meaningful examples of the material and frequently answering questions.,Excellent,0,Dave made sure that the students' questions were thoroughly answered before moving on.,Excellent,0,Dave made sure to use diagrams/figures/drawings to illustrate the more difficult material and to highlight any key concepts.,Excellent,0,"It was really great that Dave spoke using language that student could understand and connect with, rather than using lot's of big words that many people might not know the meaning of.",Most of the time,1,,Very interesting,0,"Computer science has always been interesting to me, but after going to Dave's lectures, I feel that I enjoyed CS a lot more, not only because of the clear explanations, but also because of asides that makes me want to learn more on my free time.",Excellent,0,"I have never had a professor (or teacher) that was quite like Dave before, he always makes sure that his explanations are clear through multiple examples and repetition of the material to ensure that we key concepts before moving on. He makes jokes and funny comments that keeps the class engaged and attentive and most impressively, managing to not fall behind while doing so. Lastly, he puts on 10 minutes of a movie before class starts to encourage students to get to class early, a very effective strategy that I've never seen anyone else do before, giving students another reason (aside from clicker marks) to go to class.",90-100%,0,I would not miss a Dave lecture for my life (and my money XD),Very helpful,0,,Helpful,1,,Helpful,1,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,"I feel that Dave was able to effectively teach the courses content in a timely manner, while not rushing the material and keeping the class attentive through jokes and sarcastic comments.","I feel like some lectures had a ton of clicker questions, whereas others had very few or none at all. It would be great if the clicker questions could be spread out more evenly over all the lectures.",This course introduced many new concepts of C in a timely manner in that it was possible to take in all the material taught in class before being introduced to new ones.,"hmm, earlier course notes?","The instructor made sure that the atmosphere was fun and relaxed, as he encouraged students to ask questions and participate in examples.","Although I understand the small class size, it was really difficult to get into Dave's section since everyone wanted to, but as the course went on, there weren't as many people in Dave's lectures. I feel like maybe if the clicker questions can be answered from any lecture, it would give some students that didn't get into Dave's section a chance to go to a few of his lectures without losing clicker marks."
2016-03-25T13:02:33,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,3-6 hours,1,,,,,,,
2016-03-26T15:07:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,11-15 hours,3,,Dave's lectures were always interesting. His explained everything really clear and told us many good jokes.,"He talked about his lightsaber, but never brought it in class. I would like to see him wave it around during the lecture.",Seashell is great after I understand how to use it and the meaning of the error messages.,,,
2016-03-26T15:24:52,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,,Okay,2,,Somewhat too much,1,,11-15 hours,3,,"Clear explanations, boardwork is helpful in visualizing what the code is doing, very funny.",,"Great notes, though some examples can be a bit unclear at first or take some time to digest. Useful homework, great instructor.","Assignments can sometimes be lengthy, but they are helpful for getting a strong understanding of the concepts. Assignment solutions occasionally use features from the yellow boxes (advanced sections) of the notes that weren't covered much in class, but they are good overall.",,
2016-03-28T12:38:00,Good,1,,Somewhat too low,3,,Good,1,,Good,1,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,No text required,3,,Somewhat too little,3,,Too little,4,,3-6 hours,1,,,,,Assignments too short,,
2016-03-28T12:40:52,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Not helpful,2,,No opinion,4,,Not Helpful,2,,Okay,2,,Somewhat too much,1,,11-15 hours,3,,"Excellent structuring of lectures and examples, made everyone feel welcome in the room, made an attempt to keep everybody interested in the content, spoke to the class as equals, humorous personality and overall a great person to be around.",Bring out the lightsaber,"Lots of content, thorough explanations, I feel like I learned a lot this term.","Assignments were poorly written, unclear and not proofread well, test input on marmoset secret tests did not always adhere to the contract, piazza is not an efficient way to communicate information, course content needed for assignments was sometimes taught the day before the assignment was due, the contract stated in .h files was not always consistent with that of the assignment page, it was unclear what we were or were not allowed to use in each question, and style expectations were not made clear at all.",No,Dave needs a bigger lecture hall
2016-03-28T17:22:31,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No opinion,4,,Okay,2,,Okay,2,,11-15 hours,3,,"Highest quality explanation of slides
Walked through examples very well",None,"Fun assignments
Intersting to learn about and use dynamic memory",Some mistakes on assignments wasted time,Nope,"Class size is good, I much prefer classrooms to lecture halls"
2016-03-28T19:55:54,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Often enough,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,No opinion,4,,No opinion,4,,Okay,2,,Somewhat too much,1,,3-6 hours,1,,"Very engaging for the whole class, very enthusiastic, gave all the relevant examples.",Um........... don't vandalize?,Interesting,Rather repetitive assignments,Positive,Class too small
2016-03-29T08:49:46,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Often enough,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No opinion,4,,No opinion,4,,Somewhat too little,3,,Okay,2,,7-10 hours,2,,"His analogies were really helpful in understanding course content, and he made the class really entertaining.",,"The professor's sense of humor, the flowchart diagrams, and linked lists in general.","There could have been a bit more focus on trees and graphs, and maybe a few more stack frame examples/ exercises.",,The class was a bit overcrowded.
2016-03-29T10:12:43,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,Not Helpful,2,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-03-29T12:49:54,Satisfactory,2,,Just Right,2,,Good,1,,Good,1,,Good,1,,Often enough,2,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No opinion,4,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-03-29T14:33:18,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Often enough,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Okay,2,,7-10 hours,2,,Great teaching style to keep students entertained in class and still learning new stuff.,Nothing - Excellent professor!,Introduced C in a comfortable transition from Racket with sufficient high-level concepts.,Not too many interesting real-world assignments.,No,None
2016-03-29T16:57:07,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Interesting,1,,Excellent,0,,75-90%,1,,Very helpful,0,,No opinion,4,,No opinion,4,,Okay,2,,Okay,2,,7-10 hours,2,,"Dave always does an excellent job lecturing. He's enthusiastic, intelligent, and thorough.",Dave hasn't done anything wrong.,"Arrays, integer data types.","Pointers, linked lists.",Class atmosphere wasn't affected by anything.,"The class was a little crammed, but that's it."
2016-03-29T17:17:55,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,11-15 hours,3,,,,,,,
2016-03-29T20:13:07,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Not helpful,2,,No opinion,4,,No opinion,4,,No opinion,5,,No opinion,5,,11-15 hours,3,,,,,,,
2016-03-29T20:19:41,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,No opinion,4,,No text required,3,,Okay,2,,Somewhat too much,1,,3-6 hours,1,,,,,,,
2016-03-29T21:24:45,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Okay,2,,Okay,2,,11-15 hours,3,,,,,,,
2016-03-29T23:21:53,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No opinion,4,,No opinion,4,,Okay,2,,Somewhat too much,1,,11-15 hours,3,,,,,,,
2016-03-29T23:39:23,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No opinion,4,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-03-30T01:11:43,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Somewhat too little,3,,Okay,2,,11-15 hours,3,,Visual presentation was helpful.,,,,,
2016-03-30T01:39:16,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,pointers n memory r fun. jk. but diagrams really helped,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,dave made it really funny. math 135 with dan holtby sucked because i wanted to kill myself cuz of the boredom. i never felt that way in dave's class. a1,,,,,
2016-03-30T01:42:47,Good,1,,Just Right,2,,Good,1,,Good,1,,Satisfactory,2,,Often enough,2,,Interesting,1,,Good,1,,75-90%,1,,Very helpful,0,,Helpful,1,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,11-15 hours,3,,,,,,,
2016-03-30T11:22:24,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,Funny guy. Enjoy the atmosphere!,,,,,
2016-03-30T13:36:51,Good,1,,Just Right,2,,Satisfactory,2,,Satisfactory,2,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No opinion,4,,Somewhat too little,3,,Okay,2,,7-10 hours,2,,Very enthusiastic!,,Not doing racket,Racket,,Good class size
2016-03-30T22:08:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,3-6 hours,1,,Good explanations. I also love it when Dave talks about his daughter or relates lecture content to stuff like Inside Out (we did this thing where we watched 5 minutes of Inside Out at the beginning of each lecture so that we'd be done the entire thing by the end of the term),not enough star wars references,Imperative programming,pointers,nope,nope
2016-03-31T10:59:53,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No opinion,4,,Somewhat too much,1,,Somewhat too much,1,,11-15 hours,3,,,,,,,
2016-03-31T10:59:58,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,50-75%,2,,Very helpful,0,,No printed notes,3,,No opinion,4,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-03-31T10:59:59,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Good,1,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-03-31T11:00:15,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,No text required,3,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-03-31T11:01:17,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Good,1,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,No opinion,4,,No opinion,4,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-03-31T11:01:32,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,75-90%,1,,Helpful,1,,Very helpful,0,,No opinion,4,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-03-31T11:01:33,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No opinion,4,,Okay,2,,Somewhat too much,1,,3-6 hours,1,,Good examples given of concepts being taught,None,"Well-organized, felt like it had purpose and direction",Very long/hard assignments,No,No
2016-03-31T11:02:14,Good,1,,Somewhat too low,3,"I would appreciate an option to either lane the course based on prior programming knowledge or allow people to test out, especially for CS135.",Excellent,0,,Good,1,,Excellent,0,,I did not seek help,5,,Not interesting,2,"Apart from a few neat concepts that I had not covered before, the course was entirely review, which leads to my lack of interest.",Excellent,0,,75-90%,1,,Helpful,1,,Helpful,1,,No text required,3,,Too little,4,,Too much,0,,3-6 hours,1,,Provide entertaining and memorable examples for concepts so that we would learn them effectively.,,,,,
2016-03-31T11:02:15,Good,1,,Just Right,2,,Good,1,,Good,1,,Excellent,0,,Often enough,2,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-03-31T11:03:50,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No opinion,4,,No text required,3,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-03-31T11:04:24,Excellent,0,,Somewhat too low,3,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,,,,Somewhat too little,3,,Somewhat too much,1,,7-10 hours,2,,Kept it real the whole time,More visual stuff (ex. diagrams),Memory management,None,No,Please be a professor for cs 350 in the future
