Timestamp,Question 0 (Organization),Question 0 Numerical,Question 0 Comment,Question 1 (Explanations),Question 1 Numerical,Question 1 Comment,Question 2 (Questions),Question 2 Numerical,Question 2 Comment,Question 3 (Visual Presentation),Question 3 Numerical,Question 3 Comment,Question 4 (Oral Presentation),Question 4 Numerical,Question 4 Comment,Question 5 (Availability),Question 5 Numerical,Question 5 Comment,Question 6 (Interest),Question 6 Numerical,Question 6 Comment,Question 7 (Effectiveness),Question 7 Numerical,Question 7 Comment,Question 8 (Attendance),Question 8 Numerical,Question 8 Comment,Question 9 (Assigned Work),Question 9 Numerical,Question 9 Comment,Question 10 (Printed Notes),Question 10 Numerical,Question 10 Comment,Question 11 (Textbook),Question 11 Numerical,Question 11 Comment,Question 12 (New Material),Question 12 Numerical,Question 12 Comment,Question 13 (Assigned Work Amount),Question 13 Numerical,Question 13 Comment,Question 14 (Hours Per Week),Question 14 Numerical,Question 14 Comment,Text Question 0 (What instructor has done well),Text Question 1 (Improvements to technique or style),Text Question 2 (Course's strong points),Text Question 3 (Course's weak points),Text Question 4 (Class atmosphere),Text Question 5 (Other Comments)
2016-11-25T13:40:43,Satisfactory,2,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Most of the time,1,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,His jokes and just his vibe bring me to class everyday otherwise I'd be at home crying trying to learn by myself,Sometimes the slides get really dry and makes sleeping very easy,Many examples and jokes throughout the course made it fun and entertaining,"the atmosphere of the room (dim, quiet), made it too easy to fall asleep randomly",very good,Dave4Pres 2020
2016-11-27T14:57:45,Very poor,4,,Too low,4,we learned a whole bunch of stuff. you always said you don't have to know this... but then what was the point of learning it?,No opinion,5,,Very poor,4,i couldn't follow you when writing on the chalkboard,Satisfactory,2,,I did not seek help,5,,Interesting,1,,Very poor,4,,75-90%,1,,Not helpful,2,,Very helpful,0,,No opinion,4,,Too little,4,,Somewhat too little,3,,3-6 hours,1,,"you made me laugh, that's all","your chalkboard work is very confusing, perhaps use some other tool? the thing with the self balancing tree was very helpful",,"linked lists, trees, and stuff around those modules. you skipped a whole bunch of clicker questions.",,
2016-11-27T18:39:43,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,No opinion,4,,Very Helpful,0,,Okay,2,,Okay,2,,11-15 hours,3,,Engaging and well explained,,good level of information delivered,,Positive,good size
2016-11-27T21:27:50,Satisfactory,2,,Just Right,2,,Satisfactory,2,,Good,1,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,No opinion,4,,Somewhat too much,1,,Somewhat too much,1,,> 15 hours,4,,,,,,,
2016-11-28T12:05:48,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,Explanation is easy to understand and jokes help concentrate.,Excellent.,help develop logic and being creative,No.,Positively,No comment.
2016-11-28T16:15:20,Good,1,,Just Right,2,,Good,1,,Satisfactory,2,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,"Some of the assignment questions were not very clear on how they would interact with base cases (ex. empty string, EOF, no input), specifically the questions dealing with reading in chars.",No opinion,4,,No opinion,4,,Okay,2,,Okay,2,,7-10 hours,2,,,- Provide an outline/structure of what will be on the midterm (ex. covered the C memory model in depth but was not asked any questions on it).,,,,
2016-11-28T20:59:32,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,,,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,Not Helpful,2,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,Effective use of examples to demonstrate course concepts (i.e. using the bricks on the wall).,Some assignments were too short and some were too long. Would rather have assignments of a consistent length.,,,,
2016-11-29T11:17:19,Excellent,0,,Just Right,2,Funny analogies were made.,Excellent,0,,Excellent,0,Thank you for teaching pointers on the board like a boss.,Excellent,0,,Always,0,,Interesting,1,Interesting topics but some weren't for me.,Excellent,0,,90-100%,0,,Helpful,1,Some assignments were too long,Very helpful,0,Bless these lecture slides.,No text required,3,,Okay,2,,Somewhat too much,1,The assignments grew in length very quickly.,11-15 hours,3,That assignment 9.,Made the class fun and enjoyable,Professor could improve in use of chalkboard writing clarity.,Professor,POINTERS KILL ME,Positively influenced by professor,Classroom was a bit dull
2016-11-29T11:36:46,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,75-90%,1,,Very helpful,0,,Helpful,1,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-29T11:39:54,Excellent,0,,Somewhat too high,1,,Good,1,,Good,1,,Excellent,0,,Often enough,2,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Not Helpful,2,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-11-29T11:42:03,Good,1,,Somewhat too high,1,,Good,1,,Good,1,,Excellent,0,,Most of the time,1,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-29T11:46:07,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Helpful,1,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-29T13:16:18,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,answer every questions during class,"spend more time on difficult stuff and less time on straight forward concept.
less clicker recently? I think clicker is such a good way to keep track of if students understand and to adjust speed. we should have more clicker after the midterm, since the material is harder.",,,,
2016-11-29T13:35:26,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,75-90%,1,,Helpful,1,,Helpful,1,,No opinion,4,,Okay,2,,Okay,2,,3-6 hours,1,,Entertaining lectures to keep it interesting,,Dave is a great prof!,,,
2016-11-29T23:14:58,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Often enough,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,No text required,3,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,Dave had good explanations for the more abstract concepts we learnt and his jokes made them more memorable. The lecture modules had a natural progression and built on top of previous content we had learnt already.,,The lectures were entertaining and the material  is interesting.,"Sometimes the assignments were very heavy in terms of content, however there were many examples in the labs that helped me to understand.","It was not affected negatively to my knowledge, there were no negative comments from Dave or students that I was aware of.","The classroom was good, I prefer classes in MC on the second floor because they have windows and feel less claustrophobic"
2016-11-30T11:37:41,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-11-30T12:55:56,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,11-15 hours,3,,He always takes very funny examples in his lecture,,practice,Some assignments need to spend huge amount of time  but only worth a little portion of grades,,
2016-11-30T14:15:25,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Most of the time,1,,Interesting,1,,Excellent,0,,75-90%,1,,Helpful,1,,No printed notes,3,,Helpful,1,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-11-30T19:14:52,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Often enough,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Okay,2,,Okay,2,"Good in the beginning, workload got fairly heavy in the end",7-10 hours,2,,Great at engaging students,,,,Positive!!,Great prof
2016-11-30T21:12:22,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,I did not seek help,5,,Interesting,1,,Good,1,,75-90%,1,,Helpful,1,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,11-15 hours,3,,,,,,,
2016-11-30T22:21:39,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,Everything is perfect.,,,,,
2016-11-30T22:33:24,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Often enough,2,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,Helpful,1,,No opinion,4,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-11-30T22:33:38,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Often enough,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Not Helpful,2,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-12-01T00:21:41,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,Other than the course note I didn't look into the textbook. I did use some more online resources to look into memory management more but never used the textbook.,Okay,2,,Somewhat too much,1,But that is just my feeling toward the end of the course. I think the amount of work is fine but the time crunch gets to be somewhat more serious as the difficulty rises.,7-10 hours,2,,Dave is exceptional at explaining a topic in as a simple way as possible without losing people who have programmed before's attention. It makes for an interesting and engaging class where you guaranteed to learn something.,"The teaching style is wonderful. Drawing on top of the notes, using the bricks on the wall to learn about memory, drawing on the chalkboard and using stuff in the classroom makes understanding new topics very easy.",Definitely the presentation of the notes in class and how new topics and problems were presented.,"None really, just wish there were more moments in class where the students can discuss with one another about clicker questions and such. With the format of the course it made me feel somewhat isolated. But this isn't that something that hurt the overall course.","Nothing negative from what I have noticed and experienced over the semester. Everyone was inclusive and I did not feel like anyone was affected negatively with respect to gender, race, or appearance.",None.
2016-12-01T02:13:00,Good,1,,Somewhat too high,1,,Good,1,,Excellent,0,,Excellent,0,,Most of the time,1,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,> 15 hours,4,,The prof uses metaphors to help students understand the concept better.,"Dave, you are a good joke teller, but can you tell us something new?","Useful materials that engaged me to continue my study in CS
Also, Dave usually give us free clickers and active result so that I can bush my clicker mark, that's the same reason why I want to do this evaluation.","Well, C has too many restrictions compare to python that I learned in CS 116",Students are mostly willing to participate and discuss.,"If we change to a bigger room, that will definitely help."
2016-12-01T09:25:43,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No opinion,4,,Okay,2,,Somewhat too much,1,,3-6 hours,1,,The examples are great and helpful!,N/A,The visual presentation.,Some of the assignment questions were unclear and confusing.,N/A,N/A
2016-12-01T11:07:03,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-12-01T11:48:44,Good,1,,Somewhat too high,1,,Good,1,,Good,1,,Good,1,,Most of the time,1,,Very interesting,0,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,3-6 hours,1,,presentation is impressive,explain clicker questions clearlier,useful and interesting,hard,all isa and instructors are great,
2016-12-01T12:29:10,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-12-01T12:31:22,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,75-90%,1,,Helpful,1,,Not helpful,2,,Not Helpful,2,,Okay,2,,Okay,2,,7-10 hours,2,,"Everything, amazing teacher overall.",Nothing can be better. He as an instructor was perfect. Just the long assignments near the end of the term was a pain. Maybe he can space them out?,Good Teaching,"Too Much work near the end, especially with every other class pushing hard",Good,Teacher didn't close door during his lectures.
2016-12-01T12:31:55,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Not Helpful,2,,Okay,2,,Okay,2,,7-10 hours,2,,Great visual explanation of complicated cs concepts,"Nothing, Dave is awesome",understand how coding works behind the scene,,,
2016-12-01T12:34:11,Good,1,,Just Right,2,,Good,1,,Satisfactory,2,,Good,1,,Most of the time,1,,Not interesting,2,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Okay,2,,Somewhat too much,1,,3-6 hours,1,,sometime i dont understand what is saying,slow down a little bit and give some hit about the assginment,,speak not quit clearly,positive. i dont feel anything uncomfortable,bigger tables
2016-12-01T12:34:41,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,good level of switching between using slides and blackboard.,Excellent,0,Very engaging.,Always,0,Very responsive on piazza.,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,Some assignments might have been a bit long but they were very useful.,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,7-10 hours,2,,"Very engaging. Nice examples and analogies. Great presentation. ""Unique"" sense of style.",Share some Coke Zero.,Pretty much all of it was gr8 m8 8/8. no h8. never L8.,Need more examples for malloc with arrays of strings. I had a really hard time with that :(,Nah.,Sometimes [NAME REMOVED] could be a bit distracting in the back of the room but I didn't wanna cockblock.
2016-12-01T12:35:11,Good,1,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,> 15 hours,4,,Good jokes that made material interesting,More visuals in class and in course notes,Intro to c,"Restricted many techniques at beginning
Some assignment question are tedious and useless","Positively, Dave stands against the depressing Waterloo as a upbeat instructor",Encourage more drawing of algorithm
2016-12-01T12:36:19,Excellent,0,,Just Right,2,,Good,1,,Satisfactory,2,,Excellent,0,,Often enough,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No opinion,4,,Okay,2,,Okay,2,,11-15 hours,3,,"Coordination of the whole course was very good. Loved how everything was done in a way that it's properly directed for beginner level CS students, and the explanations were just downright proper","Not much to be improved, but in some cases, I believe it's better to include more pointer diagrams on the notes. Dave explains them on the blackboard  quite nicely, but I feel like having more slides explaining them would be better",The way it hammers down everything going for memory allocation,"The assignments should be designed a bit more based on understanding popular algorithms, like I wish i understood merge sort, quick sort, etc and the other which include binary sort, much better by doing assignments, and also the last content, trees and linked lists are going just amazing, I just wish i could've worked more on them. We did a whole lot of array based questions, but they're not as fun as the lists, ADTs, and tress etc","There's literally nothing to say here,",just right!
2016-12-01T12:36:57,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Somewhat too little,3,,Somewhat too much,1,,11-15 hours,3,,using bricks as examples.,,Dynamic memory.,,,
2016-12-01T12:38:21,Excellent,0,,Too high,0,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,11-15 hours,3,,"I really like the way he taught us.  Honestly I think teaching CS is not a easy thing, because it is all about machine, in some way, it's kind of  bored. although I truly  like this CS,but I found that The previous CS courses I took just made me feel so sick.  Before dave's class I just feel the enjoyable part of CS is doing the assignment. What a ....! But Dave's class is very interesting and i really enjoyed attending his class and listening to his teaching.",Drink less coke,Attractive,Hard,Positively by attitudes of prof,
2016-12-01T13:36:41,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Okay,2,,Somewhat too much,1,,11-15 hours,3,,Communicated concepts very clearly,Go a little slower for some of the harder materials in class.,Useful knowledge to apply outside the class,"Not very well balanced, in terms of difficulty of assignments and exams",positively,
