mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,3,1,1,1,2,1,1,1,1,1,2,2,2,3,,Good at explaining.  Really interesting & enthusiastic!,,Introduced lots of interesting material.,"First 3 assignments were time consuming, and took 5 hours a week to complete (since it's my 1st CS course other than cs100)",,just right
1,3,1,1,1,1,2,1,1,,2,,3,1,5,6,,,,,,
1,3,1,2,1,1,1,1,1,1,1,3,3,3,3,6,The style.,Everything is good.,,,,
1,1,1,1,1,2,2,1,2,2,1,2,3,3,3,6,,,,,,
2,3,2,1,1,3,2,1,2,2,5,4,3,3,2,,Really taken time to explain complex ideas / concepts.,,,,,
2,4,6,2,2,6,2,1,1,2,2,2,3,2,2,,,,,,,
2,3,2,1,1,3,2,1,2,1,1,2,3,3,2,,"Engaging the class.  Excellent analogies and examples.  Enthusiasm.  Clarity, general sense of when to go deeper into an idea.",Make it easier to make notes during examples.  More interactive.,New info.,Difficult,Amazing class atmosphere.,Good all around.
2,3,1,1,1,6,1,1,1,1,2,5,3,3,2,,Kept the class interested.  He had entertaining examples which helped me stay interested and also helped me think of the material in a new way.  Also really liked how if instructor got lost always found his way back.,,,,Nope,
1,3,1,1,1,2,2,2,2,2,2,2,3,2,3,,,,,,,
1,3,2,2,1,6,3,1,1,2,2,3,2,3,5,,,,,,,
1,3,1,1,1,1,1,1,1,1,2,5,2,3,3,,Everything! He was so easy to learn from because of his passion for the course.  He was creative (very) in making the material interesting & easy to learn from.  He really knew what he was talking about.  He was easy to understand and he really tried to understand his students.  He was so enthusiastic!,Ummmm I'm so happy he's got passion - unlike other profs - that I can't see anything to improve upon.,"It included real world examples, making it easier to understand this was another technique Dave used in extra examples.",The last 2 modules went far too fast.  A lot of important material was packed in a small space.,Nope,I liked the size this term as opposed to last term (I took the class again).  There's some sort of ventilation noise that Dave always had to talk over but he was never hard to hear.
2,3,1,2,2,6,2,2,2,1,3,2,4,4,2,,"He made the class pretty interesting, especially for students who have no intention to pursue CS any further.",He should engage the class in more in-class practical work.,"It's a nice introduction to CS.  It made me want to study CS in depth, even though I never intended to study CS.",Solutions for lab questions should be posted for extra practice.,No comment.,No comment.
1,3,1,1,1,1,1,1,1,1,1,4,3,3,2,,"Dave provided great examples when explaining the course material.  Showed lots of enthusiasm towards teaching.  Made the course fun and interesting.  Dave has a great sense of humour, and always tries to keep the course material interesting.",Nothing.  I think Dave did a fantastic job teaching the course.,The first couple of modules are pretty straightforward.  Not too complicated once the assignments are finished.,The modules after the midterm become a lot more complicated.,Great positive atmosphere.,"Dave is so far my favourite prof in Waterloo.  I would for sure take cs116 if Dave was the prof.  Dave is hilarious, and definitely makes learning about CS very interesting.  Thanks for everything Dave!"
3,2,2,3,3,6,2,3,1,2,2,4,2,2,2,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,,,,,,,
1,3,1,1,1,1,1,1,1,2,2,2,2,3,3,,Great explanations w/ real life examples.  Made understanding the concepts easier (especially with the once upon a time reference).  Very funny,,"Structures, lists.","Mutual recursion, trees.",Positive,"Class size, sometimes if the class was too full & you had to sit in the back, you can hardly see the overhead."
3,2,3,2,1,3,3,3,1,2,2,3,2,1,5,,"Passionate, helpful.",A bit too bored sometimes.  Should teach [illegible] harder because the point is the assignments are somewhat too hard.,Pretty cool.  Instructors are helpful,"Sometimes I fell asleep, the lecture can be more interesting.","Positive, definitely :)  but too many Chinese, seriously: I heard mando more than english.","I think other language rather than English should not be allowed in class.  To be honest it was my second time taking this course and both times I had you as the instructor.  You did improve a lot.  Best of luck, hope to see you again in Waterloo in the future."
1,4,1,1,2,6,2,1,1,1,1,5,3,3,2,,"Slides were really good, especially the examples.",,,High amount of required assignments (though that's just me personally),,
1,3,1,1,1,3,2,1,1,1,1,3,3,2,3,,,,,,,
2,3,3,3,3,4,2,3,1,2,2,3,3,2,5,,,,,Easy lecture content.  Very hard assignments.,,
1,1,1,1,1,1,1,1,1,1,1,5,6,3,1,,Made the course interesting.,,The instructor - I finally passed the course.,,positively,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
1,3,1,1,1,6,1,1,1,1,2,5,3,3,3,,"I liked your analogies.  The zombie and pac-man metaphors were very helpful.  I also like how you used a mixture powerpoint, racket and whiteboard.  Your jokes grew on me.",Sometimes you will go over something a bit too fast.,The assignments were challenging but ultimately very helpful.  Examples in class helped me grasp the basics.,,Positively.  You interacted very well.,I have been a student here for three years.  You are by far the best prof I have had.  They better renew your contract!  UW needs more profs like you.
1,3,1,1,1,2,1,1,1,2,1,5,4,3,3,,"Good expressions and enthusiastic teaching.  Good use of jokes to teach, as examples.","Less pop culture jokes from the 70s and 80s, we're 90s kids.",Simplified teaching language.,"Concepts came a little fast, especially near the end of the course.","Positive, provided an interesting somewhat dull and lively atmosphere.",
1,3,1,1,1,2,2,1,1,1,1,2,2,2,2,6,Efficiency.,Slow down sometimes.  It's really fast sometimes.,,,,
2,3,1,2,1,2,2,1,2,2,2,4,2,3,,,,,,,,
1,3,1,1,1,1,1,1,1,1,1,2,3,3,3,,Speak very clearly and class very interesting.  Very patient and helpful to the questions.,I think the instructor is excellent :),Very interesting and very helpful to the person who firstly learn CS.,Sometimes a little difficult.,It's good.,Just right.
1,3,1,1,1,1,2,1,1,1,1,2,3,3,3,,The instructor is very interesting.,,,,,
2,3,1,1,2,2,3,1,3,2,2,3,2,2,3,,He makes CS a lot more interesting than I thought.,,,The students were all Asian! No class participation.  Sad to see when an instructor tries so hard.,,
1,3,1,1,1,1,1,1,1,1,1,4,3,3,2,,Excellent examples.  Great enthusiasm.  Funny jokes.,Sometimes examples in lectures hard to follow.,Excellent availability of learning resources.,,,"Crazy, crazy man!  but? (swap-parts ""someawe"") !"
1,3,1,1,1,1,2,1,1,5,2,5,3,1,2,,Very well done.  Explain everything perfectly.  CS becomes quite easy.,Make assignments easier plz!  Hate spending one whole day finishing that!,"Constructive, nice exercise for brain.",Too hard! Never learn it before!,Always positive!,Everything good!
2,5,2,2,2,6,3,2,1,2,3,4,5,3,1,,Good examples.,Could have more board work.,Well organized.,Overly simplistic.,,
2,3,2,2,2,2,1,2,2,2,2,5,2,2,2,,He provided helpful examples and visuals to explain the material.,Sometimes because of time certain material was explained with little detail.,Learning to logically and abstractly program.,The textbook seemed different from the course notes.,The atmosphere was positive.,
1,3,1,1,1,3,1,1,1,1,2,5,3,3,4,,"Good oral and visual presentation.  Clear explanations, repeated in a variety of manners.",,"Very interesting, well-rounded intro to comp sci.",,"Positive, light-hearted atmosphere.",Nice small class size.
1,3,1,1,1,2,2,1,1,1,2,5,3,3,2,,Your enthusiasm towards CS made the course much more interesting and enjoyable.,Your use of rainbow markers really helped me to visualize codes with multiple steps.,CS 115 made learning the basics of computer science much more simply than the visual basics course I took in high school.,,The class atmosphere was positively affected by the professor making it more captivating over the 80 minutes.,
1,3,1,1,1,3,1,1,1,1,1,5,3,3,3,,Interact with students and make the lecture funny and interesting.,Would go through the example a tiny bit slower.,Interesting.,I don't find any.,"The atmosphere was good, classmates asked questions all the time.",n/a
