Timestamp,Question 0 (Organization),Question 0 Numerical,Question 0 Comment,Question 1 (Explanations),Question 1 Numerical,Question 1 Comment,Question 2 (Questions),Question 2 Numerical,Question 2 Comment,Question 3 (Visual Presentation),Question 3 Numerical,Question 3 Comment,Question 4 (Oral Presentation),Question 4 Numerical,Question 4 Comment,Question 5 (Availability),Question 5 Numerical,Question 5 Comment,Question 6 (Interest),Question 6 Numerical,Question 6 Comment,Question 7 (Effectiveness),Question 7 Numerical,Question 7 Comment,Question 8 (Attendance),Question 8 Numerical,Question 8 Comment,Question 9 (Assigned Work),Question 9 Numerical,Question 9 Comment,Question 10 (Printed Notes),Question 10 Numerical,Question 10 Comment,Question 11 (Textbook),Question 11 Numerical,Question 11 Comment,Question 12 (New Material),Question 12 Numerical,Question 12 Comment,Question 13 (Assigned Work Amount),Question 13 Numerical,Question 13 Comment,Question 14 (Hours Per Week),Question 14 Numerical,Question 14 Comment,Text Question 0 (What instructor has done well),Text Question 1 (Improvements to technique or style),Text Question 2 (Course's strong points),Text Question 3 (Course's weak points),Text Question 4 (Class atmosphere),Text Question 5 (Other Comments)
2016-11-23T18:43:08,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,explained the course material well,the exam is too hard.,,,,
2016-11-23T20:14:23,Good,1,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Often enough,2,,Interesting,1,,Good,1,,75-90%,1,,Helpful,1,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-11-23T22:35:46,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Not Helpful,2,Never looked at it once.,Somewhat too little,3,,Somewhat too little,3,,3-6 hours,1,,I liked that Dave kept up with current memes. He clearly explains hard concepts and his experience helps him with it. He is the best teacher ever. I like that he reviews old content at the beginning of lecture.,Dave,The assignments perfectly reinforced course content.,Racket.,Positive. He was open and awesome.,Everything was good.
2016-11-24T14:41:40,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Somewhat too little,3,,7-10 hours,2,,I think that the theoretical portion of the course is very well organised and explained.,"I think that there is room for improvement with regard to the structure and organization of the assignments themselves, ie: clarify instructions  or maintain consistency with second chance questions.","Great lectures,interesting assignments",not really any significant ones worth mentioning,The atmosphere was positive for every class I attended,love the memes
2016-11-25T12:50:02,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,75-90%,1,,Helpful,1,,No printed notes,3,,No opinion,4,,Okay,2,,Okay,2,,3-6 hours,1,,Really patient and helpful. Doing great on explain the concept.,,,,,
2016-11-25T12:55:41,Good,1,,Somewhat too high,1,,Satisfactory,2,,Good,1,,Good,1,,Often enough,2,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Somewhat too much,1,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-25T14:00:57,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Somewhat too much,1,,Okay,2,"Sometimes the assignments were a little bit too long, which affected my studying time for other courses.",11-15 hours,3,,"The instructor has lots of enthusiasm, and is probably one of the only instructors to teach effectively with slides (as the instructor used pointers(no pun intended) to highlight material that was crucial). The drawings on the blackboard really helped me understand linked lists, which were a rather abstract concept otherwise.",,Excellent material that introduces imperative programming,"While functional programming is an important aspect of learning, DrRacket should not take more space in the course than it does now.","Instructor was so good, he made CS great again! Really hope this instructor can teach me all my CS courses I take in the future.",
2016-11-25T19:21:01,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Somewhat too much,1,,Too much,0,,> 15 hours,4,,Best CS instructor ever!,Can't think of any.,Super interesting!,Too much time on assignments.,Good!,"I am sorry. I really want to finish my final for this course, but I have some family issue, and I have to drop the whole term. Hope everything will be fine and nice. 
Thank you for giving such a great CS course. I will come back and retake it."
2016-11-26T13:50:10,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No opinion,4,,No text required,3,,Okay,2,,Okay,2,,7-10 hours,2,,The instructor was very good with all of his lectures and explanations of the topics in the course.,The only thing I can think of is that he should continue to use more real world examples of the applications of the code being taught. They were always interesting and really motivated the need to learn the material.,"The course on the whole was well-balanced, interesting and fun.",The exams in CS courses such as this require you to fix all the minor details in your handwritten code whereas after doing all the assignments online I got into the habit of using the computer to find and fix the minor errors.,Class atmosphere was awesome.,
2016-11-28T13:52:39,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,11-15 hours,3,,"Lectures are really fun and interesting, it helps me to study it after the lectures",No,Lectures is very helpful,No,Pretty good,No
2016-11-28T14:05:13,Good,1,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,,,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Very Helpful,0,,Okay,2,,Somewhat too much,1,,> 15 hours,4,,,,,,,
2016-11-28T14:40:31,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-28T15:54:01,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Okay,2,,7-10 hours,2,,Dave creates a great atmosphere for learning in his lectures.,I did not think it was necessary to use the wall as an example for memory.,The material was taught efficiently and effectively.,I feel that having a week to do an assignment is too much time since we are only given 2 hours to write the midterm/final. Students will not be able to write code fast enough if they are always given so much time.,Positively; Dave has many jokes which he shares with the class to lighten the atmosphere.,No other comments
2016-11-28T15:58:06,Excellent,0,,Somewhat too high,1,,Excellent,0,,Good,1,,Excellent,0,,Most of the time,1,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Too much,0,,Somewhat too much,1,,11-15 hours,3,,,,,"No mention of external debugging tools such as gdb or Valgrind. (However, Seashell seems to give adequate error messages containing meaningful information).","Positive. Every question, even repetitive ones, were answered with patience.",
2016-11-29T08:58:23,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Too much,0,,7-10 hours,2,,Passionate,"define the form of the exam in advance
e.g. Definition, Programming",,,Positive effect on me. Love Dave's lecture.,
2016-11-29T13:03:18,Excellent,0,,Too high,0,,Excellent,0,,Good,1,,Good,1,,Often enough,2,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-11-29T14:35:11,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Good,1,,Often enough,2,,Interesting,1,,Good,1,,75-90%,1,,Very helpful,0,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-11-29T15:15:29,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No opinion,4,,,,Could introduce more algorithums.,Okay,2,,7-10 hours,2,,Good Explanations.Funny.  answered my questions clearly.,,To have an understanding of C and mostly to analysis the algorithms and how to design functions.,,NO,Alright.
2016-11-30T13:11:10,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,50-75%,2,,Helpful,1,,Very helpful,0,,Not Helpful,2,,Somewhat too little,3,,Somewhat too much,1,,11-15 hours,3,,,,,,,
2016-11-30T13:47:37,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,No opinion,4,,No opinion,4,,Okay,2,,Okay,2,,7-10 hours,2,,Did a very good job of engaging students and thoroughly explaining the content,,,,,
2016-11-30T16:29:08,Good,1,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Interesting,1,,Good,1,,75-90%,1,,Helpful,1,,Helpful,1,,No text required,3,,Too much,0,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-30T17:26:11,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Often enough,2,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,,,improve our math logic,too much work,positively.,
2016-11-30T17:47:17,Good,1,,Just Right,2,,Satisfactory,2,,Satisfactory,2,,Satisfactory,2,,Often enough,2,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-30T18:22:49,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,Fantastic and engaging lectures that are typically easy to understand.,,"Interesting course. A good amount of content, thorough explanations, and a great prof to teach it",Assignments end up being a little too long especially near the end of the course.,Overall positive atmosphere,N/A
2016-11-30T19:42:24,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,3-6 hours,1,,"Dave has a great sense of humor, very energitic",My previous  CS 135 instructor also posted slides that was used in the lecture which has all the additional drawings he had in class.,Wall-E was great!,"The assignments are easier in the first 2 month and are harder in the last two month.
By the time final is just around the corner, I am unable to spend as much time on A10 than I would like to.  Previously, CS used to drop 1 of the lowest assignment grade, I think that would still be helpful.",,
2016-11-30T21:42:34,Good,1,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Somewhat too much,1,,11-15 hours,3,,"good lecturer
well organized content and well planned tutorials
good analagies","sometimes too fast and sometimes too slow, judge pace on difficulty of the content not 'how much we need to get through'","good assignments
good content","assignments too long
midterm too long too difficult",positive atmosphere,
2016-11-30T22:24:53,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-30T22:58:04,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,The analogies help me understand things quicker.,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No opinion,4,,Okay,2,,Okay,2,,11-15 hours,3,,"Thank you for making the course exciting, Dave! I always got a laugh out of each lecture and I respect how you were open with the class. Also, I love your enthusiasm for the course, it helped made the course engaging for me.",- more fun bonus questions on assignments,"- Drawing out pointers*****!!!!!!
- The assignments were not too hard, but not too easy. 
- Going through example code",,,
2016-11-30T23:47:53,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Good,1,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-12-01T00:00:34,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,> 15 hours,4,The assignments took me so long I didn't have time to study,Very funny lectures,"Off track sometimes, so I had trouble focusing","Interesting, challenging","The pacing was a bit off, very slow at first, then a lot of concepts added very quick",Seemed fine to me,"Thanks, even if I'm barely gonna pass, I learned a lot and had fun"
2016-12-01T00:04:46,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-12-01T03:16:14,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Somewhat too much,1,,> 15 hours,4,,I really like the way powerpoints are done with the software to draw on them. Walking through conceptual diagrams on the board to explain code was very helpful.,"The asymptotic concept for big O notation was a little confusing (but I have less math than other students in the class, so that may be why). A wider variety of Hawaiian shirts would be nice.",I like the way the course material progresses with lectures leading into others. I feel like the current progression is good and concepts are introduced at appropriate times.,"It would have been good to have more time on some of the clicker questions that involved loops, I feel like 2 minutes wasn't long enough to walk through them.",,
2016-12-01T10:18:12,Good,1,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Very Helpful,0,,Somewhat too much,1,,Okay,2,,3-6 hours,1,,,,,,,
2016-12-01T10:35:06,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Too much,0,,> 15 hours,4,,,,,,,
2016-12-01T10:39:06,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,75-90%,1,,Helpful,1,,Helpful,1,,No text required,3,,Okay,2,,Somewhat too little,3,,3-6 hours,1,,Showed a GENUINE interest in the course which clearly rubbed off on the students. I have yet to see an instructor as interested and enthusiastic about teaching as Dave,"The blackboard drawings were super helpful when we were talking about nodes. However, I believe more emphasis (including blackboard drawings) should have been placed on pointers since they are so fundamental.","Nodes, linked lists were very easy to understand due to Dave's teaching style.",Not enough time/practice with pointers early on; made linked lists and arrary's unnecessarily difficult. (easy to understand concept but difficult to code),"Well mixed class, appropriate noise levels, size and professor volume. Finding seats when late was a non-issue",Dave truly inspired me to continue with CS as the material was presented in a highly interesting and engaging manner. The best professor I've had so far without a doubt.
2016-12-01T12:10:06,Excellent,0,,Somewhat too high,1,,Excellent,0,,Good,1,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,"Wish the lecture notes were updated and you didn't have extra slides added that we had to look at on the course website. Having everything in one place is so much easier plus for those of us who don't have laptops open in class, adding notes for the slides not in the handbook was hard.",No opinion,4,,Too much,0,,Too much,0,,> 15 hours,4,,"Funny, great explanation of concepts, support engaging and great puns!!","- Wish clicker questions were a bit more clear to understand
- Wish explanation was a bit low aimed in some cases and not too high level","Quite interesting than Racket, learnt a lot of cool stuff
- loved that tutorials had a clicker component to make up for the marks lost in answering the questions wrong during lectures","- Assignments - Too long and took too long, which was okay, but I wish we were given more practice problems not for marks, but just for practice. More exam type questions so we could get more practice. I felt that the course was lacking in practice problems which would have helped students like me who aren't in Math and are doing the course after not doing Math for almost two years

- I wish there were more office hours of multiple ISAs on the day the assignments were due or one day before.

- Wish questions on piazza were answered a couple of hours before the assignments are due as well.. I noticed that nobody answers those questions :(",- Some students kept talking while the Prof was teaching which was distracting so my friend told them to shut up and it was all good.,
2016-12-01T12:44:13,Excellent,0,"Slides were well organized, with clear indication of what was important (coloured bubbles)",Just Right,2,,Excellent,0,"Always willing to answer questions, and never shamed someone for asking them.",Excellent,0,"Uses visual presentation for more complex subjects, which is very effective.",Excellent,0,Comedic relief thrown into the lecture made for a very enjoyable course.,Often enough,2,,Very interesting,0,,Excellent,0,Dave made me want to come to class and learn the material where as many other profs are not capable of doing that.,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,3-6 hours,1,,"Always prepared, well organized, great professor that really engages students and makes the course material fun.",,,,"The atmosphere was very positive in the classroom, as Dave is quite funny, or tries to be anyway, and makes the students laugh during the lecture.",
2016-12-01T13:58:34,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,75-90%,1,,Helpful,1,,Very helpful,0,,Helpful,1,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,Introduces all the material in a relatively short time.,Make the exam scores a little higher,,no weak points,,
2016-12-01T14:25:27,Excellent,0,,Somewhat too low,3,,Excellent,0,,Good,1,,Excellent,0,,Often enough,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Not Helpful,2,,Okay,2,,Okay,2,,7-10 hours,2,,Gets the students interest,Decent at explaining things,Assignments really makes you understand and apply the materials and concepts,Midterm has too much coding questions,No,No
2016-12-01T15:07:05,Excellent,0,,Somewhat too high,1,,Good,1,,Excellent,0,,Excellent,0,,Not often enough,3,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Too much,0,,Too much,0,,> 15 hours,4,,everthing,too much work,good,no,positive,good
2016-12-01T15:08:00,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,No opinion,4,,No opinion,4,,No opinion,4,,Too much,0,,Somewhat too much,1,,3-6 hours,1,,Great guy!,,,,,
2016-12-01T15:09:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Not helpful,2,,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-12-01T15:10:20,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,3-6 hours,1,,Legend!,,Being taught by Dave,,,
