mc_1,mcex_1,mc_2,mcex_2,mc_3,mcex_3,mc_4,mcex_4,mc_5,mcex_5,mc_6,mcex_6,mc_7,mcex_7,mc_8,mcex_8,mc_9,mcex_9,mc_10,mcex_10,mc_11,mcex_11,mc_12,mcex_12,mc_13,mcex_13,mc_14,mcex_14,mc_15,mcex_15,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,,2,,1,,1,,1,,1,,2,,1,,1,,1,,1,,1,,2,,2,,3,,explained the course material well,the exam is too hard.,,,,
2,,3,,2,,1,,1,,3,,2,,2,,2,,2,,2,,2,,2,,2,,3,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,Never looked at it once.,4,,4,,2,,I liked that Dave kept up with current memes. He clearly explains hard concepts and his experience helps him with it. He is the best teacher ever. I like that he reviews old content at the beginning of lecture.,Dave,The assignments perfectly reinforced course content.,Racket.,Positive. He was open and awesome.,Everything was good.
1,,3,,1,,2,,1,,1,,1,,1,,1,,1,,1,,4,,3,,4,,3,,I think that the theoretical portion of the course is very well organised and explained.,"I think that there is room for improvement with regard to the structure and organization of the assignments themselves, ie: clarify instructions  or maintain consistency with second chance questions.","Great lectures,interesting assignments",not really any significant ones worth mentioning,The atmosphere was positive for every class I attended,love the memes
1,,3,,1,,1,,1,,6,,2,,1,,2,,2,,4,,5,,3,,3,,2,,Really patient and helpful. Doing great on explain the concept.,,,,,
2,,2,,3,,2,,2,,3,,2,,2,,1,,2,,2,,4,,2,,3,,3,,,,,,,
1,,3,,1,,1,,1,,2,,2,,1,,1,,2,,2,,4,,2,,3,"Sometimes the assignments were a little bit too long, which affected my studying time for other courses.",4,,"The instructor has lots of enthusiasm, and is probably one of the only instructors to teach effectively with slides (as the instructor used pointers(no pun intended) to highlight material that was crucial). The drawings on the blackboard really helped me understand linked lists, which were a rather abstract concept otherwise.",,Excellent material that introduces imperative programming,"While functional programming is an important aspect of learning, DrRacket should not take more space in the course than it does now.","Instructor was so good, he made CS great again! Really hope this instructor can teach me all my CS courses I take in the future.",
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,5,,Best CS instructor ever!,Can't think of any.,Super interesting!,Too much time on assignments.,Good!,"I am sorry. I really want to finish my final for this course, but I have some family issue, and I have to drop the whole term. Hope everything will be fine and nice. [nl]Thank you for giving such a great CS course. I will come back and retake it."
1,,3,,1,,1,,1,,2,,1,,1,,1,,1,,5,,4,,3,,3,,3,,The instructor was very good with all of his lectures and explanations of the topics in the course.,The only thing I can think of is that he should continue to use more real world examples of the applications of the code being taught. They were always interesting and really motivated the need to learn the material.,"The course on the whole was well-balanced, interesting and fun.",The exams in CS courses such as this require you to fix all the minor details in your handwritten code whereas after doing all the assignments online I got into the habit of using the computer to find and fix the minor errors.,Class atmosphere was awesome.,
1,,3,,1,,1,,1,,1,,1,,1,,1,,2,,1,,1,,3,,3,,4,,"Lectures are really fun and interesting, it helps me to study it after the lectures",No,Lectures is very helpful,No,Pretty good,No
2,,3,,2,,1,,1,,,,2,,2,,1,,2,,2,,1,,3,,2,,5,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,3,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,3,,3,,3,,Dave creates a great atmosphere for learning in his lectures.,I did not think it was necessary to use the wall as an example for memory.,The material was taught efficiently and effectively.,I feel that having a week to do an assignment is too much time since we are only given 2 hours to write the midterm/final. Students will not be able to write code fast enough if they are always given so much time.,Positively; Dave has many jokes which he shares with the class to lighten the atmosphere.,No other comments
1,,2,,1,,2,,1,,2,,2,,1,,1,,2,,2,,2,,1,,2,,4,,,,,"No mention of external debugging tools such as gdb or Valgrind. (However, Seashell seems to give adequate error messages containing meaningful information).","Positive. Every question, even repetitive ones, were answered with patience.",
1,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,1,,3,,Passionate,"define the form of the exam in advance[nl]e.g. Definition, Programming",,,Positive effect on me. Love Dave's lecture.,
1,,1,,1,,2,,2,,3,,2,,2,,1,,2,,2,,4,,2,,2,,3,,,,,,,
1,,3,,1,,2,,2,,3,,2,,2,,2,,1,,2,,2,,2,,2,,3,,,,,,,
1,,3,,1,,1,,1,,2,,1,,1,,1,,1,,2,,5,,,Could introduce more algorithums.,3,,3,,Good Explanations.Funny.  answered my questions clearly.,,To have an understanding of C and mostly to analysis the algorithms and how to design functions.,,NO,Alright.
1,,3,,2,,1,,1,,1,,1,,1,,3,,2,,1,,3,,4,,2,,4,,,,,,,
1,,3,,1,,1,,1,,6,,2,,1,,1,,2,,5,,5,,3,,3,,3,,Did a very good job of engaging students and thoroughly explaining the content,,,,,
2,,2,,1,,1,,1,,1,,2,,2,,2,,2,,2,,4,,1,,3,,3,,,,,,,
1,,3,,1,,1,,1,,3,,2,,1,,1,,1,,1,,1,,3,,3,,3,,,,improve our math logic,too much work,positively.,
2,,3,,3,,3,,3,,3,,2,,2,,1,,2,,2,,2,,3,,3,,3,,,,,,,
2,,3,,1,,1,,1,,1,,1,,1,,1,,2,,2,,4,,3,,2,,3,,Fantastic and engaging lectures that are typically easy to understand.,,"Interesting course. A good amount of content, thorough explanations, and a great prof to teach it",Assignments end up being a little too long especially near the end of the course.,Overall positive atmosphere,N/A
1,,2,,1,,1,,1,,1,,2,,1,,1,,2,,1,,2,,2,,2,,2,,"Dave has a great sense of humor, very energitic",My previous  CS 135 instructor also posted slides that was used in the lecture which has all the additional drawings he had in class.,Wall-E was great!,"The assignments are easier in the first 2 month and are harder in the last two month.[nl]By the time final is just around the corner, I am unable to spend as much time on A10 than I would like to.  Previously, CS used to drop 1 of the lowest assignment grade, I think that would still be helpful.",,
2,,3,,1,,2,,1,,2,,1,,1,,2,,1,,1,,5,,3,,2,,4,,good lecturer[nl]well organized content and well planned tutorials[nl]good analagies,"sometimes too fast and sometimes too slow, judge pace on difficulty of the content not 'how much we need to get through'",good assignments[nl]good content,assignments too long[nl]midterm too long too difficult,positive atmosphere,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,3,,,,,,,
1,,3,,1,,2,,1,The analogies help me understand things quicker.,6,,1,,1,,1,,1,,2,,5,,3,,3,,4,,"Thank you for making the course exciting, Dave! I always got a laugh out of each lecture and I respect how you were open with the class. Also, I love your enthusiasm for the course, it helped made the course engaging for me.",- more fun bonus questions on assignments,"- Drawing out pointers*****!!!!!![nl]- The assignments were not too hard, but not too easy. [nl]- Going through example code",,,
1,,3,,2,,2,,2,,2,,1,,1,,1,,1,,1,,1,,3,,3,,3,,,,,,,
1,,3,,2,,2,,1,,6,,1,,1,,2,,1,,1,,4,,2,,2,,5,The assignments took me so long I didn't have time to study,Very funny lectures,"Off track sometimes, so I had trouble focusing","Interesting, challenging","The pacing was a bit off, very slow at first, then a lot of concepts added very quick",Seemed fine to me,"Thanks, even if I'm barely gonna pass, I learned a lot and had fun"
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,1,,1,,3,,3,,3,,,,,,,
1,,3,,1,,1,,1,,2,,1,,1,,1,,1,,1,,5,,3,,2,,5,,I really like the way powerpoints are done with the software to draw on them. Walking through conceptual diagrams on the board to explain code was very helpful.,"The asymptotic concept for big O notation was a little confusing (but I have less math than other students in the class, so that may be why). A wider variety of Hawaiian shirts would be nice.",I like the way the course material progresses with lectures leading into others. I feel like the current progression is good and concepts are introduced at appropriate times.,"It would have been good to have more time on some of the clicker questions that involved loops, I feel like 2 minutes wasn't long enough to walk through them.",,
2,,3,,2,,1,,1,,1,,1,,1,,1,,1,,2,,1,,2,,3,,2,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,5,,3,,1,,5,,,,,,,
1,,3,,2,,1,,1,,1,,1,,1,,2,,2,,2,,4,,3,,4,,2,,Showed a GENUINE interest in the course which clearly rubbed off on the students. I have yet to see an instructor as interested and enthusiastic about teaching as Dave,"The blackboard drawings were super helpful when we were talking about nodes. However, I believe more emphasis (including blackboard drawings) should have been placed on pointers since they are so fundamental.","Nodes, linked lists were very easy to understand due to Dave's teaching style.",Not enough time/practice with pointers early on; made linked lists and arrary's unnecessarily difficult. (easy to understand concept but difficult to code),"Well mixed class, appropriate noise levels, size and professor volume. Finding seats when late was a non-issue",Dave truly inspired me to continue with CS as the material was presented in a highly interesting and engaging manner. The best professor I've had so far without a doubt.
1,,2,,1,,2,,1,,1,,1,,1,,1,,1,,2,"Wish the lecture notes were updated and you didn't have extra slides added that we had to look at on the course website. Having everything in one place is so much easier plus for those of us who don't have laptops open in class, adding notes for the slides not in the handbook was hard.",5,,1,,1,,5,,"Funny, great explanation of concepts, support engaging and great puns!!",- Wish clicker questions were a bit more clear to understand[nl]- Wish explanation was a bit low aimed in some cases and not too high level,"Quite interesting than Racket, learnt a lot of cool stuff[nl]- loved that tutorials had a clicker component to make up for the marks lost in answering the questions wrong during lectures","- Assignments - Too long and took too long, which was okay, but I wish we were given more practice problems not for marks, but just for practice. More exam type questions so we could get more practice. I felt that the course was lacking in practice problems which would have helped students like me who aren't in Math and are doing the course after not doing Math for almost two years[nl][nl]- I wish there were more office hours of multiple ISAs on the day the assignments were due or one day before.[nl][nl]- Wish questions on piazza were answered a couple of hours before the assignments are due as well.. I noticed that nobody answers those questions :(",- Some students kept talking while the Prof was teaching which was distracting so my friend told them to shut up and it was all good.,
1,"Slides were well organized, with clear indication of what was important (coloured bubbles)",3,,1,"Always willing to answer questions, and never shamed someone for asking them.",1,"Uses visual presentation for more complex subjects, which is very effective.",1,Comedic relief thrown into the lecture made for a very enjoyable course.,3,,1,,1,Dave made me want to come to class and learn the material where as many other profs are not capable of doing that.,1,,1,,2,,4,,2,,2,,2,,"Always prepared, well organized, great professor that really engages students and makes the course material fun.",,,,"The atmosphere was very positive in the classroom, as Dave is quite funny, or tries to be anyway, and makes the students laugh during the lecture.",
1,,2,,1,,1,,1,,1,,1,,1,,2,,2,,1,,2,,3,,2,,3,,Introduces all the material in a relatively short time.,Make the exam scores a little higher,,no weak points,,
1,,4,,1,,2,,1,,3,,1,,1,,1,,1,,1,,3,,3,,3,,3,,Gets the students interest,Decent at explaining things,Assignments really makes you understand and apply the materials and concepts,Midterm has too much coding questions,No,No
1,,2,,2,,1,,1,,4,,1,,1,,1,,1,,1,,4,,1,,1,,5,,everthing,too much work,good,no,positive,good
1,,3,,1,,2,,1,,6,,2,,1,,1,,5,,5,,5,,1,,2,,2,,Great guy!,,,,,
1,,3,,1,,1,,1,,2,,1,,1,,1,,3,,1,,5,,3,,3,,3,,,,,,,
1,,3,,1,,1,,1,,6,,2,,1,,1,,1,,1,,5,,3,,3,,2,,Legend!,,Being taught by Dave,,,
1,,1,,1,,1,"excellent use of wall, coke cans and other professional instructional equipments",1,,2,,2,,1,,1,,2,,2,,5,,3,,2,,3,,explain things very well,"quit using ""anal"", it confuses visa student who have to google search it...",Dave,buffer overflows,"positively, equality to all, Hawaiian shirt increases the spirit","all good, need to be brighter"
2,,3,,1,,2,,1,,6,,1,,1,,1,,1,,1,,3,,3,,2,,3,,I think that Dave's strengths are in lecture- he is an engaging orator and is skilled at making lectures interesting. Normally I'm not a fan of professors that tend to be overly 'jokey' but Dave manages to both teach the material and engage the class.,,,,,
2,,3,,2,,2,,2,,3,,2,,2,,2,,2,,2,,2,,3,,3,,2,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,2,,1,,5,,2,,2,,4,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,2,,1,,1,,2,,3,,2,,3,,"The punctuation joke( about "">'' ""<""[in dr racket,is like(> 6 2) but in c is like (6 > 2), fish eat blablabalh]  is so amazing, I nearly laugh the whole class. After that , it just feel so interesting to attend ur class.",,,,,
