mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
2,3,1,2,2,6,2,1,1,2,5,5,4,3,3,,,,,,,
2,3,1,2,1,6,2,1,1,2,4,3,3,2,2,,"Jokes, making things interesting.",,,,,
1,3,1,2,1,6,1,1,1,1,1,3,3,3,3,,Great examples and enthusiasm.,,"The assignments were a joy to do, especially the bonus questions.",,Very positive and funny instructor.,
1,3,1,2,2,2,2,1,1,2,5,3,3,2,2,,Very interesting!!!,,,,,
2,3,2,1,1,2,1,1,1,1,1,2,3,3,,,,,,,,
1,3,1,1,1,2,1,1,1,1,4,3,6,3,4,,"Dave's presentation of the course is excellent.  Importantly, he interacted with students and presented many examples.",,Fun and presented many insights on other real life situations and applications.,Scheme isn't a very useful language.,Very positive and pleasant.,
2,4,1,1,1,6,1,1,1,1,1,4,3,3,2,,I liked how the instructor combined oral presentations with hands-on demonstration.  It was a good asset to learning material.,,,,,
1,2,2,2,,6,1,1,1,2,2,5,3,3,2,,Always upbeat.  Understands what he's talking about.  Always happy to take questions.  He is funny - it doesn't matter what the haters out there say.,"Sometimes you move fast, even though we don't exactly understand.",Always something to do.,Sometimes too much work to do.,,Nice size.  Easy to communicate.
2,3,2,2,2,6,1,2,1,1,4,3,2,2,3,,Very interesting person.  Loud and funny.  Does a lot of great examples with Dr. Racket during lectures.,,Introduces a brand new way of programming.,Little introduction to lang scheme.,,It was okay.
1,3,1,1,1,3,1,1,1,1,1,4,3,2,2,,His great sense of humour and jokes bright up the class of CS.  Snaps you out of your sleep.,,,,,
