mc_1,mcex_1,mc_2,mcex_2,mc_3,mcex_3,mc_4,mcex_4,mc_5,mcex_5,mc_6,mcex_6,mc_7,mcex_7,mc_8,mcex_8,mc_9,mcex_9,mc_10,mcex_10,mc_11,mcex_11,mc_12,mcex_12,mc_13,mcex_13,mc_14,mcex_14,mc_15,mcex_15,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,,3,,1,,1,,1,,2,,2,,1,,1,,1,,4,,4,,4,,3,,2,,Good analogies.,Bring in more props.,Good intro to coding.,Not good for getting first year co-ops since idk any places that use Racket.,Positive. No discriminatory stuff.,"Quiet, easy to listen."
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,1,,4,,3,,3,,2,,"Great organization, energy and pace. I was so scared of recursion coming in from high school but this course introduced it in such a nice way.",Align more with the course notes. I like your examples a lot better than the ones in the notes but I tend to have the notes open during lectures so it would help if you explained as you moved forward in slides.,"Excellent overview of basic programming concepts. I actually liked the design recipie, especially the contract because it helps when writing recursion. ","I don't really like writing templates, especially since the definition of a template is very vague so I never understand how specific I should be when writing them[nl]",Positively since it wasn't affected negatively.,Some of the chairs are weirdly small or broke. I once scratched myself on a broken chair.
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,3,,3,,The jokes he made to keep us awake at 1:00 p.m. when people usually start to be sleepy ,"Nothing else can be imporved, he is the perfect ",Good example ,too much work ,the atmosphere was great in the class through out the year ,Nope :D
1,,1,,1,,1,,1,,6,,1,,1,,1,,1,,1,,4,,3,,3,,2,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,2,,1,,4,,3,,2,,4,,I liked how he used many analogies to explain the concepts. It helped me understand the concepts better and remember how they work (ex. mutual recursion),"For some of the code that he does and it isn't on the slides, it would be helpful if he posted them on the course wesbite.",The stepping rules we learned are very helpful because they helped my go through my code and try to debug it.,"It starts off very slow introducing the basics like cons and stepping. Then suddenly after the midterm, the concepts are a lot more abstract and less time is spent on them. This makes the end of the course feel really rushed and makes it difficult to understand the new concepts.",It was a respectable environment,"The class size seemed to be bit overflowing at the beginning, but later the class size seemed to be smaller. "
2,,3,,2,,1,,1,,2,,1,,1,,1,,2,,1,,2,,3,,2,"For some assignments, the questions are too complicated. ",5,I spend most of my study time on this course ,He is perfect,I want to see his hula-hula dance before evey chapter.,It contains the basic techniques of programming. ,sometimes it is hard for students who just start programming or have limited time on this course ,Y everybody here is so smart?? Am i a stupid monkey with human face? Those questions really bother me,So far It is good
2,,3,,1,,1,,1,,2,,2,,1,,1,,2,,2,,3,,2,,1,,4,,The instructor is very good at grabbing my attention,The instructor can use more visuals than just codes and slides.,slides are well prepared[nl]course is stuctured,not enough visuals[nl]examples are simple and boring,The instructor makes funny jokes to lighten the mood.,Room is a little cramped.
1,,3,,2,,1,,1,,1,,1,,1,,1,,2,,1,,,,3,,2,,5,,Good explanations of course material in class. Good showing examples using racket in class. Good attracting students attention in class.,Show some more harder example in class if possible and skip a little bit too easy examples.,Learn a lot new knowledge on racket. It makes me fall in love with it :). never gonna like java.,"Assignment is a little bit too hard, which I mean is time consuming. Always spend a lot time on assignment.","Positively, dave is good at create a good atmosphere in class and positively affect students' idea from all perspective.",Room size is a little bit small compared with the class size. And it is a little bit too hot in the room.
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,,3,,2,,3,,,,,,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,4,,4,,3,,3,,2,,"The high voices and low voices are very helpful in explaining mutual recursion. When I need mutual recursion, it reminds me of the two voices.( Maybe add another medium voice next time :) )",,Explicitly recursion.,"Built-in list functions, such as foldr",Positive!!,Very interesting prof and explains materials very well
1,,3,,1,,2,,1,,1,,1,,1,,1,,1,,4,,4,,3,,2,,4,,Explained the concepts very well and made the content very enjoyable and engaged the students.,Perhaps explain concepts in assingmerts a little more,"Engaging with the course material was great, the instructor presented the material in an easy to understand fashion, and the course flowed into the next week easily/","assignment sometimes used concepts that were similar to class but at times were a little to hard, but rarely happened.","Atmosphere was great, students were generally active in class.",
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,3,,3,,2,,Making the class interesting and engaging.,More thorough explanations for examples would be nice. ,The start from scratch to learn functional programming.,End of the course feels rushed. ,None.,None. 
1,,3,,2,,2,,2,,1,,2,,1,,1,,2,,4,,1,,3,,2,,3,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,3,,,,,,,
2,,3,,1,,2,,2,,6,,1,,2,,1,,1,,4,,3,,3,,3,,3,,Seems to care a lot about the content and our success in the course. Gives interesting stories. Helps the students relate to him,,,,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,4,,4,,4,,3,,2,,"Dave made the lectures fun, he is very comedic, and clearly has a passion for teaching.","Nothing stood out to me that could be done better, thoroughly enjoyed every aspect of it","The way that concepts were introduced, the buildup to lambda was the best way I can imagine introducing lambda to someone.","the beginning when most features of Racket were restricted. At the beginning of the course, I found Racket very boring and pointless at the beginning but as the course when on, it became a beautiful masterpiece. So try to get the the good things quicker.","Very positive, no issues",No additional comments
1,,3,,1,,1,Occasionally it was hard to understand what a program was doing because it was not left on screen very long.,1,,6,,2,,1,,2,,1,"Sometimes the final question was very involved, which made the assignment feel too long.",2,Online course slides were helpful,4,I never opened HtDP.,3,,3,"Sometimes the final question of an assignment was very involved, which made the assignment feel too long.",2,,"Analogies are fantastic, very helpful. Explanation is great.",,Really cool new stuff. (functional abstraction onwards),Racket (although it's simplicity did aid in understandability of new content),,
1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Enthusiastic,None,Building basis,,Good atmosphere overall,None
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,3,,concept and example explanations ,,practices and examples,,positive. respectful,
1,,3,,1,,1,,1,,2,,1,,1,,1,,2,,1,,1,,4,,3,,2,,,,,,,
1,,2,,1,,3,Visual presentation mostly consisted of text. I would've preferred more graphic displays since I'm a visual learner,1,,6,,1,,1,,1,,1,,4,,4,,3,,2,In the beginning I only spent a few hours on the assignments. For assignment 8 I had to dedicate 3 whole days as I found it extremely difficult. I wouldn't mind the first few assignments being harder if the last few could be a bit easier. ,4,,Very interesting teaching style,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,4,,4,,3,,3,,2,,,,,,,
3,,2,,1,,1,,1,,6,,2,,2,,2,,1,,1,,4,,2,Some of the recursion and abstract list functions seems a little heavy for people who perhaps have never programmed before,2,I can see people become hopelessly stuck on assignments after learning recursion and abstract list functions,3,,He explains very well,"I had Dave for cs136 the previous winter and I found him to be a lot better in that course, but perhaps it was a content thing. I find that some of his explanation analogys are a little to weird/abstract to follow. Perhaps demonstration visual examples to see inner mechanisms of functions would be good.",Lists,Abstract list functions,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,2,,2,,3,,"For me, the lectures completely blew me away as it is the opposite of a stereotypical university lecture. [nl]The instructor was eloquent, humorous, and straightforward. However, if I had to pick what the instructor had done that stood out to me the most it would be 2 things: Dr.Tompkins's ability to distill complex concepts into simple understandable things, and his passion for teaching and the students' successs.",I could not think of any significant criticisms toward the instructor's technique or style. ,"I really enjoyed learning a functional programming language. It forced me (coming from an OOP background) to think differently, as recursion, anonymous or higher order functions are not as prevalent in C and Java whereas it is the fundamental building blocks in a functional language.","For me, the overall difficulty curve of the course ramped up a little too quickly. I think I might be better to spend less time in the first few sections and spend a little more time in the later secions.",The overall atmosphere was significantly stressful than my other classes. Mainly due to instructor's usage of humour.,
1,,3,,2,,1,,1,,1,,2,,1,,1,,2,,4,,4,,3,,3,,2,,"I knew that this class was different from the lectures after the first month of attending. It was because not only I can notice the passion of teaching but also the ability to harness that passion and put it into teaching. There was also noticeable effort to get to know students (although I didn't attend any games sessions to get to know you better). Also, one of the very things that touched me, not only as a student but also as someone with high regard for pedagogy, is the ability to exude profound empathy. I'd say that students feel like you understand them.","Generally, the overall technique and style is just right. However, I'd like to raise a particular incident. It was when you got students to write their own codes for a problem in front of class(before introducing locals). I strongly disagree that students get to vote their favourite codes from those students. I even remembered that one of them got a 4% popularity and people behind were talking about it. If you would really like to know about what students think about it, I'd say it's best not to share the voting distribution to the class, at least. But don't worry, it's just 1 incident and it definitely does not affect your awesome performance!!","Very well structured, puts in effort to make the students understand and remember, assignments are interesting (although difficult at times)",I'd wish I can find one but I can't think of any,I couldn't observe any negative atmosphere.,I'm glad you chose to speak about the importance of mental health on Mental Health Day. I do not know how much it changed others but it has made a difference on my opinion on mental health.
1,,3,,1,,1,,1,,6,,1,,1,,2,,1,,1,,1,,3,,2,,2,,Very good explanations and very funny,Nothing,It was a good introduction to interesting programming concepts,Tedious marking,N/A,N/A
2,,3,,1,,2,,1,,6,,2,,1,,1,,1,,2,,3,,3,,3,,2,,"Great level of engagement, loved the movie before class to encourage attendance, made the course fun and interesting","Maybe add a little more student engagement if possilble? A couple times Dave brought kids up to put their version of some code for us to test and i really enjoyed that, i wish that happened more","Approaching problems in a language unfamiliar to most students, learning a lot of core concepts of coding","Racket felt a bit inhibiting at times which i disliked, but at the same time i recognize that was part of what the course was trying to teach. Other than that, i didnt have any problems with the course","No real effect, great atmosphere",Good in all aspects
2,,3,,2,,2,,2,,6,,2,,2,,1,,2,,2,,4,,4,,3,,2,,"The high voice and low voice, though unsettling, did make mutual recursion very memorable ",,,Did not feel like a computer science course and more like an introduction to programming course. ,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,2,,4,,4,,3,,3,,Very good examples. Dave had a great personality and made lectures more fun than anything else.,"I would prefer a little faster but i know that's most likely not the consensus. The acting (I.E. High-low-voice mutual recursion, clone analogy) is great keep it up. [nl]One thing i noticed is you always use the right projector for examples so people on the left have to crane their necks. try using both.","(list->words (cons #\r (cons #\e (cons #\c (cons #\u (cons #\r (cons #\s (cons #\i (cons #\o (cons #\n empty))))))))))[nl]Trees, kubo, clickers (as teaching)[nl]",There really wasnt a whole lot. everything was explained really well. i think maybe do lambda earlier.,no the class was fully accepting. ,"Great class. leg room, quiet and good lighting.not sure about back of room but good visibility too."
1,,3,,1,,1,,1,,6,,1,,1,,1,,2,,3,,3,,2,,2,,3,,"Dave did a fantastic job at explaining difficult concepts in an easy-to-understand manner, such as the clone analogy when teaching recursion and trees. He was very funny and his lectures were very engaging and helpful in learning and understanding the content. I liked how he showed us a lot of examples in class.","I would like it if Dave could be more interactive with the students when explaining concepts or doing examples in class. For example, when we were learning binary search trees, he called someone up to the front and played The Prince Is Right. This was a great way to teach and it was very engaging. I hope to see more of this in the future!","I am very comfortable with recursion and binary search trees, as well as the fundamental concepts of functional programming in general. The stepping problems were helpful, especially when it comes to understanding concepts like local and lambda. I think they should be added to every assignment.","There was too much of a focus on abstract list functions specific to Racket. I don't really see how knowing the specifics of these functions will help me later on in my other courses or work. If they do have major applications in the future, it should have been motivated further. Also the pace of the course really accelerated after the second midterm and it felt a little overwhelming. I would have liked to see a more balanced distribution in terms of how difficult the content is. That said, I would have liked to see more time and more in-class examples for trees with any number of children.",Dave was very funny and I like the way he engaged with students. He was very approachable and never made students feel uncomfortable asking questions in his class.,
2,,3,,1,,1,,1,,2,,1,,1,,1,,1,,4,,2,,2,,2,,4,,Made CS feel approachable to learn and taught well enough that I felt that I had the required tools and mindset to solve the problems they gave me. ,"Looking back, I'd like Dave to be more clear on how he wants his students to take notes (if at all). Dave live-codes frequently, and I was unsure during the lectures on whether to grab my laptop and code with him, or just watch him code. In the end, my notes weren't very detailed (or I had none at all), which means most of my review will come from past assignments and the lecture notes as opposed to my own summary. ","Except for the lessons on recursion, all the chapters were appropriately paced. Dave taught everything well in detail. ","I personally felt that the lectures on pure structural and accumulative recursion came too quickly after another, which affected my understanding of the material. [nl]","Not at all. Dave discriminated against no one (except people who got clickers wrong, but those were jokes). ","None. Everything else was fine. [nl]You were my favourite instructor this year, Dave. Thanks so much for making the first semester fun, interesting and achievable. "
1,,3,,1,,1,,1,"Dave's really great at explaining concepts to people. He's not afraid to be funny and make jokes, something many of my other profs don't do.",6,"I never chose to seek help for this course, but I've heard from others that Dave is quite open and helpful when it comes to office hours.",2,,1,Optional Comment.,1,,1,,2,,4,,3,,3,,3,,"Dave's a smart, caring guy. He goes out of his way to make the class enjoyable and teach the concepts in the course. He'll also make time for things like mental wellness day, something I find rather uncommon for most professors here.",A better Rick and Morty impersonation would be conducive to a more fun class. Try Helium?,The course is very good at teaching basic programming style and concepts. It works very hard to teach people how to program functionally and have good documentation in their code.,"Racket isn't a marketable language. We can't compete with the Software Engineers in 1A coop if we're not formally taught a more widely used language, like c or c++. That said, these are not functional languages, and are much less fun than racket!",Dave is very good at providing a positive learning environment.,There was always this one guy who wore a really strong cologne to class. Nothing people can do about that?
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,1,The slides on the CS135 website were extremely useful; I wish some of the in-class examples were on there as well,4,,2,"It was generally alright until towards the end of the course where I felt we moved through topics extremely fast (with local, lambda, and foldr/l). I feel like the first few assignments lure students into a false sense of security, and all the difficult content is placed towards the end when their interest starts to wane.",3,,3,,Professor Tompkins has a really engaging teaching style. He made the course material interesting and fun to learn; I actually wanted to do my assignments and have fun with the program.,,Teaches you a lot of programming fundamentals and really beginner-friendly. ,,The class atmosphere was always really relaxed and open thanks to the prof,
1,,3,,1,,1,,1,,1,,2,,2,,1,,2,,2,,2,,2,,2,,5,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,,3,,3,,3,,,,,,,
2,,3,,2,,2,,1,,6,,1,,1,,1,,1,,1,,3,,3,,3,,4,,Coding demonstrations in class were very helpful.,,Learning to write built-in functions before using them.,"Examples were sometimes rushed through, especially in tutorials.",,
1,,3,,1,,1,,1,,6,,2,,1,,1,,1,,2,,3,,3,,3,,2,,,,,,,
1,,4,,1,,2,,1,,6,,1,,1,,1,,1,,4,,3,,4,,2,,3,,Phenomenal presentation skills. Very easy to follow and wonderfully helpful examples to simplify abstract concepts (ex. clones),"Lectures tend to bog down ~40-50 minutes into the class. Perhaps asking questions more frequently, especially during examples, could help. ",Very interesting and engaging professor (completely breaking the stereotype of professors that don't care about students which I had prior to University). [nl][nl]Course material presented in an easy-to-follow manner with an abundance of examples. [nl][nl]Quite satisfying assignments (mostly) which offer a great sense of accomplishment after completing them. The sudden spike in the difficulty of the assignments was greatly appreciated! ,"Very irritating midterms which (mostly) consist of the most frustrating instances of all the content which was learned prior. [nl]Taking this into consideration, they end up being quite long and cause an immense amount of stress while writing. [nl]Questions require a lot of thought, but it's difficult to focus on all the details of these questions when one is also focused on the length of the rest of the midterm. [nl]Overall, midterms were not enjoyable at all. I would be in favor of fewer but more difficult questions. ","This is a very personal case, but references to other courses, specifically for Computer Science students,  was quite upsetting for me as it served as a reminder that I wasn't able to get into my preferred program and was missing out on topics of great interest to me. ","A minor annoyance was when students would often simply shout out the answer when a question was posed while I was thinking, ruining my focus. Not a big issue, but a hindrance nonetheless. "
1,,4,,1,,1,,1,,1,,2,,1,,1,,2,"There were too many restrictions on the assignments. (e.g. some functions are not allowed, restricted to certain teaching language)",2,,3,,5,,4,,1,,Everything. ,"The course started slow with very easy topics, but ended fast with the harder topics. Although the instructor purposely slowed down with the harder topics, it would be nice to start those topics(local, lambda, etc) earlier. ",Good introductory course. ,Not that useful(and too easy) to someone with programming experience. ,No. ,
1,,4,,1,,2,,1,,2,,2,,1,,1,,2,,4,,3,,3,,3,,3,,Very engaging and interesting to listen to! Good examples and clearly explains the content.,I think the lectures have a good balance between information and jokes to keep it engaging and easy to follow along.,Very proficient in recursion now! I learned to appreciate Dr Racket.,"I think the different types of recursion got quite confusing especially during assignments, since it was only explained later on in the course.",Class atmosphere was very positive.,"Class setting is good, welcoming environment."
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,2,,2,,3,,3,,2,,"Dr. Tompkins's lectures were very entertaining, and his coke cans reminds me of my high school physics teacher.", N/A,The variety of topics.,mutual recursion,Overall peaceful and friendly environment.,N/A
2,,2,,2,,2,,2,,2,,1,,2,,1,,2,,2,,3,,3,,2,,3,,"Good pacing, interesting.",N/A,"Good at introducing people to programming, while also introducing a new facet of programming to people who had done languages like Java or Python in high school.",Assignments seem to be pretty harsh for some students.,N/A,N/A
1,,4,,1,,1,,1,,1,,1,,1,,1,,1,,2,,4,,3,,3,,2,,His appreciation for memes,More memes,Clear and structured course,Can be a bit slow,,
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,1,,1,,3,,3,,3,,The best prof ever!!!,Perfect,Perfect,Perfect,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,4,,Really funny class. Dave used jokes to break up lectures and keep everyone's attention even when some of the material was dry. Also I loved watching Kubo through the semester.,,I really liked that a first year course introduced cool computer science concepts like graphs and trees.,Sometimes the design recipe was excessive.,Not affected.,I really wish the class had charging outlets :(
1,,4,,1,,1,,1,,1,,2,,1,,1,,1,,2,,3,I have never looked at the textbook,4,,3,,3,,Made lectures engaging and a pleasure to attend.,N/A (Keep doing what you're doing!),Great intro to fundamental coding concepts and imperative programming,Would have liked more enrichment content for those who wanted it [nl]It'd be great if clicker questions could be posted post-mortem for students who did not understand them to review[nl]Kubo and the 2 strings was a weird movie: Would not recommend again,Yes- Thank you for acknowledging and being respectful of diversity Dave!,N/A
1,,3,,1,,1,,1,,6,,1,,1,,1,,2,,2,,4,,4,,3,,2,,Explained the examples well.,,lambda.,Some of the design recipe was excessive.,Class atmosphere was positive.,
1,,3,,1,,1,,1,,1,,2,,1,,1,,1,,1,,2,,3,,3,,3,,"Honestly speaking, pretty much everything. All lectures are interesting, not only because of the material but also due to Dave's presentation. He uses the right amount of jokes without impeding the effectiveness the delivery of course material. Dave is one of the best instructors I've ever had.","Overall excellent techniques/style, can't remember anything that is negatively outstanding.","Interesting language, concepts that are known to many with a background in programming yet also uniquely different (lambda, etc.)","Perhaps needs more examples of real-world applications of the code we learn. Also, the drawing questions in assignments seems a bit abrupt, certainly related but felt like we needed to learn a new concept (albeit not too difficult).","Everything was great. Dave has a great effect on the atmosphere of the classroom. Nothing negatively charged with respects to gender, race, appearance, etc. ",
1,,3,,1,,1,,1,,6,,1,,1,,1,,1,,2,,4,,3,,3,,2,,Dave is fantastic at teaching this course. The onscreen live coding is done at a great pace which is easy to follow along with. Seeing the thought process of developing the code really helps with understanding the seemingly abstract concepts in the slides. Thanks for being a fantastic prof!,,Recursion. revision. more recursion. everything's a binary tree.,,Dave is great at making everyone feel included and makes sure to emphasize the importance of women in STEM every now and then and it's great.,great class size; any bigger would make the class hard to understand.
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,2,,4,,2,,2,,3,,Motivating an interest in Computer Science for those with no prior experience. Explaining  complex concepts using simple analogies.,None,Using racket to teach.,"Lack of material, other than assignments to practice with. Course moves too quickly in later stages, making it difficult for those without programming experience to cope.",Postively impacted by Dave's passion for teaching.,None
1,,3,,1,,2,,1,,1,,1,,1,,1,,2,,4,,2,,3,,2,,3,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,3,,2,,The professor is very good at making the dry computer science knowledge into some very interesting lessons with analogies and jokes,The instructor was great!,My professor :),A little boring in the beginning because I have learned the knowledge before,The instructor made the class a fun place to be in,Keep it up!
1,,3,,1,,2,,1,,2,,1,,1,,2,,3,,1,,3,,2,,2,,2,,"Made the class very interesting with his own interpretation of certain problems and scenarios, kept the content profesional yet engaging","Wonderful class, cannot think of anything that would be done better",Amount of online materials and resources available,Amount of guidelines or thinking process outline,Class atmosphere was light and great environment to learn in,Would prefer a room with more outlets as it was difficult to find one near each seat
