mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,3,2,1,1,6,4,1,1,2,2,5,2,2,3,6,"you're perf, greatest prof eva",you can never keep my attention for long,"might be useful in the real world, c",i kinda hate cs in general,fine,fine
2,6,2,2,2,6,2,2,3,2,3,3,2,2,4,6,,,,,,
1,3,1,1,1,6,1,1,1,2,1,2,2,1,5,6,Pointers,start a new model at the end of class,memory,"some times, I can not figure out what should I do to code in C after read examples in course note",NULL,NULL
1,1,1,1,1,2,,1,1,2,2,4,3,1,5,4,,,,,,
1,3,1,2,1,6,2,1,1,1,2,5,3,2,2,,,,,,,
1,3,1,1,1,6,2,1,1,2,2,4,2,1,5,,,,,,,
2,2,1,1,1,6,1,1,1,2,2,5,3,2,3,6,giving analogy on everyday objects,,,,,
1,3,1,1,1,1,1,1,1,2,2,2,3,2,5,6,Good explanation,Nothing,Learn new things,nothing,No,Everything is good
1,3,1,1,1,2,1,1,2,2,2,2,1,2,4,6,,,,,,
1,3,2,2,2,6,1,1,1,1,2,5,3,3,3,,"You did a great job of teaching this course! I Loved it! Making good jokes, it keeps me interested. Also the Daft punk video was cool. You were able to make the content interesting, and the lectures engaging. I also appreciated you allowing us to discuss clicker questions with each other once its apparent we failed epically. This helped us understand it ourselves and realize our mistakes. ","As I am not in the math faculty it would have been more useful had you explained a bit more of the reasoning behind the efficiency of iterative functions. It wouldn't need to be insanely more time (I assume that most of the students do have a good foundation in math), maybe a couple of extra minutes on it for us non-math majors. ",I really enjoy getting the basics down pat before just diving into programming. While I had employed many of the techniques previously I have a much better grasp of what is happening behind the scenes and how to write elegant and efficient code. ,,"I don't think that it was negatively affected, however as a caucasian female not in the math faculty I sometimes felt out of place. I suppose this leads to me often underestimating my own abilities due to the typical stereotypes associated with computer programmers and the fact that I don't fit them at all. ",
1,2,1,2,1,6,1,1,1,1,5,5,2,3,4,6,everything was awesome,"explain difficult concepts again even if nobody raises their hand, or clarify the key points",,,,
1,3,1,1,2,6,1,1,1,1,1,3,3,2,5,6,"Everything, very good teacher, wouldn't mind having him again in later courses","Too many 42 references in the course notes, more potato","Topics were explained very well,  videos at the beginning of each class were a nice touch",not enough potato,Neutral,it's an ok classroom nothing special about it
1,1,1,1,1,2,1,1,1,2,1,5,3,2,4,6,The instructor did an excellent job of communicating the course content. The lectures were always fun and engaging. ,"Could possibly allocate more time towards some of the more complex, yet necessary elements of the course, such as Pointers, Abstract Data Structures. ","Establishes basis of imperative C programming, essential towards upper level courses and involves concepts applicable in real world development. ",The assignments take somewhat a bit too much time. ,Positively.,None. 
1,3,1,1,1,6,2,1,1,1,2,3,3,2,5,1,Good explanation and he is very active which make students more interested,,pointer,,positively,
1,3,3,3,2,3,1,2,1,2,1,4,4,2,3,6,"Pop culture references, and also tangential segues. Instruction in general.",None. Dave Tompkins is the best instructor I have had so far.,A good primer on basic imperative programming.,The way assignments are structured.,N/A,Dave is the best prof.
1,3,1,2,1,2,2,1,1,1,1,3,4,3,3,6,,,,,,
1,3,2,1,1,6,1,1,1,1,1,1,3,3,2,6,"Great examples, really helpful",Use less keystrokes,Fun stuff,n/a,n/a,Good
1,3,1,1,1,4,2,1,1,2,2,2,2,1,4,,"Dave was really good at explaining topics and giving demonstrations, drawing diagrams to help. He also had a sense of humour and kept the class entertained.",Nothing.,The concepts taught were interesting and useful. The midterm was fair.,The course assumed you knew how to program really well. It taught the concepts but not really how to apply them in different situations. I did extremely well on the midterm because I understood the concepts taught and yet was still failing assignments.,The instructor's attitude positively affected the class atmosphere.,
1,3,1,1,1,3,2,1,1,2,2,3,3,3,2,,Really cares about the students.,Be even more awesome.,Dave Tompkins.,Not seeing Dave everyday,Super duper positively!,Can you teach all of my courses?
1,2,1,2,1,2,2,2,1,2,2,5,3,1,5,6,Amazing oral presentation and similar skills - kept the class entertaining (very funny). It's great to have a Professor who teaches well AND can make content entertaining. ,"There are very few things Dave could possibly improve on. He's engaging and speaks at the perfect pitch and speed. It would be nice to see the use of the tablet throughout the entire lecture notes (unfortunately, we only got to have it used partway through)","Great Professor, some assignment questions were pretty cool. ",Assignments are just too long. This is a problem in CS 135 as well. There is no time to do other assignments as well as 5+ CS questions that require 4 functions each. Shortening assignments would be beneficial to all.,"Dave was extremely positive in attitude. He would answer questions respectfully- ""That was a great question. There is one small problem though ..."" and even used examples where the CS expert was female in order to be unbiased.",Class size was fine. Noise level was ok. The room was ok but the seats were too close to the table behind them (if you didn't get there early enough you basically had to slide across the table to get into a row). 
1,3,1,1,1,6,1,1,1,2,1,5,2,2,2,6,Incredible ability to relate well to the class and keep engaged.,a little more examples on things that we would see on assignments instead of assuming that it will be done.,Learn a lot of theoretical CS and abstract thinking,"Other schools (and other uWaterloo departments) at this point are learning applicable programming, such as Android programming / Java / Web designing","No real concerns, class is class but the instructor was great",Everything was fine
1,3,1,1,1,6,1,1,1,1,3,5,3,2,3,6,"The instructor was able to illustrate hard concept using diagrams and real-life examples, which made the course much more interesting and easier to understand.",None.,The course helped me build a solid foundation in CS.,None.,Positively.,None.
2,3,1,1,1,6,2,1,1,2,2,2,3,3,3,3,Great job at drawing diagrams on the board. Makes the material a bit easier to understand,Nothing! :),Broadened my knowledge of the inner-workings of code,Felt as though it was going a bit fast at times,No,Great Job Dave!
1,3,1,2,1,6,2,1,2,1,5,5,3,3,2,,"good verbal explanation of concepts, as well as code examples done in class",,,,,
1,3,1,1,1,6,1,1,1,1,1,5,3,3,2,6,"Everything; Dave's done an excellent job coordinating the course. Everything is structured in a logical manner, the course notes are more clear and organized than any I've seen, and Dave's oral presentations were enthusiastic, clear, and interesting.",Nothing; Dave's excellent.,"I mentioned most of the points in my appraisal of Dave, but this was a great course that feels as clear and concise and full of useful information. It really helped emphasize why the sort of odd approach of CS 135 and Racket was done; in retrospect, I understand and appreciate why that was done more than before. The assignments were usually well-constructed and helped me understand the material and how it was useful. Definitely the course I enjoyed the most this term.","I would like more focus put on being able to see tests and/or solutions once an assignment is done; I think it's good to be able to see where you went wrong or how you could improve, especially at this early point in the game. There wasn't a lot in that department and it wasn't usually too timely.[nl]And Marmoset sucks; sorry. The interface is ugly, having to switch between so many different pages is annoying, and submissions can easily not go through, requiring you to try to go back to the home page (of which there is no button for) to try to resubmit, hoping it works that time.",Um. Nothing that I noticed.,"Yeah, that was all fine."
2,3,2,2,2,6,2,2,1,2,1,4,3,2,2,6,"Dave was very enthusiastic, and engaged the class well.  He, for the most part, kept us interested in the material.  Also, his white board drawings were very helpful in increasing understanding of pointers and memory usage.",,"This course is a good follow up to CS 135, and builds of many of the concepts.  It is also very useful in introducing imperative programming.","There is a lot of material covered.  Pointers is a difficult concept to understand, and possibly some more time should be dedicated to them, especially pointers to pointers.","The class atmosphere was good, and fairly laid back.  I appreciate that dave played videos before class, making you want to get to class early and making it fun.",
1,3,1,1,1,6,1,1,1,1,5,3,2,2,4,6,Classes are very entertaining and easy to follow through. Concepts are well explained using simple non-technical vocabulary and examples.,The incorporation of tablets is very effective and should be used more often.,"The concepts flow, that is, they connect perfectly.",Homework may get very difficult at times. Marmoset should reveal more secret tests.,No.,Everything is at a suitable level.
1,1,1,1,1,6,1,1,1,1,2,4,3,3,3,6,"Pretty much everything. Good notes, good presentation of the material. ",No,"Interesting material, goes beyond programming.",Too much Racket. It was somewhat useful at the beginning to transition to C but later on it became more of a hassle to program in both (like on the midterm).,No there was no discrimination in this class(?),The classroom in RCH got unreasonably cold when the loud fans started working RIGHT AS THE CLASS BEGINS.
1,4,1,2,1,3,1,1,1,1,2,3,3,3,2,6,Very entertaining and engaging way of presentation,,,,,
2,3,1,2,2,3,2,1,1,1,2,4,2,3,3,5,"Funny guy, funny guy.","Avoid writing on the board in a classroom with 10 rows, cause it's really hard to see when there's 5-6 heads in front of you and we're all at the same height.",Nice progression of topics.,Pointer diagrams weren't very clear.,"Positive, very patient when students don't understand topics and is willing to explain again and again.",nope
1,3,1,2,1,3,2,1,1,1,2,3,6,2,4,6,"Good humor, nice analogies, explained subjects well.",Can't think of anything.,"Not too difficult to grasp most concepts, and the material is presented in a fairly non-boring way.",Efficiency could be explained better.,Positively. No problems here.,Everything is good.
1,2,1,1,1,3,2,1,1,2,2,5,2,1,3,6,,,,,,
1,3,1,1,1,6,1,1,1,1,4,4,3,3,3,1,"I really like the professors tone, jokes and overall presentation throughout lectures! He really knows the slides very well before the class and he can really relate to us geeky students and incorporate awesome references and jokes in his lectures. He is just amazing! Totally fun professor and I really hope he teaches a lot more upper year CS courses! Once you have Professor Dave Tompkins you can never go back!","I really liked the examples the professor drew on the board and with his tablet on the slides, but it would be really cool if he had some way of putting slides of just those examples! When studying for the midterm I would've really liked having those examples and drawings to go through the slides easily and get more out of them. I remember reading a bunch of the other constructive comments on his website and I am totally in support of those! MORE GAME OF THRONE REFERENCES :D and more awesome jokes (don't listen to the people that want less awesome jokes haha)","The content was awesome, assignments really tested out that knowledge! The professor made this course even more awesome and fun!",No weak points at all!,POSITIVELY!,A class with charging ports for laptops would have been nice (this is CS 136 :P) and it was kind of hard to get into the middle of rows in this room because it was a really tight space
1,3,1,1,1,6,3,1,1,2,1,3,4,1,2,6,The instructor provided a great deal of background into computer science and linked them together very well in a manner that is appropriate for students taking an introductory course.,"Some concepts were briefly mentioned, i.e. reverse engineering, but no information were given on them. The instructor should either explain these concepts more, or just leave them out altogether.",Almost everything.,The attempts of using social media trends to teach computer science material.,No.,The seats in the room were slightly crammed and it was very difficult to get into semi-spinning chairs.
1,3,1,1,1,6,1,1,1,1,2,5,3,3,3,1,Excellent job,,,,,
1,3,1,1,1,1,1,1,1,1,1,2,3,3,4,6,Oral presentation was excellent;[nl]Slides were detailed,Could be slower and more detailed while teaching pointer to pointer,"Instructors are excellent, slides are helpful","At the end of term, the pace was slightly too fast",Positively,None
1,3,1,1,1,6,1,1,1,2,2,4,3,3,2,6,The course is very interesting.,,,,,
1,3,1,1,1,6,2,1,1,1,5,5,3,3,2,6,Keeps the class interesting with his jokes![nl]Explains most of the content very thoroughly and clearly.,"Nothing, my favourite prof so far!",Moved at a good pace.[nl]Learned a lot of new things.,Marmoset is terribly designed.[nl]Marks take forever to be updated.[nl]Sorting algorithms need to be explained better; spend more time on them.,No,No
2,3,2,2,2,3,2,2,2,2,2,2,3,3,3,1,some concepts are well explained,Humorous! Please keep it up.,C language is fun.,Nothing.,positively,No
1,2,1,1,1,3,1,1,1,1,1,5,3,2,3,6,Loved the interstellar5555 ,,,,,
1,5,1,1,1,6,1,1,1,1,1,3,5,5,2,3,"Great job at explaining concepts in layman's terms, easy to understand while making the learning experience fun.",Sometimes some advanced topics come up and you tend to not go into much detail. I'd like to hear more about those topics even if most students won't understand.,,Not enough depth in data structures and algorithms.,,
1,3,1,1,1,6,1,1,1,1,1,5,3,1,3,,Love the jokes in class,"I can barely see the laser pointer, and have no idea what you are pointing to on the screen because it is so faint. Use a better laser pointer, or write on the slides themselves. ",Very interesting and useful for first round of interviews. Should teach more efficiency and abstract data structures in 1A to prepare students for interviews during 1B.,"Assignments too long. Marmoset testing too rigorous. Public marmoset tests should test more in depth. Or, should provide tests for you because testing is way too time consuming. Never understood how to use interactive testing.. Piazza very useful",Funny atmosphere.,Love the small class size.
1,3,1,1,1,1,1,1,1,2,5,5,4,2,3,5,"Dave is an engaging and passionate lecturer who always finds ways to make the material interesting.[nl]#include ? [stripped out by learn][nl]#include ?[nl] #include ?[nl]struct human = {bool is_cool;}[nl]human *dave = malloc(sizeof(human));[nl]assert(dave->is_cool); //yeah, we didn't even initialize it",N/A,Good coverage of C fundamentals and the imperative paradigm. ,More abstract material is left to the very end of the course and feels a little rushed. I also feel it would be beneficial to have several tougher questions on assignments where collaboration between students is encouraged.,N/A,The rows in RCH are way too tight.
1,2,1,1,1,1,2,1,1,1,2,5,3,2,3,1,"I like that he uses every minute of the class, and does not stop 5 minutes before the class ends. He also explains concepts well with diagrams, and he engages the class","He could probably stop a bit more often to check if students understand the material, and if they don't, he can suggest some advice on how to understand the material if students do not want to put their hand up to admit they don't know a concept","good lectures, interesting assignments",too many students were enrolled in the course that sometimes makes it more difficult to learn,"A lot of times students would be doing their own projects on their computers, and those are distracting",class size is a bit too large
1,3,1,2,1,1,2,1,1,2,1,5,2,2,3,6,"Excels at keeping students engaged while teaching some of the ""dry"" material.",N/A,Tying together concepts from Racket and implementing them in C. Developing proficiency in C in a relatively short period of time.,"Lack of focus, too much time allotted for certain things, such as run time (doesn't need a run time assignment).",N/A,Cannot complain.
1,2,1,2,,1,1,1,1,1,1,3,3,3,3,,Made the class enjoyable to come to everyday. All questions were full answered and the course was easy to understand with your side explinations.,"Diagrams on the board could get confusing. If you finish up the pointer diagrams built into the slides this will formalize them and would be a good implementation. Sometimes you would explain things in a way or talk about side information that some less ""geeky"" people in the class would know. I understood most of the references but my friend did not. Either keep these extra tidbits of info shorter or explain them better so everyone understands.",The assignments are always fun to work on and help a lot to understand the material. Gave us a fantastic understanding of the iterative paradigm.,"Setting up Virtual box is a pain, the last lecture on command line processing is very interested and should be implemented into the course! (That or seashell).","Like mentioned above, this class was a great start to my class, with daft punk playing as I entered and a buzz of excitement about what we had just learned as we left. Thanks for the great time along with a fantastic learning experience.",
1,3,1,2,1,1,1,1,1,1,5,3,3,3,5,6,Took the appropriate amount of time for each concept,none,Covered a large amount of useful content,Marmoset could be better.,Generally positive,n/a
2,2,1,1,1,6,1,1,1,2,1,5,2,2,4,6,,"For the section: Dynamic Memory Allocation, the speed was high in teaching so I lost for a while.[nl](Also the slides were a little bit confusing in that part)",The techniques that I learned in the course is very useful in other programming languages and even problem solving.,The slope is not appropriate. The course started with easy material but they followed by heavy material in the end. It is better to have a symmetric schedule.,,I think it is a good idea that not to teach command line in the beginning. 
1,3,1,1,1,6,2,1,1,1,1,4,2,2,2,6,Great at making connections to the real world that made the course material interesting,,Usefulness and teaches new ways of thinking,Very long and ambiguous assignment questions ,,
2,3,2,2,2,6,2,2,2,1,2,5,3,3,2,6,,,,,,
1,2,1,1,1,6,2,1,1,1,1,4,3,2,3,6,Very good at engaging students and explaining the materials.,Maybe spend more time going over the last few chapters because they're more confusing than the previous ones.,Introduced new useful topics.,Some concepts are hard to grasp.,"Positive, it was a very enjoyable class.",N/A
