mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,3,1,1,1,6,1,1,1,2,1,5,3,2,3,,"He made class incredibly entertaining as well as really informative, which is something that hardly happens.",Nothing: keep doing what you're doing.,I learned a lot of new interesting aspects of CS that I didn't know before.,Markus not cooperating sometimes.,Positively: he interacted super well with everybody.,"3:00 is usually my nap time, but I never fell asleep in class."
2,3,2,1,2,2,1,1,1,2,5,5,3,3,3,,Energy with which material was taught was great.,"When doing examples of what is to come in Racket they were often the most relevant examples to assignments later, but weren't always in the notes.",,,,The Indiana Jones metaphor was probably the most correct comparison I have ever heard (leap of faith)
2,3,3,2,2,3,2,2,1,2,2,4,2,2,5,,Rather engaging,Slower style of teaching,Interesting perspective: started from a point that could be related to by non-CS students,Steep learning curve and sudden introduction of very abstract concepts.,Class atmosphere was quite positive: instructor was very lively and engaging.,
1,3,1,2,1,6,1,1,4,2,2,3,2,2,3,,"I'm not even in your class, but I enjoy your teaching so much that I attend anyways.  You explain things clearly and well, and have helped me make the subject matter make sense.  Very engaging and interesting.",,,,,
1,3,1,1,1,2,1,1,1,1,2,3,3,3,2,,Engaging.,,Great introduction to CS,A bit of a steep curve,,
2,3,1,1,1,3,2,1,1,1,2,4,3,3,3,,Useful tips and side notes that really help with understanding the material and assignments.  Has a very good sense of humour.,"Maybe shift more often between the slides and the blackboard.  Sometimes, it becomes hard to pay attention past the 1 hour mark.","All the info in the course can be applied to other languages and useful, well, everywhere.","The last 3 or four sections of notes felt really rushed, while the first few chapters could have gone faster.  The clicker questions were also strange.",Positively.,
2,4,1,1,1,6,2,1,1,2,2,3,3,3,2,,Really makes the lectures fun and is able to keep my attention.  Gives good analogies of how concepts are applied in the real world.,Post the examples done in DrRacket online so we can download them.,Got challenging at the end.  Learned cool stuff in scheme.,Started off a little boring.,Positive.  No issues at all.,Do more clicker questions!
1,3,1,1,1,6,1,1,1,2,2,,3,2,2,,Great explanations and examples! Kept classes interesting and relevant.  Great job explaining lambda! I wasn't lost in the explanation.  Great examples in Racket and funny pre-class videos!,"Extra stepper problem examples for abstract list functions, etc.",Good introduction to CS,Notes: more full stepping examples (especially for abstract list functions),Great class atmosphere: very open and discussion oriented.,
1,3,1,1,1,3,1,1,1,1,1,4,3,3,3,,The instructor is a very good communicator.  The course was taught in a relaxing atmosphere.,,Learned many of the basics required to be successful in future CS courses.,Didn't enjoy how it focused more on commenting code than actually coding.,,Didn't like the classroom.  It was far too stuffy for the number of students.
2,3,2,2,2,2,2,2,1,1,4,4,3,3,2,,Created visuals outside of course notes and kept class atmosphere exciting.,"More seriousness even WITH the jokes, positive attitude, etc.",Focused heavily on core points and mechanics of CS in general.,Too little time spent in areas of major difficulty for a lot of students.,"Mostly neutrally, few instances of minor discrimination.",
2,3,2,2,1,6,2,2,1,1,2,5,2,3,2,,He made the class interesting by spicing up the beginning of the class with videos that relate to the lecture.,"He could have explained some of the concepts more thoroughly.  When the results of the clicker questions disappoint, he could have tried a different way of explaining.","Interesting, new concepts, challenging.",Moved too fast.,"Positively, instructor was high energy.",Class size was a good size.
1,3,3,2,1,6,2,2,1,1,2,5,3,3,3,,I think that Dave did an excellent job of providing real world examples in order to teach new concepts effectively.,Your explanations sometimes became more advanced than we were expected to know and this lead to confusion in multiple situations.,I think the assignments were very effective at enforcing the content of the course.,"I feel as though some concepts, such as lambda stepping and tests were 'skimmed' over.",I think that the attitude and respect in the class was appropriate.,"If you sat towards the rear of the class it was difficult to see the bottom of the slides, especially on clicker questions"
1,3,1,1,1,6,2,1,1,1,1,5,3,3,2,,The lectures were funny and a pleasure to attend.  The 'clone' explanation of recursion really helped to grasp the concept.,,Almost everything.,The first few weeks were a bit boring because of my previous knowledge of computer science concepts.,The class atmosphere was always very positive and light due to the humour of the instructor.,At the back of the room I found it difficult to read the bottom of the projector screen over everyone else's heads.
1,3,1,1,1,1,1,1,1,1,2,3,4,2,4,,The instructor was always very enthusiastic during class.  His visual aids were very helpful in understanding difficult concepts.  He was ALWAYS available to help when needed.  Responses to questions were great and this encouraged more questions to be asked.  Has great taste of videos and sense of humour.,The instructor was absolutely fantastic and I believe he is an ideal instructor.,"The material started at a level where everyone could understand, and the assignments were helpful.","The course notes weren't very detailed, and I wish the assignments were due on a day different from math.",Positive.  No issues at all.,PERFECT.
2,2,3,1,1,3,2,2,1,5,2,5,1,2,5,,The instructor took time to answer each relevant question and step through more difficult programs to help students think like a computer.,"For a student who has never programmed before the first three weeks of CS 135 were difficult to follow and perhaps the instructor could have spent more time building a good foundation, before showing advanced material.",The approach taken to teach recursion and binary trees.,The amount of homework expected for the third - fifth weeks.,The instructor challenged and treated each student with an equal attitude.,The class size is satisfactory.  The instructors jovial attitude made the material most interesting specifically mutual recursion.  Students sometimes used DrRacket on clicker questions but otherwise the use of clickers was helpful.
2,3,1,2,1,1,1,1,1,2,2,2,3,3,3,,"Always explains the concept very clear, willing to help students with their questions.  Try to catch students attention, overall made this course very enjoyable.",Could be more practical.  Let us think about the question or group work.,Abstract ideas introduced in this course.,,Perfect.,
1,3,1,1,1,6,2,1,1,2,2,3,2,3,4,,Explained concepts well.  He's very funny and is easy to pay attention to :),None.,Lists.,Local / lambda.,Positively.,
1,3,1,1,1,2,1,1,1,1,1,2,3,3,4,,,,,,,
1,1,2,1,1,2,1,1,1,1,2,3,3,3,3,,Interesting oral presentation.  Helpful notes on the board.,The pace of class is sometimes a little fast.,Doing assignments really helps learning the materials.,Clicker questions not available on course website.,,
1,3,1,2,1,6,1,1,1,1,5,3,2,3,2,,"I really, sincerely enjoyed this course.  It was what I looked forward to weekly.  The silliness and upbeat manner made every class fun and enlightening.",I'd say there was very little needed to improve.,"Humourous, upbeat, educational, great, tension free environment",Clicker questions frustrate me.,"Very positively, felt at home.",All good.
1,3,1,1,1,2,1,1,1,1,2,1,3,3,2,,"Very friendly, trendy, makes class enjoyable.",,The building on previous concepts.  Step-by-step development.,Slightly fast pace.,"positive, very inclusive","room was a little bit too small, not enough seats."
1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,,,,,,,
1,1,2,2,1,1,2,2,2,1,1,1,2,2,4,,,,,,,
1,3,1,2,1,6,,1,1,2,5,4,6,2,5,,"Funny, upbeat, makes boring things interesting, and keeps you awake when you want to fall asleep.",,Introduced advanced concepts.,Spent a little too less time on more of advanced concepts that were studied in detail,,
2,3,3,2,2,6,2,2,1,1,5,5,2,3,3,,Explaining materials clearly and making sure the lectures aren't boring.,,A lot of materials that are going to be useful in future courses.,,Positively.  He makes jokes appropriately and also teaches seriously at times.,
1,3,1,1,1,1,1,1,1,1,1,1,3,3,5,,He is very good at explaining things,,Recursion,,,
1,3,1,1,1,6,1,1,1,1,1,3,3,3,2,,Explain complicated programs.  Had critical examples.,"Nothing, babe.",Bonus questions were challenging.,Memorizing stepping rules.,Fun for all the peoples.,
2,3,2,2,2,3,2,2,1,2,2,2,3,3,5,,Good explanations,Everything is fun,,,Positively.,
1,3,1,1,1,2,1,1,1,1,1,1,3,3,3,,Clear explanations.  Humour.,Everything is okay.,A good introduction to computer science.,,"No, the atmosphere is pretty comfortable.","No, most things work pretty well."
1,3,2,1,1,6,1,2,1,2,5,2,3,2,4,,His presentations were good.  He was able to communicate clearly such that the main concept of the lessons were most often easy to grasp.,Nothing in particular.,It provided some very interesting and fundamental concepts used in the field of computer science.  The number of assignments and their difficulty level could be increased.,,No discrimination of any sort and always with good intentions and attitude.,
2,3,1,2,1,6,2,1,1,2,2,4,3,2,3,,,,Interesting material.,Assignments are not clear in what they are asking us to do.,,
1,3,1,1,1,6,2,1,1,1,2,3,3,3,2,,"Excellent organization, presentation, and explanation.",,"Good foundation for CS, introduced many concepts.","Scheme is an odd choice, however there are interesting concepts that can be learned with it.","Neutral, no problems.",
1,3,1,1,1,6,1,1,1,1,4,2,3,3,3,,Making the course more interesting.,He could spend a bit more time on newer concepts.,,,,
2,2,2,2,2,6,2,2,1,1,4,2,1,2,2,,Some interesting content.,"More examples.  Better preparation for midterms/exams; I did assignments by myself and well, but always did poorly on midterms.",Taught me how to think,At times I felt like a lot of the assignment questions were difficult to understand.,Positive; the class was active.,
2,3,1,2,1,1,1,1,1,1,1,3,3,2,,,Made the course fun and interesting,Sometimes things were a little too rushed in the last few minutes of class,"Interesting, good base for how to program",Assignments take a long time to complete,Never negative!,
1,2,1,1,1,6,2,1,1,1,2,5,2,2,3,,"Funny, good teaching style, made lectures interesting.",No early clicker questions.  I have 5 minutes to get to class.,Challenging questions,"I wish the notes were more thorough.  Design recipe, differing TAs in regards to marking",Positively,
3,5,1,2,2,6,3,2,3,,3,3,5,3,2,,"Funny, made jokes, some of which no one but me understood.",Could be more interactive rather than use clickers.,There are none.  The course sucked.,Design recipe was stupid.  Tests and examples were useless.  Scheme is useless.  Inconsistency between TAs marking overall a poorly designed course that teaches nothing useful for the real world. 0/10.,Instructor made class positive.,
2,1,2,1,1,2,2,1,1,2,1,4,1,1,4,,The instructor explain the materials very well and made the class interesting by adding humour.,He can slow down a bit with harder materials.,"Teaches step by step, not confusing.",Too much materials and assignments require huge amount of time.,Positively by instructor and students.,All good.
1,4,1,1,1,2,2,1,4,2,2,3,5,3,1,,Strong and fun explanations of material which can be harder,Not really.,"Pretty interesting, prof is great",Too slow covering the material,,
1,3,2,1,1,6,1,1,1,1,2,5,3,3,3,,Great explanations of topics.  Very helpful. Kept the class very interesting.,Some of his analogies were a little bit of a stretch.,Interesting course content.  I learned a lot.,,He was funny and it affected the course positively.,
2,3,2,2,2,2,2,1,1,2,1,3,3,3,3,,Teach the language well.,"Covering more of the material on assignments.  More than often certain assignment questions will be challenging, and described in the slides.",I personally think the support from all the instructors/students (piazza) is great.,"Some assignment questions are explained poorly, or not enough detail/examples.",Perfect.,
1,1,2,1,1,6,1,1,1,1,5,5,3,3,2,,"Talks well, makes jokes.",Should dress up as a cat for a lecture to psych people out.,,TAs mark randomly.  Assignment marks are more or less dependent on the TA that marked it.,,
1,3,2,3,1,6,1,1,1,1,2,2,3,2,3,,The instructor was very humourous and really put the students at ease during the lectures.  He broke the lectures into very easy parts to understand.,,Recursion.  Emphasis on problem solving instead of syntax.  Trees.,DESIGN RECIPE,,
2,3,1,2,1,6,1,1,1,2,5,4,3,3,2,,"Really funny, makes lectures entertaining.","Sometimes, very rarely though, went through material too fast.",,,,
1,3,1,1,1,1,1,1,1,1,1,1,3,3,2,,,,,,,
1,3,1,2,2,2,1,1,1,1,2,5,3,3,4,,"The instructor has been very helpful in helping with those who are having trouble digesting the course material, and his explanations are most of the time clear.",I think the use of more visual representation would help several student understand the course more.,It was very interesting and challenging.  Gave a good insight on how future CS courses would be like.,Some materials were too quickly went through.,,
1,3,1,1,1,6,1,1,1,1,1,2,3,3,3,,He explained the concepts clearly by providing lots of examples.  He is a humourous teacher.,,Clear explanations.  Funny instructor.,,The class atmosphere is quite active.,
1,3,2,1,1,2,1,1,1,2,2,1,3,3,3,,"He try to keep our focus on what is he talking, which is very helpful.",He do a great job in teaching CS 135.  He's teaching style help me to understand the idea.,Interesting and knowledgeful.,Can't think of any.,"It is a positive atmosphere, it make me less sleepy in class (not because of the class is bored, but it is about myself)",Everything is good.
2,3,1,2,2,6,2,1,1,1,2,5,2,2,4,,Gives good examples to what we've learned in class.,No opinions.,Let me think by a different ways.,Somewhat difficult.,Good.,
2,3,2,2,1,6,2,1,1,2,2,5,3,3,1,,Everything!,,,,,
1,3,2,2,1,3,1,1,1,1,1,4,3,3,2,,"Dave is like a big, cuddly, hilarious teddy bear.  He always has an upbeat attitude, and provides the classroom with a positive atmosphere.",,"The material, although challenging at points, was always explained extremely well and thoroughly.",Some examples were a bit too lengthy.,"Dave's attitude always kept a positive class atmosphere.  It feels more like being in a room learning with a group of friends than class, which is great.",Give this man a raise!
2,3,1,2,1,6,2,1,1,2,2,3,3,3,3,,Excelling job of going through code examples.  Giving 'real world' explanations.  Keeping the class interested.,"Not a major issue, but he could have gone over what we were to be doing in the assignments in class.",I feel we learnt a lot for our time in class.,Could have picked up a lot faster at the start.,,The classroom (MC 1056) sucks
1,3,1,2,1,2,1,1,1,1,2,3,3,4,2,,Everything.  Best prof.,More time on theory than examples.,"So many concepts that lead to bigger are taught, and well.",Went through abstraction too quickly.,"Positively, always good spirits in class.",Needs cell service.
1,4,1,1,1,6,1,1,1,2,2,4,3,3,2,,Clear and well prepared communication.  Very useful examples done in class as well as introducing functions not shown in the course.  Fun and relaxed while teaching the material at a decent pace.,Perhaps a few more examples and less personifying some concepts.,Teaching different methods to solve problems and how to complete them effectively.,Introducing some concepts for too long that were not complex at all.,Positive as everyone was respectful and generally well behaved/working well,
1,3,1,2,2,3,2,1,1,2,1,2,2,3,4,,Interesting presentations.  Teacher always has a good sense of humour.,,,The teaching process of the second half of this course is a little bit fast for me.,Very positive.,
