Timestamp,Question 0 (Organization),Question 0 Numerical,Question 0 Comment,Question 1 (Explanations),Question 1 Numerical,Question 1 Comment,Question 2 (Questions),Question 2 Numerical,Question 2 Comment,Question 3 (Visual Presentation),Question 3 Numerical,Question 3 Comment,Question 4 (Oral Presentation),Question 4 Numerical,Question 4 Comment,Question 5 (Availability),Question 5 Numerical,Question 5 Comment,Question 6 (Interest),Question 6 Numerical,Question 6 Comment,Question 7 (Effectiveness),Question 7 Numerical,Question 7 Comment,Question 8 (Attendance),Question 8 Numerical,Question 8 Comment,Question 9 (Assigned Work),Question 9 Numerical,Question 9 Comment,Question 10 (Printed Notes),Question 10 Numerical,Question 10 Comment,Question 11 (Textbook),Question 11 Numerical,Question 11 Comment,Question 12 (New Material),Question 12 Numerical,Question 12 Comment,Question 13 (Assigned Work Amount),Question 13 Numerical,Question 13 Comment,Question 14 (Hours Per Week),Question 14 Numerical,Question 14 Comment,Text Question 0 (What instructor has done well),Text Question 1 (Improvements to technique or style),Text Question 2 (Course's strong points),Text Question 3 (Course's weak points),Text Question 4 (Class atmosphere),Text Question 5 (Other Comments)
2016-11-23T19:45:48,Excellent,0,,Just Right,2,I appreciate having some information intended for advanced students and also answering questions in class.,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,Some assignments feels like busy work. But the content are solid and not difficult.,No opinion,4,,No opinion,4,,Okay,2,,Okay,2,If it were any more repetitive I'd have said a bit too much.,3-6 hours,1,Just the assignments.,"Funny, being involved, great at catching and maintaining our attention.",More fresh jokes.,"Fun class, good content. Some in depth explaination of the content that a c++ programmer like me didn't know before.",The assignment marking system.,Definitely positive.,
2016-11-24T11:20:18,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,7-10 hours,2,,Dave is super passionate about teaching and computer science and it makes us get excited about the course too! He has taken a lot of hard concepts and really broken them down to smaller concepts.,Good teaching style. I enjoy the use of blackboard later on in the course. I would've liked more black board rather than sometimes drawing on the slide since it's within notes and kind of distracting.,Taught a lot of useful concepts that are great for foundation & beginner interview questions.,None really.,"Sometimes if I didn't understand something, felt like I was the only one since peopl who did Understsnd would raise their hand and ask even more in depth questions.",Great class !! :)
2016-11-24T16:32:38,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,11-15 hours,3,,,,,,,
2016-11-25T12:50:13,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Too much,0,,Okay,2,,> 15 hours,4,,"Funny joke, funny guy.",Please play videos longer before classes!!!!!!!!!,"Funny joke, funny guy.",Nothing.,"Funny joke, funny guy.","Funny joke, funny guy."
2016-11-25T22:18:36,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
2016-11-26T18:51:32,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Often enough,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Okay,2,,7-10 hours,2,,"A lot of appropriate humors, very passionate about the course materials, and excellent visual aids.",,,,,I zink Diet Coke tastes gooder than Coke Zero.
2016-11-27T20:03:26,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No opinion,4,,Somewhat too much,1,,Okay,2,,7-10 hours,2,,more examples,,"very interesting content, prof is awesome",,no,none
2016-11-27T22:50:06,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,"Very good notes, but some were outdated since Dave changed a few in the term. I liked the new slides that were added, but unfortunately they weren't in the paper courseware notes.",Not Helpful,2,"Even though the textbook was recommended, I found that I used the course notes much more. (If I recall) the textbook used a different notation for things, which hindered it's effectiveness.",Somewhat too little,3,,Somewhat too little,3,"I think the course work was ramped up near the end, but definitely doable.",7-10 hours,2,"Dave had said that in order to do the assignments we needed to understand and master the content from the lectures. From assignments 1-7 I found the assignments were doable without looking at the notes. Assignments 8-10 heavily required that. If the aim is to have the mastery of the course notes, maybe beef up the assignments 1-7.",He tries to engage the class with discussion and jokes. It's good. Also the taco bell and cooking analogy where you compare cooking with a recipe and without a recipe when given the ingredients was a super underrated analogy.,"I found that sometimes the slides were changed mid-way in the course. This meant the paper course notes were not the same as the slides, and some of the information on those newer slides I really liked.",The course is well structured. The tutorials are great (despite low attendance) and the lectures are usually pretty good.,"The weakest points I found were the strings. I found that the topic was so integral on the assignments (arrays of them, etc.) but I felt the proportion of time spent on them was significantly smaller than other important topics like pointers. (Which understandably are important and confusing which is why so much time was put into them)
Also, sometimes the tutorials are a bit slow in uploading the powerpoints and the solutions to their respective sites.",,
2016-11-28T01:59:29,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Helpful,1,,Helpful,1,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-28T19:23:02,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Often enough,2,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-29T13:04:07,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,50-75%,2,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-29T13:04:13,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Often enough,2,,Interesting,1,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,Just about everything. Love you Dave!,,,,,"You're awesome! Wishing you all the best, and I'll miss you as a prof :')"
2016-11-29T13:07:42,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Often enough,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,No printed notes,3,,Helpful,1,,Okay,2,,Somewhat too much,1,,3-6 hours,1,,,,,,,
2016-11-29T13:08:30,Satisfactory,2,,Just Right,2,,Satisfactory,2,,Satisfactory,2,,Satisfactory,2,,Often enough,2,,Interesting,1,,Satisfactory,2,,90-100%,0,,No opinion,4,,Not helpful,2,,Not Helpful,2,,Okay,2,,Too much,0,,> 15 hours,4,,,,,,,
2016-11-29T13:13:27,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,Helpful,1,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-30T08:55:02,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Okay,2,,Somewhat too much,1,,11-15 hours,3,,"Very good presentation, always enthusiastic during the class. Love the jokes and clearly explained the content",,,,Positively,
2016-11-30T13:38:10,Excellent,0,,Just Right,2,,Good,1,sometimes you may skip some invaluable question from individuals to save rest students time.,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Somewhat too much,1,,Somewhat too much,1,,11-15 hours,3,,the oral presenting is wonderful!,,,sometimes the workload is a little bit too heavy.,,"I know some students are enrolling in this course with higher level knowledge(maybe), their question may also helpful for their own learning. However, if that question is not worth for most students' time, I think talk with them one-by-one will be better. 
I am a student from second section, you may know what am i actual mean. ^ ^"
2016-11-30T15:38:44,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,75-90%,1,,Helpful,1,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Okay,2,,7-10 hours,2,,Awesome prof! Super approachable and lectures are very clear. His examples are incredibly helpful and he's always happy to answer questions.,,Great instructor and lots of time spent learning and developing the beginning modules,The end modules seemed very rushed and they were definitely the harder ones.,Positively.,
2016-11-30T16:07:53,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,3-6 hours,1,,Makes the course extremely engaging through humor and interesting analogies.,Nothing.,"The course goes very deep into imperative programming, and places a lot of time on the fundamentals leading up to more difficult topics, this makes learning the harder stuff a lot easier!","None, very well structured course!",Nope,
2016-11-30T22:39:50,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Good,1,,Always,0,,Interesting,1,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Okay,2,,7-10 hours,2,,,,,,,
2016-11-30T22:52:57,Excellent,0,,Too high,0,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,,Okay,2,,Somewhat too much,1,,11-15 hours,3,,"Explaining concepts, making examples, maintaining students' attension",,Interesting yet useful,Course load is heavy,Positive,
2016-12-01T00:43:26,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,"I agree with you that it would be nice to do live demo's during class, but I understand the reasons why that's difficult. Considering that you did what you could without demos, the slides and blackboard were excellent nonetheless. Drawing on the slides was extremely helpful.",Excellent,0,needs more memes,Most of the time,1,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,You are really good at making analogies and giving real life applications as examples. I like that you make the course entertaining with jokes. It was really awesome that you drew on the slides with highlighters and stuff. You always try to make sure everyone understands the material rather than just regurgitates it and that's really valuable in an introductory course like this one. You're almost up to date with all of the relatable memes so keep it up,assign your joke references as pre-readings so we can understand your old jokes in class,The right amount of new material with the right amount of challenge in the assignments,"Sometimes the assignment questions were challenging enough, but the amount of problems was just way too long. Also it would be nice if we could get a seashell error tutorial or something, seashell's errors got really annoying...","The same guy always answered the questions, and discouraged other people/girls to share their ideas. It would be nice to be encouraged to participate more",
2016-12-01T01:00:48,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,> 15 hours,4,,"he reads the evaluation every term, and he does change the course as some good suggestion provided by students.","since the tests are handwritten, maybe you can separate 10 assignment by 5 on computers and 5 on hand?",strongly relative assignment improve the understanding of knowledge,"sometimes, the assignment is much more difficult than the tutorial material",positive,nothing
2016-12-01T02:38:31,Excellent,0,,Just Right,2,,Excellent,0,"If my English is better, I should have had a fun time chatting with professor Dave : )",Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,Examples are funny and easy to understand.,,most of the things we learn are practical.,Sometimes the assignments take too much time.,The class atmosphere is always great.,
2016-12-01T03:08:37,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-12-01T09:39:41,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,"Explaining things and using weird analogies that somehow make sense. Sometimes the analogies are really stupid but hey, it works so I appreciate that.","Don't try to include your political views. The clicker question that asked ""How many electoral votes is Hillary going to win by?"". That's kind of a loaded question. I know it's anonymous but you're the one who made the question. You're a strong influence to these students because you're a great professor. But you are just that, a professor, not a politician.",The clickers worth grades made going to class very engaging. I never really cared for the movie but I think some people might have. The slides are great and it's great that the exact copy of the lecture notes that are in the slides. Assignments are so easy to organize and submit with Seashell. Seashell is amazing.,Textbook integration. I think you should just get rid of it. I never read the textbook once.,I don't understand this question.,
2016-12-01T09:44:11,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No opinion,4,,No opinion,4,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-12-01T11:30:43,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Not interesting,2,,Excellent,0,,75-90%,1,,Helpful,1,,No printed notes,3,,Not Helpful,2,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-12-01T12:57:37,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,
2016-12-01T13:02:59,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Somewhat too much,1,,Somewhat too much,1,,> 15 hours,4,,,,,,,
2016-12-01T13:34:16,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,,,,,,
2016-12-01T13:34:53,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,"Very engaging, he makes you want to pay attention.",,,,,
2016-12-01T13:35:10,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,Very entertaining,"Spending more time on more complicated aspects of the course, and less time being spent on the simple fundamentals.",,,,
2016-12-01T13:35:32,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Often enough,2,,Interesting,1,,Excellent,0,,50-75%,2,,Helpful,1,,Not helpful,2,,Not Helpful,2,,Okay,2,,Somewhat too much,1,,11-15 hours,3,,Dave tompkins is awesome!,,,,,
2016-12-01T13:35:33,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Too much,0,,> 15 hours,4,Spent about 25 hours a week,"Great job at keeping students engaged, especially during more tough and boring materials",,,,,
2016-12-01T13:35:55,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Helpful,1,,No text required,3,,Okay,2,,Okay,2,,7-10 hours,2,,"Instructor was engaging, funny, and overall just a really great prof. Made this course super enjoyable.",I think the only thing that could be improved was that if we did have more live coding situations but it was explained why this wasn't always possible.,"Very interesting assignments, fun content for the most part.",Some of the extra stuff just doesn't feel important even though maybe it is?,Normal.,
2016-12-01T13:36:56,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Somewhat too much,1,,7-10 hours,2,,Everything is awesome! Best prof ever!,,the Tompkins Family,,,
2016-12-01T13:37:19,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,75-90%,1,,Helpful,1,,Helpful,1,,No text required,3,,Okay,2,,Okay,2,,7-10 hours,2,,Makes the course interesting,Dave is amazing,,,The instructor is passion,
2016-12-01T13:37:40,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,3-6 hours,1,,makes the course interesting,,,,stop with the social justice/identity politics. that's for women studies 101,
2016-12-01T13:38:17,Good,1,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Always,0,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Somewhat too much,1,,Somewhat too much,1,,11-15 hours,3,,Sense of humor and enthusiastic when teaching,,,Somewhat heavy learning content on the last part of the course. (Chapter 9 10 11 12),,Drink less coke Dave!!!
2016-12-01T13:38:37,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,,,,Very Helpful,0,,Too much,0,,Somewhat too much,1,,3-6 hours,1,,good energy and got the students' attention always. love the 5min movie segments,I cannot think of anything,,boring at times,The instructor treated everyone with love! Not so much the students!!!!!!!!,"good class size, might be a little too long. Hard to focus for 2 hours"
2016-12-01T13:40:12,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,75-90%,1,,Helpful,1,,No printed notes,3,,No opinion,4,,Too much,0,,Okay,2,,11-15 hours,3,,Love the examples,Use more lighting saber please,Useful contents,,,
2016-12-01T13:40:13,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,No opinion,4,,No opinion,4,,Okay,2,,Okay,2,,7-10 hours,2,,Dave is very inspiring and he tried to engage students as much as he can. He also explains the concepts fairly well and keep us entertaining :),nah he's pretty good,prepare us for CS 246 and introduce some advanced concepts pretty interesting,more algorithms maybe,good,just right
2016-12-01T13:40:21,Excellent,0,,Too high,0,,Excellent,0,,Excellent,0,,Excellent,0,,Most of the time,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,,Okay,2,,Somewhat too much,1,,11-15 hours,3,,He has made the course very interesting,he could have done more live coding,"Overall, a wide range of concepts was taught in this course",Other concepts could have added into this course like other types of trees,it is excellent,it is ok
2016-12-01T13:40:35,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,7-10 hours,2,,Linking the abstract knowledge to daily like to make it easier to understand.,Dave is probably the most interesting prof i would've seen in UW.,Makes me don't want to miss any lectures.,"He drinks too much zero coke, not very good for his health : )",Atmosphere is positive among all time.,Drink less coke next time.
2016-12-01T20:56:50,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,Helpful,1,,Okay,2,,Okay,2,,> 15 hours,4,,Very engaging and love the analogies. Also the five minutes of Wall-E really makes going to lectures something to look forward to.,Nothing. He is the best cs prof ever.,,,,
2016-12-04T12:31:21,Excellent,0,,Just Right,2,,Good,1,,Satisfactory,2,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Not Helpful,2,,Okay,2,,Okay,2,,3-6 hours,1,,Making the lectures interesting.,For the assignments make the students test their own code. I got into the habit of just writing the whole assignment on seashell and just using the provided tests at the end and praying it worked. And I also doubt many students went above the simple tests to check edge cases. Other then that I really enjoyed enjoyed the course and Dave's teaching method :),,,,
2016-12-05T20:03:05,Excellent,0,,Just Right,2,I felt as though certain topics were rushed that were important such as pointers.,Good,1,,Good,1,I liked the examples Dave did on the board! They were good to follow.,Excellent,0,"I really liked when Dave would repeat a topic so for example he would go over an example on the board slowly and then once he was done the example, he would do a quick recap which I found very helpful just in case I missed a point in the example.",Most of the time,1,,Interesting,1,,Excellent,0,Would love to have Dave teach all of my CS courses!,90-100%,0,,Helpful,1,"Some assignments were too difficult and long.
The assignments towards the end  were long and challenging.",Very helpful,0,I really liked being able to follow along in the lectures on the printed notes and being able to add my own comments to the printed notes!,No opinion,4,,Somewhat too much,1,Certain topics such as pointers and doubly linked lists felt a bit rushed.,Somewhat too much,1,,11-15 hours,3,,Excellent instructor whom I wish would teach all of my CS courses. Very knowledgeable and enthusiastic in his work!,,I found CS136 to be an overall strong course and the material taught was well thought out in terms of what to teach and at what point in the term to teach it. Each topic seemed to flow to the next which I appreciated.,"Felt as though pointers were a bit rushed. Explanations were good but a bit more examples of code and actually coding with pointers in class would have been helpful. The more coding examples the better!
I also found the midterm to be too long and certain questions too difficult and complicated for a midterm where we have a small time span to do the question. If the midterm was shorter (less questions and/or less difficult questions) I feel as though I would have had time to check my answers and code and complete all questions.",,I liked the smaller class size.
