Response ID,Response Time,Q1: Organization,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Questions,Q3 Select Index,Q3 Comment,Q4: Visual Presentation,Q4 Select Index,Q4 Comment,Q5: Oral Presentation,Q5 Select Index,Q5 Comment,Q6: Availability,Q6 Select Index,Q6 Comment,Q7: Ability to hold Interest,Q7 Select Index,Q7 Comment,Q8: Effectiveness,Q8 Select Index,Q8 Comment,Q9: Attendance,Q9 Select Index,Q9 Comment,Q10: Assigned Work,Q10 Select Index,Q10 Comment,Q11: Printed Notes,Q11 Select Index,Q11 Comment,Q12: Textbook,Q12 Select Index,Q12 Comment,Q13: New Material,Q13 Select Index,Q13 Comment,Q14: Assigned Work Amount,Q14 Select Index,Q14 Comment,Q15: Hours Per Week,Q15 Select Index,Q15 Comment,Q16: What instructor has done well,Q16 Select Index,Q16 Comment,Q17: Improvements to technique or style,Q17 Select Index,Q17 Comment,Q18: Course's strong points,Q18 Select Index,Q18 Comment,Q19: Course's weak points,Q19 Select Index,Q19 Comment,Q20: Class atmosphere,Q20 Select Index,Q20 Comment,Q21: Other Comments,Q21 Select Index,Q21 Comment
317579,2017-11-22T16:42:07.787373,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
354842,2017-11-30T19:37:30.638081,Good,1,,Just Right,2,,Excellent,0,,Good,1,,Good,1,,Did not seek help,5,,Very interesting,0,,Good,1,,90-100%,0,,Very helpful,0,,No printed notes,3,,Not helpful,2,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,Seems to care a lot about the content and our success in the course. Gives interesting stories. Helps the students relate to him,,,,,,,,,,,,,,,
340630,2017-11-28T21:11:20.857142,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,No text required,3,,Somewhat too little,3,,Right amount,2,,3-6 hours,1,,,,"Dave made the lectures fun, he is very comedic, and clearly has a passion for teaching.",,,"Nothing stood out to me that could be done better, thoroughly enjoyed every aspect of it",,,"The way that concepts were introduced, the buildup to lambda was the best way I can imagine introducing lambda to someone.",,,"the beginning when most features of Racket were restricted. At the beginning of the course, I found Racket very boring and pointless at the beginning but as the course when on, it became a beautiful masterpiece. So try to get the the good things quicker.",,,"Very positive, no issues",,,No additional comments
356553,2017-12-01T09:40:04.413316,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,Occasionally it was hard to understand what a program was doing because it was not left on screen very long.,Excellent,0,,Did not seek help,5,,Interesting,1,,Excellent,0,,75-90%,1,,Very helpful,0,"Sometimes the final question was very involved, which made the assignment feel too long.",Helpful,1,Online course slides were helpful,No text required,3,I never opened HtDP.,Right amount,2,,Right amount,2,"Sometimes the final question of an assignment was very involved, which made the assignment feel too long.",3-6 hours,1,,,,"Analogies are fantastic, very helpful. Explanation is great.",,,,,,Really cool new stuff. (functional abstraction onwards),,,Racket (although it's simplicity did aid in understandability of new content),,,,,,
342277,2017-11-29T14:32:23.208659,Excellent,0,,Too high,0,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Too much,0,,Too much,0,,0-2 hours,0,,,,Enthusiastic,,,None,,,Building basis,,,,,,Good atmosphere overall,,,None
331449,2017-11-27T16:50:59.329037,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,concept and example explanations ,,,,,,practices and examples,,,,,,positive. respectful,,,
350167,2017-11-29T23:15:31.942974,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,Very helpful,0,,Somewhat too little,3,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
326131,2017-11-24T02:33:00.378476,Excellent,0,,Somewhat too high,1,,Excellent,0,,Satisfactory,2,Visual presentation mostly consisted of text. I would've preferred more graphic displays since I'm a visual learner,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,No text required,3,,Right amount,2,,Somewhat too much,1,In the beginning I only spent a few hours on the assignments. For assignment 8 I had to dedicate 3 whole days as I found it extremely difficult. I wouldn't mind the first few assignments being harder if the last few could be a bit easier. ,11-15 houts,3,,,,Very interesting teaching style,,,,,,,,,,,,,,,
338415,2017-11-28T18:09:19.146000,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,No text required,3,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
353424,2017-11-30T16:44:32.010711,Satisfactory,2,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Interesting,1,,Good,1,,75-90%,1,,Very helpful,0,,Very helpful,0,,No text required,3,,Somewhat too much,1,Some of the recursion and abstract list functions seems a little heavy for people who perhaps have never programmed before,Somewhat too much,1,I can see people become hopelessly stuck on assignments after learning recursion and abstract list functions,7-10 hours,2,,,,He explains very well,,,"I had Dave for cs136 the previous winter and I found him to be a lot better in that course, but perhaps it was a content thing. I find that some of his explanation analogys are a little to weird/abstract to follow. Perhaps demonstration visual examples to see inner mechanisms of functions would be good.",,,Lists,,,Abstract list functions,,,,,,
325290,2017-11-23T21:43:59.355018,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,"For me, the lectures completely blew me away as it is the opposite of a stereotypical university lecture. 
The instructor was eloquent, humorous, and straightforward. However, if I had to pick what the instructor had done that stood out to me the most it would be 2 things: Dr.Tompkins's ability to distill complex concepts into simple understandable things, and his passion for teaching and the students' successs.",,,I could not think of any significant criticisms toward the instructor's technique or style. ,,,"I really enjoyed learning a functional programming language. It forced me (coming from an OOP background) to think differently, as recursion, anonymous or higher order functions are not as prevalent in C and Java whereas it is the fundamental building blocks in a functional language.",,,"For me, the overall difficulty curve of the course ramped up a little too quickly. I think I might be better to spend less time in the first few sections and spend a little more time in the later secions.",,,The overall atmosphere was significantly stressful than my other classes. Mainly due to instructor's usage of humour.,,,
332152,2017-11-27T18:23:16.522290,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,No printed notes,3,,No text required,3,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,"I knew that this class was different from the lectures after the first month of attending. It was because not only I can notice the passion of teaching but also the ability to harness that passion and put it into teaching. There was also noticeable effort to get to know students (although I didn't attend any games sessions to get to know you better). Also, one of the very things that touched me, not only as a student but also as someone with high regard for pedagogy, is the ability to exude profound empathy. I'd say that students feel like you understand them.",,,"Generally, the overall technique and style is just right. However, I'd like to raise a particular incident. It was when you got students to write their own codes for a problem in front of class(before introducing locals). I strongly disagree that students get to vote their favourite codes from those students. I even remembered that one of them got a 4% popularity and people behind were talking about it. If you would really like to know about what students think about it, I'd say it's best not to share the voting distribution to the class, at least. But don't worry, it's just 1 incident and it definitely does not affect your awesome performance!!",,,"Very well structured, puts in effort to make the students understand and remember, assignments are interesting (although difficult at times)",,,I'd wish I can find one but I can't think of any,,,I couldn't observe any negative atmosphere.,,,I'm glad you chose to speak about the importance of mental health on Mental Health Day. I do not know how much it changed others but it has made a difference on my opinion on mental health.
348521,2017-11-29T20:49:54.941272,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Somewhat too much,1,,3-6 hours,1,,,,Very good explanations and very funny,,,Nothing,,,It was a good introduction to interesting programming concepts,,,Tedious marking,,,N/A,,,N/A
325345,2017-11-23T21:51:49.896754,Good,1,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Not helpful,2,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,"Great level of engagement, loved the movie before class to encourage attendance, made the course fun and interesting",,,"Maybe add a little more student engagement if possilble? A couple times Dave brought kids up to put their version of some code for us to test and i really enjoyed that, i wish that happened more",,,"Approaching problems in a language unfamiliar to most students, learning a lot of core concepts of coding",,,"Racket felt a bit inhibiting at times which i disliked, but at the same time i recognize that was part of what the course was trying to teach. Other than that, i didnt have any problems with the course",,,"No real effect, great atmosphere",,,Good in all aspects
353588,2017-11-30T17:19:42.222367,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Somewhat too little,3,,Right amount,2,,3-6 hours,1,,,,"The high voice and low voice, though unsettling, did make mutual recursion very memorable ",,,,,,,,,Did not feel like a computer science course and more like an introduction to programming course. ,,,,,,
325600,2017-11-23T23:04:26.668174,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Somewhat too little,3,,Right amount,2,,7-10 hours,2,,,,Very good examples. Dave had a great personality and made lectures more fun than anything else.,,,"I would prefer a little faster but i know that's most likely not the consensus. The acting (I.E. High-low-voice mutual recursion, clone analogy) is great keep it up. 
One thing i noticed is you always use the right projector for examples so people on the left have to crane their necks. try using both.",,,"(list->words (cons #\r (cons #\e (cons #\c (cons #\u (cons #\r (cons #\s (cons #\i (cons #\o (cons #\n empty))))))))))
Trees, kubo, clickers (as teaching)
",,,There really wasnt a whole lot. everything was explained really well. i think maybe do lambda earlier.,,,no the class was fully accepting. ,,,"Great class. leg room, quiet and good lighting.not sure about back of room but good visibility too."
334780,2017-11-28T01:01:29.181619,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Not helpful,2,,Not helpful,2,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,"Dave did a fantastic job at explaining difficult concepts in an easy-to-understand manner, such as the clone analogy when teaching recursion and trees. He was very funny and his lectures were very engaging and helpful in learning and understanding the content. I liked how he showed us a lot of examples in class.",,,"I would like it if Dave could be more interactive with the students when explaining concepts or doing examples in class. For example, when we were learning binary search trees, he called someone up to the front and played The Prince Is Right. This was a great way to teach and it was very engaging. I hope to see more of this in the future!",,,"I am very comfortable with recursion and binary search trees, as well as the fundamental concepts of functional programming in general. The stepping problems were helpful, especially when it comes to understanding concepts like local and lambda. I think they should be added to every assignment.",,,"There was too much of a focus on abstract list functions specific to Racket. I don't really see how knowing the specifics of these functions will help me later on in my other courses or work. If they do have major applications in the future, it should have been motivated further. Also the pace of the course really accelerated after the second midterm and it felt a little overwhelming. I would have liked to see a more balanced distribution in terms of how difficult the content is. That said, I would have liked to see more time and more in-class examples for trees with any number of children.",,,Dave was very funny and I like the way he engaged with students. He was very approachable and never made students feel uncomfortable asking questions in his class.,,,
