mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
2,3,1,2,1,2,1,1,1,1,2,4,3,2,5,,,Spending more time on explaining os161 code.,,,,
2,3,1,2,1,6,1,2,1,2,2,5,2,2,5,,Keeps class interesting.,,Interesting.,Too much material to 'memorize' from slides.,Great class atmosphere.,
2,3,2,2,1,6,3,1,1,2,2,4,3,1,4,,"Interesting teaching style, fun lectures.",Needs to do his own version of the course.  The provided slides were iffy in several places; I think the course would benefit from more of his flair.,,I learned a lot.,"Long assignments, uninteresting material.",Positive.
1,,1,1,1,6,1,1,2,2,2,5,3,1,5,,Teach.,Nothing.,OS,Everything other than OS.,,Noise level low.
1,3,1,1,1,1,1,1,1,1,2,5,4,3,3,,"Lectures are interesting and entertaining, also Simpson's references.",Perhaps answer some of the lengthy and not so meaningful questions after class.,"Necessary knowledge for every CS undergrad, maybe.",Need more lecture time and cover more points.,Very enjoyable atmosphere.  Need more female students though.,Warn students before playing the ''It's a trap'' video.  I can't get it out of my head.
2,3,2,2,1,2,2,2,1,3,2,5,3,2,2,,"Very good oral presentation skills.  Kept the class environment light and amusing, making it easier to focus and pay attention.  good at teaching, unlike many other professors.","Middle of the course material seemed slightly rushed, and resulted in having too much time for later course content.",Good introduction to multithreaded programming.,Too much of the assignments were very unrelated or uncovered by course lectures or material.,,
2,2,2,3,2,6,3,2,1,3,2,4,1,1,3,,Nice jokes and pop culture references to keep the class interesting.,,,More guidance for assignments.,,
2,2,2,3,2,6,1,2,1,1,1,5,3,3,2,,Good at explaining things to students.  Funny and entertaining (kept me awake).,"A little too ""hand wavy"".  I would appreciate some more examples in class.  Slow down the pace sometimes.","Interesting, fun, difficult but not impossible.","Assignments require a lot of time, with a full course load it was difficult to finish everything.",He was open to questions from everyone -- even those who had difficulty with asking in English (he did a good job at determining question and responding).,"Great class size, quiet, OK room.  Chairs uncomfortable."
1,3,2,2,2,3,2,2,1,1,1,3,2,2,4,,"Simple, straightforward and interesting illustration with examples and figures.",Explain assignments and exams more.,Organized.,Less material/aids for assignments.,,
2,3,2,2,1,6,2,1,1,2,2,4,2,2,4,,Very good oral presentation.  Seemed interested in the material and made it interesting to learn.  Jokes/pop culture references lightened the mood in class and helped relate things.,,Very interesting to learn how an OS is built and operated.,Information relative to assignments is discussed in class way before assignment is done (especially A2 and A3).,It was all good.,
2,3,2,2,1,2,2,2,1,2,2,,3,2,3,,"Engaging, tried to make people interested in the topic.",Hopefully spend more time on examples.,Most of the interesting.,A bit too much material.,,Sometimes very noisy at back (people chatting).
1,2,1,2,1,2,2,1,1,2,2,3,1,1,3,,Very funny.  Articulate.  Gives very relevant discussions on questions to expound the though.,More code examples.  It's always hard to envision the implementation of a concept.,Very advanced level of work.,Too much workload.,"No, it was all fine.",Everything was okay.
2,3,3,3,1,3,2,1,2,2,2,5,2,2,3,,Gave good oral presentations.,More assignment hints.,Good lectures.,More slip days.,,
2,3,2,3,1,6,2,2,2,2,2,3,2,1,5,,Good analogies.  Made it more memorable and easy to remember.  Tried to maintain students' interest.,Provide more related information for assignments.  More examples.,,,,
1,3,2,2,1,6,2,1,1,2,2,4,2,2,2,,Makes a good effort to keep class engaged.,,,Very time consuming assignments.,,
1,3,1,1,1,6,2,1,1,2,1,3,3,2,4,,"Funny, well spoken, engaging.",,,,,
1,3,1,1,1,1,2,1,1,1,3,2,3,3,3,,Really good sense of humour.  Uses a lot of metaphors to explain the concepts.,Show some more examples of the concepts.,Programming.,Lack of examples.,,
2,3,2,1,1,1,4,1,2,1,1,1,1,3,3,,,,,,,
1,2,1,1,1,6,1,1,2,1,2,1,2,1,3,,"Good atmosphere.  Funny jokes, relaxed behaviour.  Helped to feel less official.  Great analogies, slide notes and outside of class entertainment.",More writing worthy notes.  Everything else was great.,"Interesting, helpful, applicable, very ""hands on"".","Too much work, hard to start coding very stressful assignments, hard midterm.",Some people play video games in the first row: very distracting.,"This prof is the best I've had so far!!! Good job, Dave!!!"
1,3,1,1,1,6,1,1,2,1,1,5,3,3,2,,Excellent atmosphere.  Always enthusiastic and eager to teach and explain what is unclear.  Great creativity with metaphors -- makes things much more clear and easier to remember and understand.  Amazing jokes.  Very clear and effective delivery.,,"Very detailed coverage of operating systems.  I like how the material was current and relevant to industry, from my experience at least.  Assignments were very interesting and allowed for creativity.  They also gave room to go above requirements, which I really liked.",,"Excellent atmosphere.  Class is of comfortable size, and it is always a pleasure to attend.  Very relaxed and casual, but still academically disciplined and focused.",
2,3,2,2,2,1,2,1,1,2,2,4,1,1,3,,"Great explanations, great after class availability (piazza).  Good blackboard use.","Less pop culture, go back to the 80's or 90's references.  use the class notes as a complete replacement of attendance -- miss a lecture, still get all the info.",,"Assignments too large, too vague, due too soon.",,
1,3,3,1,1,6,1,1,1,1,2,5,2,2,3,,"Whenever the notes didn't explain something well, he would come up with good examples to get the point through.  His humour also made the lectures more fun.  I also loved the way he handled stupid questions: other profs should learn from him.  I made a couple of stupid questions myself, and I learned to think more before asking.",,"Learning most of what goes on behind the scenes that users don't have to worry about: virtual memory, file systems, I/O, time sharing, etc.",,,
1,3,1,2,1,6,2,1,1,2,2,5,3,1,5,,Teaching the course content.  Testing was done very fairly.  He knows about how to balance the test content and difficulty.,Would appreciate if the assignment description was reviewed briefly in class after it gets posted and gone over in class.,Excellent lectures.,Difficult assignments.,,
2,3,1,1,1,1,1,1,1,1,1,1,3,2,5,,"Absolutely amazing course!  One of the most exciting topics (in my opinion) in undergraduate computer science presented with clarity, relevance to the real-world software, and with humour as well.  I will certainly remember what is an operating system thrashing :)","One minor issue that sometimes arises is that we jump a lot between difficult slides, so maybe the sequencing of slides could sometimes be improved, but this is not a major issue at all.","Four lines are certainly not enough to describe.  this course exercises a highly broad spectrum of programming skills, makes student think about efficient algorithm design and storage complexity (on a ~300kb MIPS machine!) as well as opens students' eyes on how the tools they use everyday actually work behind the scenes.","One thing to consider, which is more of a suggestion than a weak point indicator is bringing in examples from existing open-source OS such as Android or BSD (that, however is just my own personal opinion).",,
1,3,2,2,2,6,2,2,2,1,1,4,2,,5,,"Good explanations/analogies, manages to keep interest.",Maybe more examples within the course notes.,Very hands-on with assignments.  Good depth in terms of material.,Difficulty/length of assignments.,Positively.,
1,4,1,2,1,6,2,2,1,1,2,5,3,2,4,,The pace.,"When explaining stuff, should explain them less abstractly/lower level.  For example, in pseudocode.","Assignments are helpful, forces us to catch up.",Assignments take up too much time.,Some students know better and might ask advanced questions others don't understand.,
3,3,2,3,2,3,2,3,1,2,2,2,2,3,5,,Ran programs on the undergraduate environment to show a good example of a concept in the course.,Should write more on the chalkboard when explaining a concept instead of explaining the concept verbally.,Taught me how to program in C better.,Too much new material was introduced.,Class atmosphere was affected positively by attitudes of the instructor.  Instructor talks in a friendly manner to students.,"Class size is just right, suitability of room is good, and noise level is just right."
2,3,1,2,1,4,1,1,2,2,1,4,3,3,3,,Lectures.  Diagrams on the blackboard.  Fun atmosphere.,"Piazza gets answered less frequently than newsgroup since there is no ""Piazza"" client.  Instructor and TA need to monitor Piazza more frequently.  Office hours between the TA and Instructor need to spread out within the week.",Interesting.  Challenging.,Piazza.,,
1,3,2,3,1,6,2,2,1,2,2,5,3,2,4,,"Did well to keep class in an upbeat, energetic mood.  Pop culture references provided good comic relief and made the atmosphere more light.  Explanations were clear and relatable (personification tactics worked well).",,Very well organized.  Assignments were well defined.,Assignments were a tad long and seriously put people in danger if not done early enough.,Fun and approachable professor made it easy to ask questions.  Personality of prof invoked lots of class comments (most I've seen in a CS course!).,
2,3,1,3,2,6,1,1,2,2,2,3,2,1,5,,Very fun to come to class!,More coding!,,,,
2,3,1,2,1,3,1,1,1,1,2,5,3,3,4,,"Very good at analogy, use of memes, etc.. Does not get sidetracked too much by bad off topic questions.",Early in term I found that the professor would jump around the course material frequently.  this was confusing.  I'm not sure if I got used to it later or just began teaching in order.,Never boring (until the last couple of topics).  Use of piazza as a forum and quick responses.,Last few topics were not as enthusiastic.  Some filesystem material may have been helpful to know while doing assignment 2 (open/close/read/write).  Went over A3 material way too early in the term.,,Being in closed room (no windows) is a bit depressing.
2,3,1,2,2,6,2,2,1,2,2,3,2,2,5,,Great personality and uses everyday life situations to relate to the course material for better understanding.,Provide more code related classes corresponding to the assignment.,,Too much source code in the OS 161 to be covered during the assignment.  The instructor could help in generalizing the source code.,Positive.,
1,3,2,2,1,6,2,1,1,2,2,,4,2,4,,Good use of analogies and pop culture references to explain abstract concepts.,"Compared to ECE courses, the lecture delivery exceeds my expectations tremendously.  However could go into more technical detail and cover more material instead of using time on review.",Good focus on conceptual understanding.  Excellent presentation of course materials.,More material should be covered.,Generally good.,
3,2,4,3,3,4,3,4,1,3,2,3,3,1,3,,Videos before lectures.,,,,,
