Timestamp,Question 0 (Organization),Question 0 Numerical,Question 0 Comment,Question 1 (Explanations),Question 1 Numerical,Question 1 Comment,Question 2 (Questions),Question 2 Numerical,Question 2 Comment,Question 3 (Visual Presentation),Question 3 Numerical,Question 3 Comment,Question 4 (Oral Presentation),Question 4 Numerical,Question 4 Comment,Question 5 (Availability),Question 5 Numerical,Question 5 Comment,Question 6 (Interest),Question 6 Numerical,Question 6 Comment,Question 7 (Effectiveness),Question 7 Numerical,Question 7 Comment,Question 8 (Attendance),Question 8 Numerical,Question 8 Comment,Question 9 (Assigned Work),Question 9 Numerical,Question 9 Comment,Question 10 (Printed Notes),Question 10 Numerical,Question 10 Comment,Question 11 (Textbook),Question 11 Numerical,Question 11 Comment,Question 12 (New Material),Question 12 Numerical,Question 12 Comment,Question 13 (Assigned Work Amount),Question 13 Numerical,Question 13 Comment,Question 14 (Hours Per Week),Question 14 Numerical,Question 14 Comment,Text Question 0 (What instructor has done well),Text Question 1 (Improvements to technique or style),Text Question 2 (Course's strong points),Text Question 3 (Course's weak points),Text Question 4 (Class atmosphere),Text Question 5 (Other Comments)
2016-07-14T09:48:52,Satisfactory,2,The ISAs were late in posting lecture notes/video guides throughout the term giving us less time to complete the applicable assignments.,Just Right,2,,Excellent,0,,Satisfactory,2,,Satisfactory,2,,I did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Okay,2,,Okay,2,,0-2 hours,0,,,,,"The lecture videos used starting with Module 7 were not as effective as they could have been in teaching required material. They would have been more effective in conjunction with written notes. As a result, it would not be recommended to turn CS 100 into a video-only lecture course for the on-going future.",,
2016-07-14T10:31:43,Good,1,,Just Right,2,,No opinion,5,,Good,1,,No opinion,5,,I did not seek help,5,,Very interesting,0,,Good,1,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Okay,2,,7-10 hours,2,,"Organization of modules, and order they were learned in","Though the video format was more engaging in the latter part of the course, it would be great to still also have a reading version, for the sake of taking notes.",Really interesting and applicable assignments.,Just having a video format at the end made it a bit difficult to take notes.,"No idea, as it was an online course.",
2016-07-14T11:01:23,Excellent,0,,Just Right,2,,No opinion,5,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,50-75%,2,,Helpful,1,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Okay,2,,3-6 hours,1,,,,,,,
2016-07-14T13:41:16,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,I did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No opinion,4,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
2016-07-14T13:54:42,Good,1,,Just Right,2,,Satisfactory,2,,Good,1,,Satisfactory,2,,Always,0,,Very interesting,0,,Excellent,0,,75-90%,1,,Helpful,1,,Helpful,1,,Very Helpful,0,,Okay,2,,Okay,2,,0-2 hours,0,,The videos were a helpful way to learn,Audio quality for the videos were not good at all. Excel marking scheme did not seem fair to me personally.,CSS and HTML.,Excel was too basic,N/A,N/A
2016-07-14T16:06:59,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,75-90%,1,,Helpful,1,,Helpful,1,,No text required,3,,No opinion,5,,Okay,2,,0-2 hours,0,,,,,,,
2016-07-14T16:19:54,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,No text required,3,,Okay,2,,Somewhat too much,1,,3-6 hours,1,,,,,,,
2016-07-14T21:58:10,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
2016-07-15T14:52:58,Unsatisfactory,3,,Just Right,2,,Good,1,,Unsatisfactory,3,,Satisfactory,2,,Often enough,2,,Interesting,1,,Good,1,,75-90%,1,,No work assigned,3,,Not helpful,2,,Not Helpful,2,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
2016-07-15T16:39:36,Good,1,,Just Right,2,,Good,1,,Satisfactory,2,,Satisfactory,2,,I did not seek help,5,,Very interesting,0,,Good,1,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Okay,2,,0-2 hours,0,,Very organized material and well explained.,"Videos used towards the end of the term were not as helpful as the learn modules used in the earlier two thirds of the class. Videos are hard to go back and find specific notes and ideas, whereas text modules are much easier.",Assignments were not difficult.,Ambiguity in some HTML assignments.,N/A - online class,N/A - online class
2016-07-18T10:50:45,Excellent,0,,Too high,0,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very Helpful,0,,Okay,2,,Okay,2,,0-2 hours,0,,,,,,,
2016-07-18T11:59:18,Good,1,,Just Right,2,,No opinion,5,,Good,1,,Excellent,0,,I did not seek help,5,,Not interesting,2,,Good,1,,90-100%,0,"online course so I wouldn't say i attended any lectures, but I did go through every module, if that counts.",Helpful,1,,No opinion,4,,No text required,3,,Somewhat too little,3,,Okay,2,,3-6 hours,1,,I really enjoy the video presentations with the humour that was added and the instructor's attempts to relate to the students!,,"not very interesting topics, but presentations are good for maintaining interest",the modules prior to the video modules were quite boring to read through. some of the content wasn't new to me.,,"overall, good course for people who don't have much background knowledge about computers and the Internet in general. Again, the video modules were pretty good."
2016-07-18T14:53:22,Good,1,,Just Right,2,,Good,1,,Satisfactory,2,,Satisfactory,2,,Always,0,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,Video lectures were good,Please have videos AND text notes available at the same time,very broad,not much help on website building modules,,
2016-07-18T19:11:20,Satisfactory,2,,Just Right,2,,No opinion,5,,Unsatisfactory,3,,Satisfactory,2,,I did not seek help,5,,Interesting,1,,Satisfactory,2,,90-100%,0,,Helpful,1,,No printed notes,3,,No text required,3,,Okay,2,,Okay,2,,0-2 hours,0,,,,Course was easy and straight forward before it was switched over to videos.,"Lessons were taught through videos halfway through the course and it really put me off since I can read much faster and understand things easier and listening/watching the videos took way longer than necessary. The videos are great for students who need step-by-step help with visuals, but it would be nice to have a powerpoint or note version of the modules as well.",,
2016-07-18T20:44:56,Excellent,0,,Just Right,2,,Excellent,0,,Satisfactory,2,,Good,1,,Most of the time,1,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,No text required,3,,Somewhat too little,3,,Okay,2,,0-2 hours,0,,"The module notes/videos were thorough 
There were efforts to add humour into the notes/videos",Instructor was great,"Content was straight forward, all the information needed for the assignments was readily available in the notes/videos",Got a bit repetitive,N/A (Online Class),
2016-07-19T19:04:28,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Excellent,0,,Most of the time,1,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,No opinion,4,,No opinion,4,,Okay,2,,Okay,2,,0-2 hours,0,,,,,,,
2016-07-19T23:56:19,Good,1,,Just Right,2,,No opinion,5,,Good,1,,Good,1,,I did not seek help,5,,Very interesting,0,,Good,1,,,,"No lectures to attend, this was an online course.",Very helpful,0,,Helpful,1,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,,"It would be very helpful if transcripts of the videos were also provided. Generally, I preferred the written content lectures over the video lectures because it was easier to go over material, however the video lectures were very engaging.",,,,
2016-07-20T11:37:11,No opinion,5,,Just Right,2,,No opinion,5,,Good,1,,Good,1,,I did not seek help,5,,Very interesting,0,,Good,1,,90-100%,0,why is this question even in here? ._.,Helpful,1,,No printed notes,3,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,Very interesting course!,Why can we not see all the modules and assignments at once? This would be a lot more helpful.,It teaches very practical information.,"You could not see the modules or assignments until a certain date, and that was frustrating.",The ISA were really nice!,Please make all modules available asap instead of just 1 week before it's due.
2016-07-20T13:43:35,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,I did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
2016-07-20T23:44:56,Good,1,,Just Right,2,,No opinion,5,,No opinion,5,,No opinion,5,,I did not seek help,5,,Interesting,1,,No opinion,5,,90-100%,0,,Helpful,1,,Helpful,1,,No opinion,4,,Okay,2,,Okay,2,,3-6 hours,1,,,,this course is very nice to take and we learned very useful things as a university students for data management for science labs for excel,felt no connection with the prof at all,,
2016-07-21T08:36:48,Good,1,,Just Right,2,,Excellent,0,,Good,1,,Good,1,,Most of the time,1,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Okay,2,,Okay,2,,3-6 hours,1,,good,good,good,good,good,good
2016-07-21T13:43:33,Satisfactory,2,,Just Right,2,,,,,Good,1,,,,,I did not seek help,5,,Interesting,1,,Good,1,,,,,Helpful,1,,Helpful,1,,,,,Somewhat too much,1,,Okay,2,,7-10 hours,2,,The organization of the course notes.,,,,,
2016-07-21T17:57:05,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,I did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,3-6 hours,1,,,,,,,
2016-07-22T10:22:12,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Good,1,,I did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
2016-07-22T10:40:24,Good,1,,Just Right,2,,Excellent,0,,Good,1,,Good,1,,I did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
2016-07-22T13:17:05,Satisfactory,2,,Just Right,2,,No opinion,5,,No opinion,5,,No opinion,5,,I did not seek help,5,,Very interesting,0,,Good,1,,< 25%,4,,Helpful,1,,No opinion,4,,No opinion,4,,Okay,2,,Okay,2,,0-2 hours,0,,,,,,,
2016-07-22T14:29:30,Satisfactory,2,,Somewhat too low,3,,Satisfactory,2,,Unsatisfactory,3,,Satisfactory,2,,I did not seek help,5,,Not interesting,2,,Satisfactory,2,,90-100%,0,,Not helpful,2,,Not helpful,2,,No text required,3,,Too little,4,,Somewhat too much,1,,0-2 hours,0,,,,,,,
2016-07-22T15:44:36,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Most of the time,1,,Very interesting,0,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,No opinion,4,,Okay,2,,Okay,2,,3-6 hours,1,,reasonable quiz questions.  Fairly quick email response time.  Detailed slides,Tutorial videos should be slower paced and more detailed.,interesting course material,Tutorial videos sometimes difficult to understand.,online course.   No opinion,online course.   No opinion
2016-07-22T16:59:39,Satisfactory,2,,Somewhat too low,3,,Satisfactory,2,,Satisfactory,2,,Satisfactory,2,,Not often enough,3,,Interesting,1,,Satisfactory,2,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Okay,2,,Okay,2,,0-2 hours,0,,,,The videos were easy to understand,Could also post text version of notes as well as videos,,
2016-07-22T19:26:01,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Most of the time,1,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Okay,2,,Somewhat too much,1,,0-2 hours,0,,I enjoyed the casual use of memes in the video lectures in the latter portion of the course. Humour is always welcome.,I found the java module very hard. Perhaps the lecture could have been more thorough.,Interesting and well designed.,Coding assignments can be really hard for someone who only has a casual interest in CS.,No.,No.
2016-07-23T10:17:29,Excellent,0,,Just Right,2,,Satisfactory,2,,Satisfactory,2,,Good,1,,Often enough,2,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
2016-07-23T12:52:55,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Always,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
2016-07-23T15:48:16,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Excellent,0,,I did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,Very helpful,0,,No opinion,4,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
2016-07-23T17:25:18,Satisfactory,2,,Just Right,2,,Good,1,,Satisfactory,2,,No opinion,5,,Most of the time,1,,Interesting,1,,Satisfactory,2,,90-100%,0,,Helpful,1,,Very helpful,0,,No text required,3,,Okay,2,,Somewhat too much,1,,3-6 hours,1,,I thought the written modules were well done. I found when it was just videos that I would watch the videos and then feel lost at the end of the video because I could not go back and review without watching the whole video. I also say a lot of value in the assignments.,I would add lecture notes to accompany the videos.,,,I was not affected by any students because I had zero communication online with anyone.,"I thought Danielle, the TA, was very helpful."
2016-07-25T10:10:17,Satisfactory,2,,Just Right,2,,Satisfactory,2,,Satisfactory,2,,Satisfactory,2,,I did not seek help,5,,No opinion,3,,Satisfactory,2,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Somewhat too much,1,,Okay,2,,0-2 hours,0,,,,,,,
2016-07-25T21:21:58,Good,1,,Somewhat too high,1,,,,,,,,Good,1,,Always,0,,Very interesting,0,,Good,1,,90-100%,0,,Very helpful,0,,Helpful,1,,,,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
2016-07-26T10:36:40,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Often enough,2,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,No text required,3,,Okay,2,,Okay,2,,3-6 hours,1,,,,,,,
