Response ID,Response Time,Q1: Organization,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Questions,Q3 Select Index,Q3 Comment,Q4: Visual Presentation,Q4 Select Index,Q4 Comment,Q5: Oral Presentation,Q5 Select Index,Q5 Comment,Q6: Availability,Q6 Select Index,Q6 Comment,Q7: Ability to hold Interest,Q7 Select Index,Q7 Comment,Q8: Effectiveness,Q8 Select Index,Q8 Comment,Q9: Attendance,Q9 Select Index,Q9 Comment,Q10: Assigned Work,Q10 Select Index,Q10 Comment,Q11: Printed Notes,Q11 Select Index,Q11 Comment,Q12: Textbook,Q12 Select Index,Q12 Comment,Q13: New Material,Q13 Select Index,Q13 Comment,Q14: Assigned Work Amount,Q14 Select Index,Q14 Comment,Q15: Hours Per Week,Q15 Select Index,Q15 Comment,Q16: What instructor has done well,Q16 Select Index,Q16 Comment,Q17: Improvements to technique or style,Q17 Select Index,Q17 Comment,Q18: Course's strong points,Q18 Select Index,Q18 Comment,Q19: Course's weak points,Q19 Select Index,Q19 Comment,Q20: Class atmosphere,Q20 Select Index,Q20 Comment,Q21: Other Comments,Q21 Select Index,Q21 Comment
199942,2017-03-21T14:09:01,Excellent,0,,Somewhat too high,1,,Good,1,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,The minesweeper assignment was like walking through an actual minefield.,Helpful,1,The usefulness of the book becomes exponentially useful starting at assignment 8.,Not helpful,2,The book was a bit expensive so I did not buy it.,Somewhat too much,1,Iteration is fun.,Somewhat too much,1,,3-6 hours,1,,,,Engagement with the students was really well done.,,,Sometimes you talk a little too much about out of course concepts motivated from questions from more advanced students.,,,The class was rarely dull. It is very interesting and kept me engaged.,,,There is like no cell reception down here.,,,"No, none of his jokes were overly offensive. only the weak hearted will be offended.",,,The room looks like a jail cell.
199943,2017-03-21T14:09:18,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,,4,,Right amount,2,,Somewhat too much,1,,3-6 hours,1,,,,"Passionate about teaching, very amusing and keeps my attention.",,,Nothing.,,,Good comparison and introduction to imperative programming while contrasting to functional paradigm.,,,"I disliked assertions, as it was unclear sometimes how to do asserts in questions.",,,No.,,,"I disliked how it was dark before entering the room from the movies, as I would trip and fall on the stairs as my glasses become dark from outside."
199944,2017-03-21T14:09:22,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Sometimes available,2,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Somewhat too little,3,,Right amount,2,,3-6 hours,1,,,,"Making the course interesting and easy to follow, explaining things with analogies.",,,Presenting from a blackboard would be much more engaging than using powerpoint slides.,,,Praise be for no more steppers!!!!,,,"First 80% of the course moves way too slowly, could definitely fit in additional information about more interesting things.",,,Nope.,,,Nothing.
199945,2017-03-21T14:10:13,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,Not helpful,2,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,Explanations of course content were really great,,,Nothing :),,,"Very interesting and applicable... As someone who had no experience in imperative programming and C, I feel like I've learned the main concepts fairly well.",,,"Some of the assignments were too long, and not all content was taught on the Friday's that the assignment was released, meaning we did not have the weekend to do the assignments. Make the assignments due on the Monday or Tuesday",,,Positively affected!  :),,,"Class size, room, and noise level were all appropriate"
199946,2017-03-21T14:12:35,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,Enthusiastic and keeps me awake.,,,"Nah, you cool fam",,,"I learned stuff to impress my employers, it was cool.",,,"The beginning of the course is too slow compared to the end of the course. It took a while to get to iteration, and I'm not exactly sure all that time was needed.",,,"I think it was chill, probably because of the people in the class being nice mixed with a good instructor.",,,HI MOM :D
199947,2017-03-21T14:32:02,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,,4,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,Explained well. Funny.,,,Continue drawing on the slides! And it's too dark during the movie at the beginning of the class.,,,The TAs are helpful and the tutorials are helpful.,,,I don't like C,,,Positively,,,Good
199948,2017-03-21T14:43:25,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Usually available,1,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Not helpful,2,,Somewhat too much,1,,Too much,0,,> 15 hours,4,,,,Visualizations and analogies. Engaging too.,,,Bring more attention to deep mistakes students make on assignments and places where students can get stuck,,,"Comprehensive, intuitive, thoughtful",,,Too much time spent on basics. Not enough time to digest last few chapters.,,,No.,,,Class size too large but guess that cant be helped.
199949,2017-03-21T15:00:40,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,"I didn't seek help but knew you were available via many resources, your lectures are too clear, I have no questions at all. :P",Interesting,1,"Slightly boring to start since we mostly have a cs background for iteration, not your fault, but consider speeding up the earlier iteration content, leave more time for pointers and arrays, for those who struggle.",Excellent,0,"Best CS teacher I have ever seen, as of now, definitely better than expected! Thanks!",90-100%,0,"Didn't miss a single one, mostly because of Zootopia. *cough. I meant to say because of my passion for CS.",Very helpful,0,"Some questions are too repetitive, I don't like the nine-functions-in-one-question type of practice which sort of all do the same thing. I guess it is good practice, but I like variation and interesting twists, instead of lengthy repeats of similar content.",Very helpful,0,,,4,"Didn't think I needed the textbook, your teaching was clear enough that it would be a waste of time and money.",Somewhat too little,3,"Again, I believe the content is too slow in the early half.",Somewhat too much,1,"Not that I think the questions are too much work, it is just too repetitive.",3-6 hours,1,,,,"You joke a lot, make the material interesting, makes the class feel quite fast. Thank you! (I have cs during a very long day of about 8 hours of lectures sometimes, your class really helps me out.)",,,"I think it would make the class more interesting if you could interact with the class more, ask questions, or give us some little examples to practice during class, or maybe have room for some possible questions before going over everything. I know you have a slide for all our questions, but sometimes it boosts our self-esteem to ask and answer meaningfully at appropriate times. On a separate note, could you possibly label the class slides a bit better, maybe have a small point form of what it covers on the first page, so that we don't have to search for key words every time we try to find a specific slide for help.",,,The electronic representation style is really clear and easy to understand. It also helps us review the content. Electronic assignments and infinite re submissions are also very convenient.,,,"Piazza still needs some sorting through, maybe you guys could do a pin thread similar to some other forum type sites where if someone asks a meaningful question you can pin it, or perhaps filter questions before posting them all on piazza, making the posts cleaner. This way we will have less unnecessary questions about the same thing.",,,"I think the students in our section makes the atmosphere very at ease with the jokes and whatnot, but as an instructor, you could try to seem more open and less serious during the early parts of the term. We know you are not exactly the most serious of instructors, but, to me, you didn't seem that approachable at first.",,,"This room is great, I think class size is irrelevant in cs if you don't really interact with us that much. Overall loved this class."
199950,2017-03-21T15:15:54,Excellent,0,Well organized with some anticipation of what students will think next. It shows that the lectures were heavily revised based on thought process of students from previous terms.,Just Right,2,,Excellent,0,,Excellent,0,"Very clear for students in the first few rows; I once sat behind and I could still see the presentation. However, I would prefer if drawings were done on the slides instead compared to the wall or blackboard because students could hardly see from the back, especially with the reflection of lights.",Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,Dave teaches students how to understand rather than just teaching for the sake of going through all the slides.,90-100%,0,,Very helpful,0,I self studied C before this but this course helped me to reinforce my knowledge on pointer arithmetic and dynamic memory.,Helpful,1,"Just the last few handouts. I used the first few handouts to ensure that I did not miss out anything, especially nitty gritty stuffs like documentation.",Not helpful,2,,Somewhat too little,3,,Right amount,2,,3-6 hours,1,"3-4 hours on assignments 1 to 7
about 5-7 hours on assignments 8 and above, especially on creating test cases.",,,I love the advanced slides!,,,Drink more water,,,A solid introduction to thinking like a programmer especially on how memory in the computer actually works.,,,"- Lack of assignments which are interactive. I feel that CS 135 should be a mixture of Racket and C, whereas CS 136 should be an introduction to algorithmic thinking, more on implementing data structures and algorithms as well as solving problems. (Upper year courses usually prove them, and they have lesser opportunities to actually implement those in a specific programming language, though I might be wrong.)
- Hmm..probably a win-win situation would be to have a new section after ADTs on solving interactive problems with the knowledge that students have learnt. For example, instead of just creating functions which does just one specific job such as add_node, delete_node, etc, it could be better by introducing real life problems and get students to think which data structure should they use, and how do they use it to solve a given problem. It might be similar to interview questions? (LeetCode, HackerRank, etc.) That way, on top of just learning how data structures such as arrays, linked lists, trees, etc, work, we actually learn what can each of these do to solve problems (applications).
- Graph problems",,,N/A,,,N/A
199951,2017-03-21T15:18:13,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Right amount,2,,Right amount,2,,11-15 houts,3,,,,"Dave made the course extremely engaging and fun. Also, ll the material was explained in a way that was easily understood",,,,,,Material was structured in a logical way,,,,,,Fun teaching style of instructors made atmosphere very positive,,,This course convinced me to stay in my program
199952,2017-03-21T15:23:46,Excellent,0,,Somewhat too low,3,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,No text required,3,,Somewhat too little,3,,Somewhat too little,3,,3-6 hours,1,,,,"Excellent way to introduce the C lang. I love how animated you are in the classroom, it really helps me pay attention.",,,"Personally, I'd like a bit more time on clickers. I know I can answer the clicker questions usually, but I feel I get many wrong due to the time restraint. Could just be a personal thing.",,,"End of the course seems interesting as we are learning applications of what we've learned prior. Before the application portion, there was a solid foundation on the skills needed. Also, I loved there being minimal racket.",,,"Weakest point is pacing. I feel as if it goes too slow, but I'm sure people unfamiliar to coding would not want it to go faster.",,,Feels pretty inclusive overall. Atmosphere is always on a high after watching zootopia and Dave running around in the class.,,,Keep teaching! Being in your class made me glad I chose my major. Hopefully you'll be teaching upper year courses too!
199953,2017-03-21T20:01:24,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,,4,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,"Great tone, pace, and explanations",,,,,,The content,,,The amount of complication on some of the later assignments,,,,,,
199954,2017-03-21T21:12:41,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Good,1,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,,4,,,4,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
199955,2017-03-21T21:19:41,Excellent,0,"Genuinely feel the lectures were put a lot of effort in creating and simplifying for understanding. Very logical sequence of events , nothing surprising . Consistent with teaching pattern . CS class was one of the things I looked forward to during the week!",Just Right,2,,Excellent,0,"Really made an effort to answer students doubts , brought in real world analogies for deeper, better understanding!",Excellent,0,,Excellent,0,Put in very simple understandable words so that everyone would understand the concepts.,Available,0,,Very interesting,0,,Excellent,0,"I just want say that I am grateful to my instructor as it was through him that I got a deeper understanding of the field of Computer Science, something I am going to pursue. With the help of his real world analogies and relation with practical situations , it really became simple for me to understand and grasp concepts in the course. Now I can relate to my problems in real life and program them in C language. I have been taught how to solve problems with the help of computers , something I wasn't too good at coming into the course.Really liked the way the Memory model of C was taught! Overall very effective prof. Very funny, entertaining guy!",90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,> 15 hours,4,,,,Made problem solving easier. Taught how to break down problems into smaller parts and solve for answer.,,,Feel the later half of the course is a bit heavier and a bit more time could be spent on that .,,,"Really useful course, not just for industry but deeper understanding of CS. Data Structures is strong point of the course.",,,,,,"No , everything was smooth",,,
199956,2017-03-21T23:26:17,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Too much,0,,Too much,0,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
199957,2017-03-22T10:22:18,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,No text required,3,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,Great lecturing skills interaction with students. Always answers questions to the full depth required and is very funny.,,,People who are sitting at the back find it hard to hear all the questions (of which there are a lot of) and you try to repeat all the questions but please do it on a more consistent basis.,,,Very fun course especially moving on to an imperative language. The ADT assignments were the most fun and challenging.,,,The syntax part of the course with C was very slow and boring. Also doing recursion in C before imperative causes students to try and relate Racket with C but later on you always say to not get both of them mixed up. Why not skip the functional aspect of C altogether?,,,Very positive.,,,
199958,2017-03-22T19:32:34,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,,4,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,"This is the first course I've taken where I've never skipped a single class, and I owe it to you, Dave. Thanks!",,,,,,,,,,,,Positively.,,,
199959,2017-03-24T11:40:40,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,No text required,3,,Right amount,2,,Somewhat too much,1,,7-10 hours,2,,,,Dave was an extremely enthusiastic instructor and I am very grateful to have had him to teach this course. His humour and wit is unparalleled.,,,,,,"Dynamic memory, some basic algorithms.",,,Assignments slightly felt like grunt-work.,,,"Positively, no negative comments.",,,Good.
199960,2017-03-24T14:38:31,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,11-15 houts,3,,,,Great lectures with perfect examples and introductions,,,Could make it slower. Easier to catch up with.,,,Fundemental knowledges for CS,,,Somehow fast paced.,,,Positive!,,,
199961,2017-03-24T14:43:00,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Sometimes available,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Not helpful,2,,No text required,3,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,"phenomenal in every regard. Dave's clarity and humor made this course my favorite class,",,,"I have nothing specific, but there were many times in class where I found it going very slow. Sometimes when I started to lose focus, a clicker question or an activity would act as  ""pick-me-up"" and I would regain focus again. With long classes, I think future sections could benefit from more activities or class interaction.",,,Really fun material taught in a clear way.,,,drink less coke.,,,,,,
199962,2017-03-24T15:43:29,Excellent,0,,Just Right,2,,Excellent,0,,Good,1,,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,"Helpful for C Programming, but not really necessary. Course can easily be completed without the additional text (I do believe it is considered optional).",Right amount,2,,Right amount,2,,3-6 hours,1,,,,"Commendable job addressing students of different skill levels (and their misgivings) and ensuring their on the same page and playing field in class, which is NOT an easy thing to do in an intro-level CS course. Professor made good use of analogies as well and generally did an appreciable job illustrating concepts.",,,"Some slides were very heavy, but this was regulated (not instructor specific) and often wasn't easy to do much about as it was the nature of the material (sorting algorithm implementations, etc.)",,,"Assignments are topical and teach concepts very well, without too much fluff.",,,None specifically come to mind.,,,"Instructor used humor well & appropriately and took time to address mental health (albeit when the whole campus was, but did so candidly nonetheless)",,,No.
199963,2017-03-24T16:15:09,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,,Right amount,2,,Somewhat too much,1,,> 15 hours,4,,,,Interesting lectures with appropriate notation on ppt.,,,Drink less coke.,,,Help us gain basic programming knowledge of  C.,,,,,,positive,,,
199964,2017-03-26T14:36:31,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,75-90%,1,,Helpful,1,,Very helpful,0,,Helpful,1,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,"I believe that Dave has been very good at engaging the class and explaining concepts at a level that is easy for the class to grasp, while still being meaningful. He has always been approachable and helpful and has made the course very enjoyable.",,,"I would hate for future generations to miss out on the brilliant teaching style of the one and only Dave Tompkins. For this reason, I cannot help but mention that I would highly appreciate if he could ""lay off the coke zero man"", as this may impact his career length. Furthermore, I believe that Dave has a winning smile, and he does not share that with us enough. He mentioned his self-awareness that was brought about by another student's evaluation, and I would like to share that he has no reason to feel that way. Smile more Dave! I love seeing those pearly whites.",,,I think the course has been well constructed to give students the skills for both academics and real world use.,,,"I believe that the earlier content could be sped up in order to make more time for the more challenging content in later courses. Concepts like linked lists and tree traversal are fundamental to CS, and I believe that it is important to ensure that students fully understand these concepts.",,,The class atmosphere was amazing. Both Dave and the students were eager to learn in a fun way.,,,
199965,2017-03-27T12:56:22,Excellent,0,,Just Right,2,,Satisfactory,2,,Satisfactory,2,,Satisfactory,2,,Sometimes available,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,> 15 hours,4,,,,,,,,,,,,,,,,,,,
