mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,3,1,2,1,3,2,1,1,2,1,5,3,3,3,6,The language is funny and the slides are useful,,,"Some additional materials like section 13 can be uploaded to learn for self-learning as time-consuming but important as they are. Besides, Marmoset only test the final result. For some programs which need several helper functions, these intermediate processes may also should be considered. ",,A larger classroom should be used
2,3,1,1,1,1,1,1,1,1,1,4,2,3,3,1,good explanation on concepts[nl]humor,it would be better if the instructor could give the lectures in a slower pace,covers most of the material students want to know and learn,too much material,"the peers are way too smart, which gives me a lot of pressure",it would be better if there are plug seats in the classroom
1,3,1,2,1,6,1,1,1,1,2,3,2,3,2,,Dave made good use of the limited board space by drawing on the slides to add to explanations. Dave's examples were very relavent and enhanced understanding.,Everything's great!,Learning arrays was very useful.,,,The classroom did not have adequate space on the board.
1,3,1,1,1,6,2,1,1,1,1,3,3,2,3,1,,,,,,
2,3,1,1,1,6,2,1,1,2,2,4,3,2,2,6,"The most engaging lectures that I have attended. Very interesting, great speaker, awesome connection! It is truly evident how much you care about the students and want to see them succeed. Made the content very applicable and very interesting!","On occasion the timing of the lectures seemed misplaced. Some lectures seemed to be covered very quickly, playing catch-up for others which were covered more slowly. Vary the speed more based on difficult as opposed to tangents!",Interesting materials with a strong focus on theory which is very applicable outside of the language covered.,"In general, the assignments seemed slightly misaligned with the lecture material. Often times one or the other sat a far greater or lesser difficulty.","The class atmosphere was very welcoming, with no evident issues with regards to any traits.",A very fun class which made me wish I had more room for CS later (As a Double Degree I become rather restricted.) 
1,3,1,1,1,6,1,1,1,1,1,5,3,3,5,6,Funny and kept me interested in the course.[nl]Very goo explanations of the more confusing content like pointer arithmetic. ,None !,Great explanations of topics.,None,Very positive environment. Humor really makes classes a lot better.,Need a projector and enough space to draw on a whiteboard!! Instructor made excellent use of drawings without enough space for a whiteboard though. Really loved the class! Thanks for a great term.
1,3,2,3,1,6,1,1,1,1,3,3,3,3,3,6,(good (bad jokes)),drink less coke,"clear and concise, with funny comments to make class interesting",tutorials did not engage students,(foldr (lambda (x y) (cons (add1 x) y)) empty lst),"my section was brightly lit, but there was not a lot of whiteboard space, while the first section had whiteboard space but was crowded and the front row seats were too close."
1,3,1,1,1,1,1,1,1,1,1,3,3,2,5,3,Everything,Nothing,Everything,Nothing,Positively,Best professor I've had so far
1,3,3,2,1,6,2,1,1,2,2,3,3,2,5,6,Pointer diagrams were effective,Hints on assignments would be nice,Thorough introduction to C,Should've taught more about the approach to solving CS problems rather than the syntax of C.,Positive environment,
1,3,1,1,1,1,2,1,1,1,1,5,2,2,3,6,Real life examples are pretty helpful.[nl]Interesting class.,"Amazing professor, hoping to take more courses with him in the future.",Useful course.,A little bit too fast.,Great.,Great.
1,3,1,1,1,1,2,1,1,2,1,3,1,2,5,,Dave understands the things so deep an can explain them so well,no,,,,
1,3,2,1,1,2,2,1,1,1,1,3,3,2,3,6,,,,,,
1,3,2,2,2,6,1,1,1,1,2,5,3,2,4,3,"Engaging lectures[nl]He didn't just read off the slides, making it a lot easier to pay attention","you're doing great, keep it up!","Assignment questions helped in understanding course material, though they were often very long and required a lot of work (much more than my other math courses)",sometimes hard to visualize certain concepts (e.g. pointers - animations would help!),was not an issue,Outlets accessible anywhere in the class would be nice
1,3,1,1,1,6,1,1,1,1,2,5,3,2,4,,"You make the best analogies for understanding the material. Your course notes were much better to read and understand than CS 135 ones. I laughed in my head every single time you said POPPPP POPPPPPPP!!!! Loved the Harry Potter references. Even loved the GoT and TWD references even though I don't watch them. The assignments were fun, especially creating the multiplication table and RPSLS. Your public service announcements and ""things you don't need to know"" actually taught me a lot. Like the thing about KB and KiB, I knew that you didn't get the full amount but I never knew why until your public service announcement! Your website is really inspiring. It shows me that this guy who's teaching me can actually do this stuff. Your stories about what you've worked on in the past are inspiring too. I've had teachers who are either really awesome as a person or really good at teaching, but you are both. ",Be more strict about the 4 rows rule and tell people who have their own conversations to be quiet. They don't even whisper and it's really rude to you and to everyone trying to listen to you. ,Imperative programming rules. Way better than functional programming. I didn't cry while doing assignments. ,Wish there were more real-world things taught. ,It was affected by people who had their own conversations or went to lectures and played baseball on their ipad. ,RCH is a dungeon. There was no whiteboard space for Dave Tompkins to write on. 
1,3,2,1,1,6,1,1,1,1,1,5,3,3,3,1,"Great jokes and presentation of material. Your analogies are also amazing dude. I know sometimes you make a joke and it seems like no one laughs, but actually (at least for me and many people around me) we're just smiling and saying in our heads ""damn that was a good joke, this guy's crazy (in a good way)"". Also love your references and occasional meta-comments. Makes paying attention worth not just the course topics presented but the small 'treats' that keep people engaged. Learned a crapton of things in this course. Even those times where I felt like I knew the material and could skip class, I'd go just to see you lecture and then end up learning details that I would've missed. 10/10 would attend again.",Bring cookies for real next time.,"Interesting topics, pretty good detail on each concept. ","Takes a long time to find out your assignment marks, and with Marmoset it's difficult/inconvenient to check each questions result and handmarking result. With MarkUs it was much better as there was in-line commenting on our code so we could get feedback much more directly, and improve easier.","Great, positive atmosphere. Sometimes it felt 'dead' but it was more we the students than the instructor.","Bretty gud, m8."
1,3,2,1,1,2,2,1,1,1,1,2,2,2,3,6,I felt that the instructor really cared about his students. He really tried to meet our needs and expectations. ,Sometimes he was sarcastic and that made it hard to understand what he was trying to convey.,It taught very useful concepts for computer science. It was very structured and everything a meaning to it.,Some of the syntax was dull and repetitive.,It was affect positively.,N/A.
1,3,1,1,1,1,1,1,1,1,1,3,3,3,2,1,Dave has done a great job in every aspect as a professor. He is very enthusiastic and passionate about the course and that comes across in his lectures.,The instructor is so well liked that I believe students will benefit from extra office hours or aside practice questions from him.,The lectures were very engaging.,The midterm questions was the same difficulty as assignment questions (too difficult).,Class atmosphere was very positive.,Class was good.
1,3,1,1,1,6,1,1,3,1,1,5,3,2,3,3,"Great Oral presentation, communicated effectively, and introduced new topics in a very well timed manner. He was always welcome to answer any questions and was very approachable. He made lectures very fun and interesting with in-class demonstrations and funny jokes and references that made him very lovable.",Nothing... DAVE IS THE MAN,Algorithms and Efficiency.,Abstract Data Types are kind of boring and syntax is usually not fun to memorize.,No. He did poke fun at himself saying that a student once called him Professor Fatkins but that's about it. It was light-hearted and it was the first day of class.,Class size was good and populated. Chairs and desks were comfortable. RCH is a convenient location for me.
2,2,2,3,1,3,2,1,1,2,3,3,3,1,3,2,entertaining teacher. tries to make course interesting,Aim explanations lower to people with less experience. ,assignments were helpfull to understand content,assignments were too long,No,Not enough white board room when using the projector. More while board room would have made class easier and allowed for better teaching
1,3,1,1,1,6,1,1,1,1,1,3,4,3,4,6,Dave does an excellent job of connecting with students and explaining concepts in a thorough and captivating way.,No complaints,"Interesting material, very useful",None,"Class atmosphere was positive, there were several discussion points throughout the term where students could interact with each other, which is also good.",Everything was convenient
1,3,1,1,1,6,1,1,1,1,5,5,4,3,1,,I love bad jokes :) especially the coke machine example between scheme and C.,Perfect.,"Course arrangement (including CS135) is excellent. We always use something we just learnt to solve new problems. In addition, we are avoided to deal with advanced features (vectors, foldl before section 9; heap before section 10) so that we can always explain why we do so.","I think tutorial should be optional, instead of introducing a bunch of new things and having almost 50% clicker questions.",No opinion.,Marmoset (or markus) should provide the overall correctness marks of an assignment. Maybe a mail alert whenever a second try is available?
2,2,1,3,1,1,2,1,2,1,1,4,1,1,5,1,Professor Tompkins explains knowledge clearly and vividly. He helps students outside the class patiently. ,Professor Tompkins sometimes rush through the course notes.  ,"The clicker questions, assignments, and course notes are well designed.",TAs are not very helpful. They sometimes disappears at the time that they should present in the tutorial centre. Their answers online are not helpful. The assignments require too much work that students have to stay up all night even when they start to work assignment long before the due date. The runC environment is too slow for code editing. The TAs post solutions to assignment and marks very slowly and irresponsibly. They didn't post the marks and solutions the most assignments and clicker questions until midterm finishes. They skip too many problems in the posted solutions. ,NO,NO
1,3,1,1,1,1,2,1,1,5,5,5,3,3,2,6,Diagrams helped to clarify ideas. Explanations were aimed at an appropriate level. Spoke clearly.,When you got the pdf annotator you stood by the stand for most of the lecture. This has gotten better towards the end of the semester but be careful about that going forward.,"The entire team (instructors, ISAs, etc.) was committed to help the students learn by having lots of office hours and being available on Piazza for a large portion of each day.",In my opinion when discussing the ASCII system it should have been presented in hexadecimal so there are no magic numbers like 65 and 97 (really 0x41 and 0x61).,no opinion,no opinion
1,3,1,1,1,6,1,1,1,1,5,3,2,2,4,6,"Very entertaining lectures, kept everyone engaged.",No improvements needed!,The assignments helped to solidify understanding.,"Many of the midterm questions were syntax rather than logic, which doesn't make sense since it is a computer science course and not a C programming course. Since the course was related to algorithms and data structures I feel that C syntax questions did not test what the course was teaching.",Good questions in class usually.,A bit too loud sometimes.
1,3,1,1,1,6,2,1,1,2,2,5,3,3,2,6,Explanations and supporting diagrams were clear and helped greatly with understanding concepts.,None,Functional/imperative concepts and pointers,None I can think of,Class atmosphere was positive.,None
2,2,1,2,1,6,2,2,1,2,5,5,3,3,3,6,You're very enthusiastic and we appreciate that. Your efforts to break down complicated code really helps.,Animations for pointers are REALLY REALLY good. Go for it!,The prof is too good.,You're too good.,,
1,4,1,2,1,6,1,1,1,2,1,2,3,3,2,6,,,,,,
1,2,1,1,1,1,1,1,1,1,1,5,3,2,4,6,Kept the lectures incredibly interesting and interactive. Was probably the most human feeling course I've taken so far at Waterloo. I can tell Dave truly likes to teach and wants to be here.,Share some more real-life/workplace stories; it's nice to hear what happens out of the classroom.,"Good lecture notes, lots of support.","For a student who had absolutely no prior coding experience, the course was very difficult to keep up to. Exams seemed timed to students who had prior experience with imperative programming vs those who are new to it.",Very positive - Dave kept things quite upbeat.,WOULD LIKED TO HAVE MORE WHITE BOARD SPACE (for us and for Dave)!
1,3,2,2,1,2,2,1,1,1,1,,3,3,2,,"Really funny, clear explanations and diagrams.","Nothing, very good teacher.",Learned a lot of important CS concepts.,"Would like do to more involved stuff like File I/O, or maybe use a more applicable language like C++",No,Classroom needed more whiteboard space
1,3,1,1,1,6,3,1,4,1,1,4,3,1,3,1,Watches Game of Thrones. Awesome professor.,"I honestly don't think there is that much to improve with the instructor, it's mainly just some of the course material. The instructor was perfect.",Dave Tompkins.,"Too much assigned work, maybe make some questions optional.",Atmosphere was all good.,"Class size was huge, noise level was more than the desired level."
2,3,6,2,2,6,2,2,1,1,1,3,3,3,3,6,,,,,,
1,3,2,2,1,2,2,1,1,2,1,5,3,3,2,6,,,,,,
1,3,2,2,1,2,1,1,1,2,2,5,3,3,4,3,Able to make course content interesting and fun.,Possibly avoid sarcastic responses to certain questions which a student might legitimately have. ,"Fun, interesting, and new material.",Visual aids in certain chapters.,The environment was fine and didn't really affect my learning.,
1,3,1,1,1,1,1,1,1,2,1,3,2,3,2,6,He is exceptional at explaining computer science concepts in an engaging way. His analogies have made the algorithms much easier to understand. ,"He could try to provide more after class exercises in addition to the assignments, and that would help us to further enhance our understanding of course concepts.",The course covers the important concepts in computer science.,The course contents are overwhelming.,The class atmosphere is positive and engaging., 
2,5,1,1,1,6,2,1,1,2,2,5,5,3,1,6,You were very entertaining. You provided very thorough explanations. The writing thing on slides looked very cool.,I think explanations could have been a bit more succinct.,"I enjoyed the fact we finally got into C, stuff like big O, data storage structures, and the like. Overall, it felt like a more serious and more genuine CS course than 135. Waaaay better than 135.","I felt like it moved far too slowly for anyone with prior programming experience. The course covered very new content for me. Granted, I can't really think of a way to get around that.",Nope.,No reasonable complaints w.r.t. class size. Room was excellent.
2,3,3,2,1,6,2,1,1,1,1,5,3,2,3,6,,,,,,I was one of the 22 that said no. Some of us just do not want to make promises.
1,2,1,1,1,2,2,1,1,2,2,5,3,1,3,6,"Very effective, and engaging teaching style. Good mix of explanations, examples, visuals, and clicker questions. Very knowledgeable and passionate about the course with good sense of humour. Dedication towards excellence is clearly evident, and is what separates the good instructors from the great.","Possibly go more in detail regarding the more confusing topics. Also, perhaps try to include basic details that may be second nature to experienced programmers, but are not obvious to non-experienced students.","Well structured, great course notes.","Assignment questions are at times fairly ambiguous, and expectations are not always made explicit. Assignments are a bit too long in general. ","Atmosphere was very positively affected by the energy of the instructor. At times, there were students who kept trying to ask questions about things that were in upcoming slides and it becomes a bit annoying.",It's been a pleasure. Thanks Dave!
1,3,1,2,1,1,2,1,1,1,1,5,3,2,4,6,Increased my interest in the course and made it fun to learn.,,The material was for the most part understandable and manageable.,Assignments took longer than expected to complete.,It was always a positive environment.,It was a good class.
2,2,3,1,2,4,2,2,1,1,2,5,2,2,4,6,Very enthusiastic in the lectures and explains everything pretty well. Always has good visual aid too! ,Bashed on macs too much!! He could have gone a little slower at some points to explain the tricky concepts.,Learning a language that's actually useful in the real world,Learning pointers got confusing at times. ,No,Great prof!! Definitely cares about teaching properly. 
1,3,1,1,1,6,2,1,1,2,1,5,3,2,3,6,"engaged the students, presented the material very well",nothing comes to mind,"wide range of material presented, ties together pretty well",none i can think of,"affected positively, nothing seemed to be wrong",class could have been a bit smaller but this seemed to work just fine
2,4,3,2,3,3,2,2,1,2,3,4,3,3,2,1,He has tried to make this course as enjoyable as possible.,Not particularly.,The professor tried to make us enjoy this course.,"Some of the topics are explained too briefly, which makes the assignment even more challenging.",It is affected positively. I enjoyed a lot of the jokes.,"The Explainations are aimed too high for the 1st part of the course(the parts before midterm) and aimed too low for the 2nd part.[nl]Course notes should contain more detailed explanations on the functions mentioned, the sample functions, etc."
1,2,2,3,1,4,2,1,1,2,2,5,3,2,2,3,"Speaks with enthusiasm, which keeps the class engaged. Less-than-desired amount of  profs do this :(","Bring up more diverse examples in class, ones that are different from the ones in the lecture notes.",Drawing the diagrams that steps through the code.,Moved a little fast sometimes.,Felt there was a generally positive atmosphere - probably influenced by the prof's eager and charismatic persona.,
2,4,1,1,3,1,2,2,1,1,1,4,,3,2,5,Your low-level explanations and analogies are helpful.,,taught lots of core material and practical techniques,"lacked conceptually, and as a result, was boring",no,We might need more board space
2,3,1,3,1,2,2,1,1,1,2,3,3,3,4,3,"Dave's lectures are fantastic. I'm not a CS major, but after 136, I hope to take a CS minor. I hope my future instructors will lecture as clearly.","I think it night help if the slides went a little more detail than the course notes. While you explained everything very well, having a bit more of your depth added into your slides could help rather than only using the course notes.",Definitely learning to think properly about how to solve problems.,"No idea how this could be improved, but pointers in general were a very difficult concept to grasp.","Very positive, very few of my other lectures had the students smiling and enjoying the class.","Generally good, it's a first year course, it's never great."
1,3,1,1,1,6,2,1,2,5,5,5,3,3,2,6,- Excellent speaker[nl]- Knowledgeable[nl]- Dave made the lectures interesting,N/A,The idea of functional programming in an imperative environment. ,I think that the course would have been more interesting if we did more assignments that were similar to assignments 1 & 10.,N/A,N/A
1,3,1,1,1,6,2,1,1,1,2,5,3,2,4,6,,,,,,
1,3,1,1,1,6,1,1,1,1,1,5,3,2,4,6,,,,,,
1,3,1,1,1,6,1,1,1,1,1,4,3,2,3,6,Kept a good atmosphere and really respected the students of the class. Not many professors do this.,None,Pretty interesting material,"Certain modules seemed out of place, could have been replaced with certain things more important.",Positively affected,"Good room, class size was a little full since it was a full lecture."
1,3,2,1,1,2,1,1,1,1,1,5,3,3,2,6,You taught the course very passionately making it  more interesting to the students.,Try to stay on track with the course and not spend too much time answering detailed questions.,The course went beyond the code and showed how everything worked. I especially enjoyed learning about memory models.,None!,"The class atmosphere was welcoming and comfortable, it was a very involved class that was equally interested in learning.","The noise level can get quite loud at times, but it is nothing that can't be fixed."
1,3,1,1,1,6,1,1,1,2,1,5,3,2,3,6,"Made the course interesting, even the somewhat dull parts.",Can't complain.,Iterative programming.,Assignments weren't always useful in the way that some questions took too long to get a simple point across. Kind of just seemed like busy work when a simple program could have accomplished the same lesson.,Fine.,No.
1,3,2,2,1,1,2,1,1,2,2,3,3,3,4,6,Professor Dave makes difficult concepts very clear and approachable. The somewhat comedic approach he takes to lectures allows my engagement in the content to be very high throughout the lecture.,Dr. Dave sometimes has diagrams that can get a little confusing. I think more live demos would make most concepts even clearer.,"The course is much more closely related to the real world, which was very nice. The concepts were, in general, interesting.",Sometimes the content is overwhelming,Professor Dave never kept the atmosphere to serious.,"Size of class was a bit large, but I was still able to hear Dr. Dave from the back."
1,3,1,1,1,1,1,1,1,1,1,2,3,3,2,6,"Excellent job teaching this course Dave, it was a pleasure to be here and by far my favorite course/teacher of year one[nl]Excellent use of visuals, in class examples and good help on piazza.",Stay funny.,The amount of topics covered was just right and I feel adaquetly ready for the real world.,,Positive. Super inclusive.,Stay awesome Dave. I hope you teach upper year courses.
1,3,3,2,1,1,1,1,1,2,1,4,3,2,2,6,Did well explaining concepts and course material.,Could treat questions a little nicer.,Good pacing and easy to understand material.,We we working in an environment which was slow.,Positively.. The class was well behaved.,"The noise level was a little high at the back of the classroom, but the lectures were still audible."
1,3,1,1,1,6,2,1,2,2,1,1,2,2,3,3,Teach.,Make exams easier.,modularization,my tutorial section wasn't very good.,EVeryone was adequately respectful,Nope
1,3,1,1,1,1,1,1,1,1,1,4,3,3,2,6,"Dave has demonstrated a passion for both the subject matter being taught, and the instruction of the material. His oversight has helped make this course my favourite from the term.","Dave needs to watch more movies, his IMDB collection isn't big enough (yet).",The material challenged me to combine elements learned in different courses and in the previous term.,"The course should push students more towards writing (to a higher extent) in 136. complete programs, not simple functions. finish with racket in 135, and do only c ",The instructor has made the environment in this class the best one I have ever had the pleasure to be a student in.,"Room was way too small, get a bigger class so more people can enjoy Dave's awesome lectures (let him lecture to all students so they have equal opportunity to do well)."
1,3,1,1,1,2,1,1,1,1,1,3,3,3,2,6,Very good explanations of topics and drawing out the examples with pointers really helped. Made the course very interesting.,More drawings/visual displays to aid in understanding the topics.,The content was relatable to the real world.,The text book wasn't very useful.,The atmosphere was affected positively. ,The class was great.
1,3,1,1,1,6,2,1,2,1,1,4,3,2,3,6,,,,,It was good,No computer plugs in the room :(
2,3,1,1,1,2,2,1,1,1,2,3,3,2,5,1,Good Expression and Jokes[nl]Relate some relevant information in lectures,"More ""outside-text"" example in class","Intro to the C programming , easy to catch up if you dont have any prior experience in programming","The notes and Assignment is not that highly related , as some material we have learn by ourselves which the notes don't provide any related example",Positive,N/A
1,3,1,2,1,1,2,1,1,2,2,3,4,3,3,6,"Lectures are fantastic. The examples that go along the material, however crazy, are also memorable.",,"Clicker questions and the resulting mark was done much better than CS135. Combined with the bonus from tutorials, they were much less stressful.","Tutorials were painful. The one I attended was led by someone very unfamiliar with the material  especially regarding racket. Questions from the class were generally poorly explained. Until around tutorial 9, there was no C coded and run in class. Multiple times we got to clicker questions that he didn't know or understand the answer to. Perhaps reading the slides in advance would be helpful. The only value to them were the bonus to the participation marks. Assignments were much less clear than they should be. Much too often I was asking ""What is actually meant by this?"" then needing to go to Piazza to find the answer.",,
