mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
2,3,2,2,1,3,2,1,1,2,2,3,3,2,4,,Good explanations.  Cares about what he's teaching.  Answers questions well.,Make examples more concrete and related to the actual OS161.,"Interesting, assignments explain material.",A lot of work.  Hard to figure out where to start.  Group assignments make work more difficult to work out the understanding.,,
2,3,1,1,1,6,1,2,1,1,3,3,4,2,4,,,Don't spend too much time telling us what we are going to do later in the course.,Good assignments,Bad slides.  Add Dave's annotations to the actual slides!,,
1,3,1,1,1,1,2,1,1,2,2,2,3,3,4,,Keep Dave in this course!,,Dave is always available for help.,,,
3,3,1,2,1,1,1,1,1,2,2,5,3,2,4,,,,,,,
1,3,1,2,1,6,2,1,1,2,2,3,3,2,4,,Good analogies and explanations.,Recommend a more interesting textbook?,Removed the final remaining questions about computer systems.,Assignment given too much time causes high risk for procrastination.,,
2,3,1,1,1,6,2,1,1,1,1,3,2,1,4,,Good lectures.,Nothing.,"First assignment was good, content was ok.",Huge learning curve for the 2nd and 3rd assignments.  Need to go over them more in class.  Give more instructions on how to do it in the assignment (more hints).  Apparently some differences in info from different profs.,Very good.,"8:30 is really early, otherwise good."
1,3,2,1,1,6,1,1,1,2,2,5,2,2,2,,Dave is super interesting and really enthusiastic.  An 8:30 class depends on a good prof and Dave did not disappoint.,"Almost nothing, perhaps not let students go on tangents for so long.  It's not fair to dedicate class time on a bug maybe on 10% of students experience.",I learned a lot.  I know how a computer works so that's cool.,"I'm a math/algorithms guy, I like computers but not the kind of coding done in this course.  I wish it wasn't required but it was a great learning experience.  Quiz on day 1 killed my confidence.",It was cool.  8:30 classes are almost always calm.  YouTube videos was a nice touch.,
2,2,1,2,2,6,1,2,1,1,1,4,2,2,,,It was a pleasure to attend the lectures.  The material seems less complicated if you have an optimistic professor.,,See the connection of different aspects and how they are connected to build the operating system.  A lot of new material.,"Too much material.  We didn't cover some sections properly, not enough time.  Hard assignments.","Yes, the atmosphere was wildly improved by some jokes and the good mood of the professor.",Class size is ok.
1,3,1,2,1,3,2,,1,2,1,4,3,2,4,,Kept things interesting.  Made it relevant.,"Less of ""It's a trap"" its early in the morning and makes my head hurt.",Deeper understanding of the complexities of an operating system.,"The assignments are daunting at times.  In assignments, a small part of the assignment can break everything and cause correct things to fail (a trivial example would be off by one errors).",,
1,2,1,2,1,6,1,1,1,1,2,4,2,2,5,,Really good at explaining.  His examples make it easier to grasp concepts.,I would say to spend more time explaining critical stuff but we didn't have much time in this course.,It's interesting.  Learned a lot of stuff that was important.,Lots of work :(,,
1,3,1,1,1,6,2,1,1,1,1,5,2,2,5,,"Very good analogies.  They really helped me in understanding concepts (i.e., locks, synchronization, thrashing).",,"A lot of new material, a lot of things to learn.  Offers new perspective to CS.",,,Sorry I was late so often :(
1,2,1,2,1,1,1,1,1,1,2,5,3,2,5,,"Dave is great at explaining, is not intimidating, and genuinely cares for students both in office hours, lectures, and life.",Minor complaint: Diagrams would be better with descriptions.  Where 'should' you be in assignment was something other prof did.,,,Piazza environment is horrible.  You feel judged answering questions.  Alex in particular essentially says 'you made a mistake' and instructors should collectively answer questions.  My follow-ups tend to also not be answered.,"Choose partners wisely.  They will determine 90% of your happiness or 90% of your misery.  For me, unfortunately, the latter occurred."
1,3,1,1,1,6,1,1,1,1,5,5,3,3,3,,"Good explanations, generally helpful analogies for the more difficult concepts.",Sometimes the analogies don't work as well and a direct explanation would be preferable.,Interesting material and assignments.  Material during lectures were directly related to assignments (in the first half).  Large assignments with group work and many design considerations.,Wish there were a programming component for the last part of the lecture material.,,
