mc_1,mcex_1,mc_2,mcex_2,mc_3,mcex_3,mc_4,mcex_4,mc_5,mcex_5,mc_6,mcex_6,mc_7,mcex_7,mc_8,mcex_8,mc_9,mcex_9,mc_10,mcex_10,mc_11,mcex_11,mc_12,mcex_12,mc_13,mcex_13,mc_14,mcex_14,mc_15,mcex_15,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
3,The ISAs were late in posting lecture notes/video guides throughout the term giving us less time to complete the applicable assignments.,3,,1,,3,,3,,6,,2,,2,,1,,1,,2,,4,,3,,3,,1,,,,,"The lecture videos used starting with Module 7 were not as effective as they could have been in teaching required material. They would have been more effective in conjunction with written notes. As a result, it would not be recommended to turn CS 100 into a video-only lecture course for the on-going future.",,
2,,3,,6,,2,,6,,6,,1,,2,,1,,1,,1,,4,,3,,3,,3,,"Organization of modules, and order they were learned in","Though the video format was more engaging in the latter part of the course, it would be great to still also have a reading version, for the sake of taking notes.",Really interesting and applicable assignments.,Just having a video format at the end made it a bit difficult to take notes.,"No idea, as it was an online course.",
1,,3,,6,,1,,1,,6,,2,,1,,3,,2,,1,,4,,2,,3,,2,,,,,,,
1,,3,,2,,1,,1,,6,,1,,1,,1,,1,,5,,4,,3,,3,,2,,,,,,,
2,,3,,3,,2,,3,,1,,1,,1,,2,,2,,2,,1,,3,,3,,1,,The videos were a helpful way to learn,Audio quality for the videos were not good at all. Excel marking scheme did not seem fair to me personally.,CSS and HTML.,Excel was too basic,N/A,N/A
1,,3,,2,,1,,1,,6,,2,,1,,2,,2,,2,,4,,6,,3,,1,,,,,,,
2,,3,,2,,2,,2,,1,,1,,1,,1,,1,,4,,4,,3,,2,,2,,,,,,,
1,,3,,1,,1,,1,,6,,2,,1,,1,,2,,1,,4,,3,,3,,2,,,,,,,
4,,3,,2,,4,,3,,3,,2,,2,,2,,4,,3,,3,,3,,3,,2,,,,,,,
2,,3,,2,,3,,3,,6,,1,,2,,1,,1,,1,,4,,3,,3,,1,,Very organized material and well explained.,"Videos used towards the end of the term were not as helpful as the learn modules used in the earlier two thirds of the class. Videos are hard to go back and find specific notes and ideas, whereas text modules are much easier.",Assignments were not difficult.,Ambiguity in some HTML assignments.,N/A - online class,N/A - online class
1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,3,,1,,,,,,,
2,,3,,6,,2,,1,,6,,3,,2,,1,"online course so I wouldn't say i attended any lectures, but I did go through every module, if that counts.",2,,5,,4,,4,,3,,2,,I really enjoy the video presentations with the humour that was added and the instructor's attempts to relate to the students!,,"not very interesting topics, but presentations are good for maintaining interest",the modules prior to the video modules were quite boring to read through. some of the content wasn't new to me.,,"overall, good course for people who don't have much background knowledge about computers and the Internet in general. Again, the video modules were pretty good."
2,,3,,2,,3,,3,,1,,2,,2,,1,,2,,2,,4,,3,,3,,2,,Video lectures were good,Please have videos AND text notes available at the same time,very broad,not much help on website building modules,,
3,,3,,6,,4,,3,,6,,2,,3,,1,,2,,4,,4,,3,,3,,1,,,,Course was easy and straight forward before it was switched over to videos.,"Lessons were taught through videos halfway through the course and it really put me off since I can read much faster and understand things easier and listening/watching the videos took way longer than necessary. The videos are great for students who need step-by-step help with visuals, but it would be nice to have a powerpoint or note version of the modules as well.",,
1,,3,,1,,3,,2,,2,,2,,2,,1,,2,,4,,4,,4,,3,,1,,The module notes/videos were thorough [nl]There were efforts to add humour into the notes/videos,Instructor was great,"Content was straight forward, all the information needed for the assignments was readily available in the notes/videos",Got a bit repetitive,N/A (Online Class),
1,,3,,2,,2,,1,,2,,2,,2,,1,,1,,5,,5,,3,,3,,1,,,,,,,
2,,3,,6,,2,,2,,6,,1,,2,,,"No lectures to attend, this was an online course.",1,,2,,4,,3,,3,,2,,,"It would be very helpful if transcripts of the videos were also provided. Generally, I preferred the written content lectures over the video lectures because it was easier to go over material, however the video lectures were very engaging.",,,,
6,,3,,6,,2,,2,,6,,1,,2,,1,why is this question even in here? ._.,2,,4,,4,,3,,3,,2,,Very interesting course!,Why can we not see all the modules and assignments at once? This would be a lot more helpful.,It teaches very practical information.,"You could not see the modules or assignments until a certain date, and that was frustrating.",The ISA were really nice!,Please make all modules available asap instead of just 1 week before it's due.
2,,3,,2,,2,,2,,6,,2,,2,,1,,2,,4,,4,,3,,3,,2,,,,,,,
2,,3,,6,,6,,6,,6,,2,,6,,1,,2,,2,,5,,3,,3,,2,,,,this course is very nice to take and we learned very useful things as a university students for data management for science labs for excel,felt no connection with the prof at all,,
2,,3,,1,,2,,2,,2,,2,,2,,1,,2,,2,,2,,3,,3,,2,,good,good,good,good,good,good
3,,3,,,,2,,,,6,,2,,2,,,,2,,2,,,,2,,3,,3,,The organization of the course notes.,,,,,
1,,3,,1,,1,,1,,6,,2,,1,,1,,2,,2,,2,,2,,2,,2,,,,,,,
1,,3,,2,,1,,2,,6,,2,,2,,1,,1,,2,,4,,3,,3,,2,,,,,,,
2,,3,,1,,2,,2,,6,,2,,2,,1,,2,,4,,4,,3,,3,,2,,,,,,,
3,,3,,6,,6,,6,,6,,1,,2,,5,,2,,5,,5,,3,,3,,1,,,,,,,
3,,4,,3,,4,,3,,6,,3,,3,,1,,3,,3,,4,,5,,2,,1,,,,,,,
2,,3,,2,,2,,2,,2,,1,,2,,1,,2,,2,,5,,3,,3,,2,,reasonable quiz questions.  Fairly quick email response time.  Detailed slides,Tutorial videos should be slower paced and more detailed.,interesting course material,Tutorial videos sometimes difficult to understand.,online course.   No opinion,online course.   No opinion
3,,4,,3,,3,,3,,4,,2,,3,,1,,2,,2,,2,,3,,3,,1,,,,The videos were easy to understand,Could also post text version of notes as well as videos,,
2,,3,,2,,2,,2,,2,,2,,2,,1,,2,,2,,2,,3,,2,,1,,I enjoyed the casual use of memes in the video lectures in the latter portion of the course. Humour is always welcome.,I found the java module very hard. Perhaps the lecture could have been more thorough.,Interesting and well designed.,Coding assignments can be really hard for someone who only has a casual interest in CS.,No.,No.
1,,3,,3,,3,,2,,3,,2,,2,,1,,2,,2,,4,,3,,3,,2,,,,,,,
1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4,,3,,3,,2,,,,,,,
1,,3,,2,,2,,1,,6,,2,,2,,1,,1,,1,,5,,3,,3,,2,,,,,,,
3,,3,,2,,3,,6,,2,,2,,3,,1,,2,,1,,4,,3,,2,,2,,I thought the written modules were well done. I found when it was just videos that I would watch the videos and then feel lost at the end of the video because I could not go back and review without watching the whole video. I also say a lot of value in the assignments.,I would add lecture notes to accompany the videos.,,,I was not affected by any students because I had zero communication online with anyone.,"I thought Danielle, the TA, was very helpful."
3,,3,,3,,3,,3,,6,,4,,3,,1,,2,,2,,4,,2,,3,,1,,,,,,,
2,,2,,,,,,2,,1,,1,,2,,1,,1,,2,,,,3,,3,,2,,,,,,,
2,,3,,2,,2,,2,,3,,2,,2,,1,,2,,4,,4,,3,,3,,2,,,,,,,
