Response ID,Response Time,Q1: Organization,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Questions,Q3 Select Index,Q3 Comment,Q4: Visual Presentation,Q4 Select Index,Q4 Comment,Q5: Oral Presentation,Q5 Select Index,Q5 Comment,Q6: Availability,Q6 Select Index,Q6 Comment,Q7: Ability to hold Interest,Q7 Select Index,Q7 Comment,Q8: Effectiveness,Q8 Select Index,Q8 Comment,Q9: Attendance,Q9 Select Index,Q9 Comment,Q10: Assigned Work,Q10 Select Index,Q10 Comment,Q11: Printed Notes,Q11 Select Index,Q11 Comment,Q12: Textbook,Q12 Select Index,Q12 Comment,Q13: New Material,Q13 Select Index,Q13 Comment,Q14: Assigned Work Amount,Q14 Select Index,Q14 Comment,Q15: Hours Per Week,Q15 Select Index,Q15 Comment,Q16: What instructor has done well,Q16 Select Index,Q16 Comment,Q17: Improvements to technique or style,Q17 Select Index,Q17 Comment,Q18: Course's strong points,Q18 Select Index,Q18 Comment,Q19: Course's weak points,Q19 Select Index,Q19 Comment,Q20: Class atmosphere,Q20 Select Index,Q20 Comment,Q21: Other Comments,Q21 Select Index,Q21 Comment
440626,2018-07-16T19:28:44.264512,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Did not seek help,5,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
440235,2018-07-16T16:38:59.710779,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,11-15 houts,3,,,,"His ability to keep me interested in the lecture, his commitment to detail, and overall presentation was amazing.",,,None.,,,"Details, ability to keep you interested, clarity, through understanding of course content.",,,"Too much work; Assignments are very stressful, and require too much time.",,,"Positively affected, as nobody really cared, but was all very interested in the lecture.",,,"More outlets please, but otherwise, Dave was an amazing prof. Best of wishes going forward!"
444176,2018-07-18T17:17:03.982131,Excellent,0,,Too high,0,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Not interesting,2,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,Not helpful,2,,Too much,0,,Too much,0,,> 15 hours,4,,,,Describing everything energetically. He knows everything and teach us in the best way.,,,Can we have more time to do the assignments? ,,,The professor. He is great.,,,High workload. Too many questions of the midterm exam in a short amount of time. Can we have more time for the midterm?,,,Everything is perffect.,,,
446261,2018-07-19T17:03:32.316768,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,Not helpful,2,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
447756,2018-07-20T17:01:44.644361,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Right amount,2,,Somewhat too much,1,,11-15 houts,3,,,,Great at explaining concepts. Has a strong grasp over subject matter,,,we could've spent more time on the last three sections.,,,Very very fun.,,,challenging lol,,,Positively. Never felt left out or ignored.,,,Please have it in MC next term and not physics.
453506,2018-07-25T22:32:30.059681,Satisfactory,2,,Just Right,2,,Satisfactory,2,,Good,1,,Excellent,0,,Usually available,1,,Interesting,1,,Excellent,0,,<25%,4,,Helpful,1,,No printed notes,3,,No text required,3,,Too much,0,,Too much,0,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
432309,2018-07-11T14:23:50.834263,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,great,,,,,,,,,,,,,,,
450286,2018-07-23T17:53:53.462573,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,No opinion,5,,Right amount,2,,3-6 hours,1,,,,clear lecture,,,,,,,,,link list ADT,,,,,,air conditioning doesn't work??
454029,2018-07-27T01:16:45.323476,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,Very engaging and explains concepts in memorable ways that are easy to understand by using helpful real world analogies.,,,,,,Very interesting and accessible to students without a programming background.,,,"Every once in a while an assignment question will be significantly harder than any other question covered in the course, causing an odd and abrupt difficulty spike.",,,,,,
446491,2018-07-19T18:07:06.456410,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,Not helpful,2,,Somewhat too much,1,,Too much,0,,> 15 hours,4,,,,,,,,,,,,,,,,,,,
453540,2018-07-25T23:00:48.210970,Good,1,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Good,1,,Available,0,,Interesting,1,,Excellent,0,,75-90%,1,,Helpful,1,,Helpful,1,,Not helpful,2,,Somewhat too much,1,,Somewhat too much,1,,11-15 houts,3,,,,,,,,,,,,,,,,,,,
436109,2018-07-12T17:09:49.395659,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Good,1,,Available,0,,Very interesting,0,,Excellent,0,,50-75%,2,,Helpful,1,,No printed notes,3,,Helpful,1,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,let this course interesting,,,"could give us more advice about exam, like what kinds of questions  including in the exam(eg. multiple choice, correction...)",,,useful,,,,,,,,,
446675,2018-07-19T18:47:24.266469,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Right amount,2,,Somewhat too much,1,,7-10 hours,2,,,,Explanations are clearly.,,,,,,,,,,,,,,,
446817,2018-07-19T19:47:20.463837,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Too much,0,,> 15 hours,4,,,,Dave uses bricks to illustrate the concept of memory.,,,,,,"The ISA of this course are very hard-working. They helped a lot of students outside the class and have done an excellent job. I, as a student who usually receive their help, appreciate their effort.",,,,,,,,,
442635,2018-07-18T13:48:15.859423,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Good,1,,Did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Very helpful,0,,Helpful,1,,Somewhat too much,1,,Too much,0,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
452855,2018-07-25T17:26:48.676474,Good,1,,Too high,0,,Good,1,,Excellent,0,,Excellent,0,,Usually available,1,,Interesting,1,,Excellent,0,,75-90%,1,,Very helpful,0,but toooooo much,No printed notes,3,,Helpful,1,,Too much,0,simply tooooo much,Too much,0,,> 15 hours,4,,,,,,,,,,,,,,,,,,,
453828,2018-07-26T03:28:33.505676,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Too much,0,,7-10 hours,2,,,,"presentation, make lectures interesting",,,,,,good foundation,,,,,,,,,
450950,2018-07-24T01:35:29.561616,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,,,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,11-15 houts,3,,,,,,,,,,,,,,,,,,,
437543,2018-07-13T01:18:54.538383,Good,1,,Just Right,2,,Satisfactory,2,,Good,1,,Good,1,,Available,0,,Very interesting,0,,Good,1,,90-100%,0,,Very helpful,0,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,Using real life scenarios to explain certain concepts,,,Use the lightsaber more often,,,Understanding the C language,,,Restricted only to c libraries that are thought in the course,,,No,,,Class was a little crouded
442641,2018-07-18T13:50:49.481131,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,Very helpful,0,,Right amount,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,,,,,,,,,,,,,You are too mean when you answer questions on piazza
436055,2018-07-12T17:03:59.999914,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,75-90%,1,,Helpful,1,,No printed notes,3,,No text required,3,,Too much,0,,Somewhat too much,1,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
441516,2018-07-17T17:04:32.440694,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,,,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
451151,2018-07-24T14:22:09.161787,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Rarely available,3,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Somewhat too much,1,,Too much,0,,> 15 hours,4,,,,"He did a really good job keeping the class interesting. He used great analogies to help us understand complex concepts, and did well explaining new ideas. I also liked the diagrams he would draw on the slides to give us a better visual of what's going on.",,,"I would like to see more code examples. Not prewritten ones on the slide, but actually going to Seashell and writing the code. This way, I can kind of see the thought process of going through a question and finding a solution.",,,"Introduced many important concepts in C, which will be useful in the real world.",,,If you are new to CS (like me) the assignments can be a little overwhelming. I spent easily over 15 hours a week on assignments in this course.,,,Dave always kept the atmosphere very light with his humour and teaching style. He made me enjoy coming to his each and every day.,,,"I loved the idea of watching a movie before class to motivate us to get to class earlier. I had a class that ended at 12:50 in ECH so I rarely made it in time to see the clip for the day, but I liked the concept nonetheless :)"
433967,2018-07-11T21:53:12.248561,Excellent,0,,Somewhat too high,1,,Good,1,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Somewhat too much,1,,> 15 hours,4,,,,,,,,,,,,,,,,,,,
449612,2018-07-23T14:52:34.539290,Good,1,,Somewhat too high,1,,Good,1,,Good,1,,Good,1,,Usually available,1,,Interesting,1,,Good,1,,75-90%,1,,Helpful,1,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
453722,2018-07-26T01:41:22.916544,Excellent,0,,Too high,0,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,Not helpful,2,,Right amount,2,,Too much,0,,11-15 houts,3,,,,,,,"I do prefer we could have some example of picture about the stack or memeory: I know that instructor drawed couple time in the class, but since they are not in the course notes, make me hard to review, and there is lots in the exams.",,,,,,,,,,,,
446502,2018-07-19T18:12:43.590212,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Usually available,1,,Interesting,1,,Good,1,,75-90%,1,,Helpful,1,,Helpful,1,,Helpful,1,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
451178,2018-07-24T14:54:34.261026,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,Instructor has a good sense of humor that always draw our attention during the classes.,,,,,,,,,"In the end of this term, there are two many course material and instructor explain them in a quick and fuzzy way.",,,,,,
436797,2018-07-12T19:27:50.818020,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Somewhat too little,3,,Right amount,2,,0-2 hours,0,,,,"Explains concepts extremely well, Funny engaging and witty. Found it hard to not pay attention ",,,"Perhaps when introducing algorithms, use a computer simulator, not only for sorting algorithms but other algorithms as well.",,,"Useful, interesting and slightly challenging material ",,,None.,,,"Positive, no issues",,,Nothing else to say here.
444474,2018-07-18T18:30:08.345757,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
451496,2018-07-24T17:04:55.098949,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,,,,No text required,3,,Right amount,2,,Right amount,2,,11-15 houts,3,,,,Making the lectures engaging and compelling,,,Nothing in particular.,,,The assignments are well-organized and helpful towards learning.,,,Not that I can recall.,,,No special effects.,,,"The classroom, PHYS235, is highly unsuitable for teaching. I would recommend changing to another classroom."
437570,2018-07-13T01:45:34.216830,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,,,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
441518,2018-07-17T17:04:47.018110,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,"I enjoy the assignment a lot, it is interesting and not too difficult, but it will be better if provide more tests exactly some complicated list/ array that hard to build by ourselves.",,,,,,,,,,,,,,,
453508,2018-07-25T22:34:16.780460,Excellent,0,,Just Right,2,,Satisfactory,2,,Good,1,,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Not helpful,2,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
448337,2018-07-20T21:23:01.390523,Satisfactory,2,,Just Right,2,,Good,1,,Good,1,,Satisfactory,2,,Sometimes available,2,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,,Somewhat too much,1,,Too much,0,,11-15 houts,3,,,,,,,,,,,,,,,,,,,
449126,2018-07-22T20:15:22.886983,Excellent,0,,Too high,0,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,11-15 houts,3,,,,make students easy to understand,,,,,,introduce many basic knowledge,,,a little hard for new learner,,,,,,
431017,2018-07-10T17:12:59.335784,Excellent,0,,Just Right,2,,Satisfactory,2,,Good,1,,Excellent,0,,Usually available,1,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,,,,Right amount,2,,Right amount,2,,> 15 hours,4,,,,,,,,,,,,,,,,,,,
437684,2018-07-13T03:50:46.609145,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Very helpful,0,,No text required,3,,Right amount,2,,Right amount,2,,11-15 houts,3,,,,,,,,,,,,,The Racket code in the coursenote is not helpful at all... Please use C instead:),,,,,,
448486,2018-07-21T01:21:49.138948,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Usually available,1,,Very interesting,0,,Good,1,,90-100%,0,,Very helpful,0,,Very helpful,0,,Not helpful,2,,Right amount,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
435239,2018-07-12T15:13:13.728918,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Too much,0,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
444005,2018-07-18T16:58:34.773836,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Sometimes available,2,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,> 15 hours,4,,,,"the instructor presented the materials remarkably. This was the first course that I never missed a class, just because of how good he presented the material.",,,"Nothing, he's good",,,the lectures.,,,The amount of time I spend doing assignments. Also I wish he had more office hours throughout the week. ,,,it was postive. He never did anything to offend anyone. ,,,"there is some noise at the back of the class but whihc class doesnt. Overall, I believe Dave Tomkins deserve tenure. "
