Response ID,Response Time,Q1: Organization,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Questions,Q3 Select Index,Q3 Comment,Q4: Visual Presentation,Q4 Select Index,Q4 Comment,Q5: Oral Presentation,Q5 Select Index,Q5 Comment,Q6: Availability,Q6 Select Index,Q6 Comment,Q7: Ability to hold Interest,Q7 Select Index,Q7 Comment,Q8: Effectiveness,Q8 Select Index,Q8 Comment,Q9: Attendance,Q9 Select Index,Q9 Comment,Q10: Assigned Work,Q10 Select Index,Q10 Comment,Q11: Printed Notes,Q11 Select Index,Q11 Comment,Q12: Textbook,Q12 Select Index,Q12 Comment,Q13: New Material,Q13 Select Index,Q13 Comment,Q14: Assigned Work Amount,Q14 Select Index,Q14 Comment,Q15: Hours Per Week,Q15 Select Index,Q15 Comment,Q16: What instructor has done well,Q16 Select Index,Q16 Comment,Q17: Improvements to technique or style,Q17 Select Index,Q17 Comment,Q18: Course's strong points,Q18 Select Index,Q18 Comment,Q19: Course's weak points,Q19 Select Index,Q19 Comment,Q20: Class atmosphere,Q20 Select Index,Q20 Comment,Q21: Other Comments,Q21 Select Index,Q21 Comment
639819,2019-11-20T16:38:12.738273,Excellent,0,,Somewhat too high,1,,Good,1,,Good,1,,Good,1,,Usually available,1,,Very interesting,0,,Good,1,,90-100%,0,,Helpful,1,,Helpful,1,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
629481,2019-11-18T17:24:41.902752,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Not helpful,2,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,Very fun lectures,,,,,,The content was useful,,,Too much time on basic stuff,,,Very fun and comfortable environment,,,
685303,2019-11-29T17:34:00.973379,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,No printed notes,3,,No text required,3,,Right amount,2,,Right amount,2,,> 15 hours,4,,,,,,,,,,,,,,,,,,,
661467,2019-11-25T20:03:32.364583,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Right amount,2,,11-15 houts,3,,,,I really appreciate how you went out of your way to keep us entertained when learning the material. The passion you show when teaching us is all the more impressive when it is taken into account that you have to do this for multiple sections in one day. The enthusiasm you show on a daily basis is truly inspiring.,,,"It's fun that you joke about drinking a lot of Coke Zero (and from what I've seen you actually do), but I wish for the sake of your health you could drink less. They advertise it as a healthier option since it has no sugar, but who knows what consuming that much artificial sweeteners daily will do to your body?",,,,,,,,,,,,
664959,2019-11-26T16:41:17.572112,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,Very helpful,0,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,> 15 hours,4,,,,Introduce materials well,,,Drink diet coke,,,,,,,,,,,,Pls make midterm focus less on basic concepts about explaining terms 
690257,2019-12-02T17:39:24.294971,Excellent,0,,Somewhat too low,3,,Good,1,,Good,1,,Excellent,0,,Usually available,1,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Right amount,2,,Somewhat too much,1,,7-10 hours,2,,,,explanation makes sense,,,Excellent ,,,Excellent lecture,,,"things get much more complicated in module 10 11 12, and this happened so fast",,,,,,
679284,2019-11-28T16:52:25.829251,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,"loved the memory block, room block analogy.",Excellent,0,,,,,Interesting,1,,Good,1,,75-90%,1,,Helpful,1,but stressful.,Helpful,1,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,11-15 houts,3,,,,"The way he taught in class, made students want to come and learn, I know it made me come to as many classes as I could because it was fun.",,,I wish we worked with more examples in seashell when new concepts were introduced instead of just showing them on the slides.,,,The teaching method was very well done by Dave. ,,,Working with memory near the middle-end and the amount of content near the end of the course.,,,A-ok.,,,"For the assignments, I wish we had more examples to understand what the question wanted. I can safely say that for some very easy questions 1. I lost an hour or two trying to understand what the question wanted in the first place. 2. Sometimes leading to me making a wrong solution simply because I misunderstood what the question wanted."
679021,2019-11-28T16:29:58.320860,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Available,0,,Interesting,1,,Good,1,,75-90%,1,,Very helpful,0,,No printed notes,3,,No text required,3,,,,,Right amount,2,,7-10 hours,2,,,,Presentations,,,N/a,,,Piazza question answering,,,N/a,,,No,,,N/a
689288,2019-12-02T15:04:57.850200,Excellent,0,,Too high,0,,Excellent,0,,Excellent,0,I like the combination of using powerpoint as well as the drawings of diagrams used to explain the concepts.,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Right amount,2,,Too much,0,,11-15 houts,3,,,,I feel his teachings skills are very good. The energy and liveliness he has is something a lot of instructors lack and is something that makes the course interesting. His explanations and examples are also very unique and helpful.,,,No thing can be improved in terms of lectures,,,"The strong points of the course were the lectures, in which the instructor presented the new information very effectively",,,"The assignments. I felt some of them were too long and too ambiguous at times. These assignments did help me learn, but I feel if the questions were less ambiguous it would be much more beneficial. A good example of a questions is A9Q3. I am not saying I require the pseudocode, but using diagrams and examples at times to explains questions would sometimes be helpful.",,,The class atmosphere was very positive,,,"I liked this class size as even if I am sitting in the back, I can hear the instructor well, and see the powerpoint notes well."
664889,2019-11-26T16:39:43.909433,Good,1,,Somewhat too low,3,,Good,1,,Good,1,,Good,1,,Usually available,1,,Interesting,1,,Good,1,,90-100%,0,,Not helpful,2,,Helpful,1,,No text required,3,,Somewhat too much,1,,Too much,0,,3-6 hours,1,,,,,,,,,,,,,,,,,,,
690312,2019-12-02T17:51:30.429720,Good,1,,Just Right,2,,Good,1,,Good,1,,Good,1,,Usually available,1,,Interesting,1,,Good,1,,90-100%,0,,Helpful,1,,No printed notes,3,,No text required,3,,Right amount,2,,Too much,0,,11-15 houts,3,,,,,,,,,,,,,,,,,,,
694138,2019-12-03T15:58:19.880393,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Right amount,2,,Somewhat too much,1,,> 15 hours,4,,,,"Questions about course content asked during lectures and on piazza were explained well, and understandable analogies were often used to make new concepts easier to understand. I also liked Dave's sense of humour that kept the lectures more alive and fun to attend.",,,Maybe a few more clicker questions during the later portions of the course? I felt like there were more clickers during the first half of the course. A lot of the times the clickers were more thought provoking and the detailed explanation of the correct answer helped me solidify my understanding of the related concepts.,,,"Overall I highly enjoyed Dave's teaching style as he always had a sense of humour and provided good examples whenever they were needed to further explain lecture content. I also enjoyed doing the assignments, even-though they sometimes took up the whole weekend. They really helped me apply what was being taught and were a great learning tool.",,,"I think having a mini-lecture about how to properly test programs would have been helpful at the start of the course. For example, is there a general framework that we can use to think of what things we might need to test? As sometimes on the assignment I will have thought that I have tested very thoroughly but handmarking suggests otherwise. Another point is that I think there could have been more emphasis on how to work through problems more quickly as I felt that was a disconnect between the assignments and midterm. The assignments didn't really prepare us for the speed that would be needed to perform well on the midterm. Maybe a practice problem set could have helped to better prepare us for the type of question found on the midterm, rather than just looking over the assignments again.",,,Nothing in particular.,,,Nothing in particular.
678415,2019-11-28T15:54:21.406299,Satisfactory,2,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Satisfactory,2,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Too much,0,way too much for 2% assignments ,> 15 hours,4,the last couple assignments literally took like 25 hours,,,,,,,,,,,,,,,,,,
693884,2019-12-03T15:15:36.302239,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Somewhat too much,1,,11-15 houts,3,,,,effective lectures and explaining every concept with understandable analogies.,,,I found the assignments to be overwhelming a some point where it took me long amounts of time to finish questions,,,lectures,,,assignments,,,A positive atmosphere was always there with Mr.Tompkis there.,,,
687427,2019-11-30T23:16:43.905068,Excellent,0,,Somewhat too low,3,,Good,1,,Excellent,0,,Good,1,,Sometimes available,2,,Interesting,1,,Good,1,,90-100%,0,,Very helpful,0,,Very helpful,0,,Helpful,1,,Somewhat too much,1,,Somewhat too much,1,,11-15 houts,3,,,,,,,,,,,,,,,,,,,
679391,2019-11-28T17:02:08.395519,Excellent,0,,Just Right,2,,Good,1,,Excellent,0,,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,Very helpful,0,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
679017,2019-11-28T16:29:24.079620,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Excellent,0,,Sometimes available,2,,Interesting,1,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,11-15 houts,3,,,,,,,,,,,,,,,,,,,
659021,2019-11-25T15:14:25.832240,Excellent,0,,Somewhat too high,1,,Excellent,0,,Good,1,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Helpful,1,,Helpful,1,,No text required,3,,Right amount,2,,Too much,0,,11-15 houts,3,,,,"Explains material very well, answers questions in class clearly",,,Would like to see more live coding/demonstrations of code,,,,,,"Algorithms started to become confusing, pointers were initially a hard concept to grasp.",,,"Class atmosphere was affected positively by attitude of instructors.

Race/gender/appearance did not have any affect.",,,
689985,2019-12-02T16:55:38.367199,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,"Drawing and highlighting on the slides really helped visualize what's going on. I think in some cases it might help if you had more white space to work with, sometimes the slides can get cluttered after a drawing",Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,No printed notes,3,,No text required,3,,Right amount,2,,Somewhat too much,1,,7-10 hours,2,,,,"Really personable made 1.5 he lectures fun. Always stopped for questions and took the time to survey students on course exams, assignments etc",,,,,,Learning and using pointers in a variety of ways,,,Recapping 135 material,,,"I enjoyed being in the class. Dave's attitude was always good, right from the start he encouraged participation. There were always jokes being cracked from Dave and also some students. The movie at the start of every class was a little bonus treat. Students were very vocal about their concerns and Dave really listens to them.",,,My favorite class I've had so far. Dave is definitely my favorite instructor thus far.
694498,2019-12-03T16:38:29.192114,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Right amount,2,,Somewhat too much,1,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
689810,2019-12-02T16:36:53.753857,Excellent,0,,Somewhat too high,1,,Excellent,0,,Excellent,0,,Excellent,0,You are very good at teaching. Thank you kindly for everything!,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,But also very hard :( ,Very helpful,0,,Very helpful,0,,Right amount,2,,Too much,0,,> 15 hours,4,"Assignments were brutal but very helpful, but very brutal! ",,,"Everything! You were so kind, thank you so much! ",,,N/A,,,Everything,,,"TA's inability to answer questions correctly, lost a lot of assignments marks because I was essentially misguided by them. ",,,"Positively, he was extremely exclusive. ",,,Very great! 
689204,2019-12-02T14:44:40.682596,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Helpful,1,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,,,,,,,,,,,,,,,,
671128,2019-11-27T16:32:05.505354,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Right amount,2,,Right amount,2,,11-15 houts,3,,,,"Very well structured lectures, logical explanations, and great analogies.",,,Even more memes.,,,Amazing assignments.,,,None.,,,Positively,,,
664813,2019-11-26T16:38:25.824159,Excellent,0,,Too low,4,,Good,1,,Excellent,0,,Excellent,0,,Did not seek help,5,,Interesting,1,,Excellent,0,,75-90%,1,,Very helpful,0,,Very helpful,0,"I think there were printed notes available, but unsure.  If there were, I did not purchase them, so the judgement was based on the Slides posted online.",No text required,3,,Somewhat too little,3,,Somewhat too little,3,,7-10 hours,2,,,,This instructor does a very good job explaining topics.  He makes sure everyone understands.  He also uses fun and illustrative examples to help explain topics.,,,I do not have any comments to improve the technique or style.,,,"I think the strong parts of this course was the later parts - i.e. section 5 and beyond.  I really enjoyed the idea of using pointers, arrays and linked data.",,,"I think that there was too much time focused on C syntax, and learning about early data types such as ints, and chars.  I understand that it is important to understand this, but I felt that there was too much time spent on learning this.",,,"I think it was very positive.  The instructors were very friendly, and very good at answering questions.",,,
674947,2019-11-27T20:34:42.529764,Excellent,0,,Somewhat too low,3,,Excellent,0,,Good,1,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,Not helpful,2,,Right amount,2,,Right amount,2,,7-10 hours,2,,,,Good explanations of the ins and outs of the nuances of computer science. Informative asides and stories. Gives a thorough understanding of fundamentals.,,,Perhaps prepare the diagrams drawn on by hand during lecture beforehand so they are a bit easier to view as drawings could be slightly messy.,,,,,,,,,"Positive, mentioned the importance of being respectful with regards to gender race appearance etc.",,,Classroom was fine.
681408,2019-11-28T19:23:00.813205,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Available,0,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Somewhat too much,1,,Somewhat too much,1,,> 15 hours,4,,,,fun meme ,,,NULL,,,I really learned a lot ,,,NULL,,,positive,,,NULL
679124,2019-11-28T16:40:43.630219,Excellent,0,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Helpful,1,,No text required,3,,Right amount,2,,Right amount,2,,3-6 hours,1,,,,The introduction of concepts and C as a programming language was done very coherently and allowed the learner to get a good understanding of the ins and outs of C.,,,I can't think of anything here. ,,,"The topics introduced in this course, I feel, enabled me to understand a wider range of topics in computing. It prepared me to absorb more advanced topics much easier. ",,,"I feel like this course could be taught majorly without any Racket content. This is not really a weak point. 
Personally, the Racket content only served to show that C has an entirely different paradigm. ",,,"n/a 
Teacher was fair. ",,,no
693513,2019-12-03T14:13:22.563902,Good,1,,Just Right,2,,Excellent,0,,Excellent,0,,Excellent,0,,Usually available,1,,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,,,,Somewhat too much,1,,Somewhat too much,1,,11-15 houts,3,,,,"The writing and drawing diagrams directly on the ppt slides really helped me to make sense of the concept, visuallizing it in mind.
I also appreciated Dave using real life examples to demostrate concepts like sorting books on a bookshelf, the dirty cloth pile analogy for the heap, etc.

Dave also gives us lots of chance to ask questions during class, which was very effective to help students resolve certain points they don't understand on the go.

The code example walk throughs especially rephrasing the code into plain English were helpful too. i could write notes besides the code so i don't have to spend too much time try read and translate a big pile of code.

Overall, Dave is amazing at explaining and demonstrating seemingly intimidating concepts. Guy makes great jokes too (sometimes really bad but the bad ones are real good too lol)",,,"I remember after the midterm, students were complaining about it because it was too long and the average was quite low, and Dave made a comment around since we're in Fall term, the students are usually a bit weaker because they're not in CS or that they've failed CS136 before. I knew he didn't have bad intentions and it didn't personally hurt my feelings but i bet there were students unhappy about it. It wasn't a constructive or helpful comment to students, and would potentially hurt their feelings. I also don't think it's fair to call this group the ""weaker ones"" just because we're not as well trained in CS as those who are in CS major. Everyone comes into UW from different levels, some completely new to CS, and everyone has their own struggle, the comment could really ruin someone's confidence and determination.",,,"Interesting and useful concepts, really challenged students to try and do stuff on their own to test their understanding.",,,"The assignments were interesting but really, really, really long and sometimes a nightmare to debug even with the error message hints from Seashell.

Maybe the instructors could give a list of common error messages and how students commonly screw up for those errors to appear? It will really help students to make educated guesses.",,,,,,
679107,2019-11-28T16:39:11.483241,Satisfactory,2,,Just Right,2,,Good,1,,Good,1,,Good,1,,Usually available,1,,Very interesting,0,,Good,1,,90-100%,0,,Very helpful,0,,Very helpful,0,,Very helpful,0,,Somewhat too much,1,,Too much,0,,> 15 hours,4,Had to spend more than 36 hours on the assignments in later course to finish them.,,,"Overall teaching was well done.

I genuinely enjoyed this course the most this term.",,,Could he teach better than this? idk.,,,Heap Heap Heap.,,,"Too much assignment;
I had to sacrifice my sleep and eating schedule to finish the assignments.

REDUCE ASSIGNMENTS PLEASE",,,Positively.,,,Nope.
664648,2019-11-26T16:34:51.366187,Excellent,0,,Just Right,2,,Good,1,,Good,1,,Excellent,0,,Usually available,1,,Interesting,1,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,Not helpful,2,,Somewhat too much,1,,Somewhat too much,1,,> 15 hours,4,,,,,,,,,,,,,,,,,,,
684829,2019-11-29T15:41:27.436695,Excellent,0,,Somewhat too high,1,,Satisfactory,2,Sometimes spent too much time explaining seemly obvious questions asked by some students,Excellent,0,Like the colour coding thing for linked list,Excellent,0,"The analogies and examples were fun and memorable, also made a lot of sense!",Usually available,1,Wish there were more time slots for office hours. Line up was sometime too long,Very interesting,0,,Excellent,0,,90-100%,0,,Very helpful,0,,Very helpful,0,,No text required,3,,Right amount,2,,Somewhat too much,1,,7-10 hours,2,Assignments were fun but sometimes time consuming ,,,Concepts were well explained through out the course,,,,,,,,,,,,,,,
696023,2019-12-03T20:50:30.930471,Excellent,0,,Somewhat too low,3,,Excellent,0,,Excellent,0,,Excellent,0,,Did not seek help,5,,Interesting,1,,Excellent,0,,50-75%,2,,Very helpful,0,,Helpful,1,,No text required,3,,Somewhat too much,1,,Somewhat too much,1,,7-10 hours,2,,,,"Overall he is very captivating and attending his lectures made this course very enjoyable. He makes bad dad jokes, but is very funny overall which makes the pain of the course a little bit better.",,,,,,,,,,,,,,,
