mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,txt_1,txt_2,txt_3,txt_4,txt_5,txt_6
1,3,2,2,2,3,2,2,1,2,2,5,2,2,2,,Explain problems clearly.,,,,,
1,3,1,1,1,1,2,1,1,1,4,5,2,2,3,,Nice visual and oral representation of course material.,,Very interesting content.,The course proceed too fast.  Hard to keep track with.,,
1,3,2,2,1,2,1,1,1,1,1,5,3,3,3,,"Dave is an extremely dedicated professor.  Even with the arrival of his baby, he has put in the time and effort to make this course one of the most interesting courses I've ever taken.  Keep up the great work!",,The material and the assignments.,,,
1,3,1,1,2,6,1,1,1,2,5,5,3,2,3,,Constantly paused for student questions and answered them clearly.,Everything was great.,,,The instructor was very light-hearted and everyone felt really at ease.,
1,3,1,1,1,6,1,1,1,2,1,5,4,3,2,,"Hilarious, keeps the material interesting and explains difficult concepts with clarity and in an easily understood way.",,,,,
1,3,1,1,1,6,1,1,1,1,4,5,4,3,1,,Clear explanations.  Showed plenty of examples and actual coding in class to show concepts.,,Teaching new students and algorithms in C.,Showing inefficient methods before efficient ones.,"Positive, as the class/instructor was engaging and fun.",Class size is quite large and very hot.
2,3,1,3,1,3,2,2,1,2,3,5,3,1,5,,Dave made the class really fun.  He's really funny and delivers boring content really well.,"Make a lot more visual (i.e., blackboard) trace of code alongside actually running it.",Interesting.,"Too much content on pointers, and went really fast.",Good atmosphere.,The room is too hot.
2,2,3,3,2,2,2,3,1,2,4,5,1,1,4,,"Clear, loud, concise.",Speak 'dumber'.  Assume students understand less.,,Too much work during assignments.,Instructor created a positive/bright atmosphere.,
1,2,1,1,1,2,1,1,1,2,4,2,1,2,5,,"Explained things well, very interesting made me actually want to learn CS.",,,Massive courseload.  Went by a bit too quickly: I had a lot of trouble keeping up.,,
1,3,1,1,1,6,1,1,1,2,4,5,2,1,2,,Done a great job with the lectures and they were very interesting.,,,"Too hard, the tests for the assignments were too hard to pass.  It would be really helpful if you could give us written assignments that could help us improve the theory part.  And questions similar to the exams.",,Excellent.
2,3,1,1,2,6,3,2,1,2,2,2,2,2,3,,Good sense of humour.,Try to explain a little bit more when reach some important points in the slides.,,All good!,Positively.,
1,6,2,2,1,6,2,2,1,2,1,4,2,3,3,,Dave's lecture style was quite engaging and very well organized.,,,"The powerpoint notes could have included more diagrams, especially regarding pointers.  It was lacking in the visual aspect which a power point should provide to the students.",,
1,3,1,1,1,6,1,1,1,1,2,3,3,2,3,,Communication of ideas.  Very clear and understandable in lectures.  Lectures were very engaging.,,Very good intro to C.,Some assignment questions were very difficult.,,
1,3,2,2,1,6,2,1,1,1,5,5,3,3,2,,The pointer diagrams on the board were quite helpful.,,,The total order assignment.  Marmoset having errors every other submission.,,
1,2,3,2,2,3,2,2,2,,2,2,2,2,4,,I like your enthusiasm and examples because it is helpful to see the working of an algorithm through colourful chalk diagrams.,"For a beginner programmer, this course was aimed for someone with prior C background so we should have spent more time covering basics.",,"Marmoset, piazza, random notices of cheating discourage group participation.",Many students who had laptops during class proved to be a distraction.,Very large class size.
1,3,1,1,1,1,1,1,1,1,2,2,3,2,4,,,,,,,
1,3,1,1,1,1,2,1,1,2,2,2,3,1,3,,"Good visuals, great communication, good knowledge of material.  Very helpful to all students.",Can't get much better.,,marmoset,,"Class size was good, the atmosphere was good."
2,3,2,1,1,1,1,1,1,2,2,2,3,3,3,,"Excellent.  Clear explanation, very helpful.  Overall, the class was fun.",,,,,
1,3,1,1,1,6,2,1,1,2,1,2,3,2,4,,"Funny, enthusiastic, answers questions well.  AMAZING.",,"Efficiency knowledge, pointers, memory.",Lexicographical order assignment.,,
1,3,1,1,1,6,2,1,1,2,2,1,3,2,4,,OMG.  Too much.  He is awesome.,,Having fun with C.,Assignment 8 is killing us.,,Some students keep laughing and they are too loud.  Little bit hard to concentrate.
1,3,1,1,1,6,4,1,1,1,2,5,3,2,4,,Gone over important points.  Takes questions and answered well.,,Introduced a new language.,marmoset.,"Positively, instructor made it very relaxed/comfortable environment.  All good.",
1,3,1,1,2,1,1,1,1,3,3,1,2,2,4,,Very good at communicating abstract concepts.,No complaints.,Smooth transition from Racket to C.  Interesting material.,"Practice material.  Need more practice material aside form just assignments.  Need more practice/model midterms, find papers like other courses.",Good atmosphere.,
1,3,1,1,1,2,1,1,1,1,2,2,3,3,4,,Making the materials/content interesting.  Explaining complicated content.,Go through important slides a little slower.,,Assignment questions are too short.  Not explaining what is asking for.,Great mutual respect.,
1,3,1,1,1,6,1,1,1,2,1,5,3,3,2,,"Kept my attention that strays much too easily.  Also, going through complicated code in depth at a respectable speed.",More GoT references.,Hard/Challenging bonus questions.,Very vague assignment questions.,,
1,3,1,1,1,1,1,1,1,1,1,2,3,2,4,,"Understanding, sympathetic, definitely one of the most caring professors.  And really, I like your jokes.",,Introduced relevant 'real world' concepts.  Fun and thought-provoking (so so so many thoughts provoked) assignments.,"Course material was challenging to grasp, but not the course's fault.  Probably the students.",Neutral.,
1,3,1,1,1,6,2,1,3,2,4,5,3,4,2,,He makes most of the 'not-so-interesting' topics enjoyable through either humour or personal stories.  He hammers topics out until the majority of the class gets it.  He REALLY knows his stuff (answering off-topic questions related to C).,None!,"ADTs, mutation (finally).",total order seemed out of place.,Positive.,
1,3,2,1,1,2,1,1,1,2,2,2,3,2,3,,The overall presentation of the class and the example that were offered in class really helped to cement key concepts.,"Try not to go too fast in certain, tricky areas.",Learning C and the overall coverage of material.,Workload.,Positively as Dave always kept the class enthusiastic.,
1,3,1,1,1,6,2,1,1,2,5,5,4,3,3,,,,,,,
2,3,2,2,2,6,2,2,1,1,4,5,3,3,3,,Keeping the class interesting.,,It is just at 'right' level.,The assignments are sometimes not assessing what it should assess.,,
1,3,1,1,1,1,2,1,1,3,1,3,2,1,5,,,,,Assignments too long.  Too much emphasis on small cases in testing.,,
1,3,1,1,1,1,1,1,1,1,2,5,6,3,3,,"Incredibly upbeat, very kind, thoroughly explained concepts.  Patient.",,,"Teaching proper practices in one language, then transferring those techniques to another language, where they don't work so well (like teaching Racket paradigms then trying to replicate in C the same ideas, where there exist better practices for the same idea in C).",,
1,3,1,1,1,6,1,1,1,2,5,5,3,3,4,,"You are very good at explaining new concepts, especially with diagrams, and I like how you go in depth and show us fun nuances.",,Pointers.,,,
1,3,1,1,2,2,3,1,1,2,5,,3,3,2,,I love your use of colour and diagrams to explain routines involving pointers.  It really helped me understand what was happening and gave me a strategy for dealing with such problems.  I also love how you keep the class upbeat.,"It could probably be attributed to the nature of the course, but I found it somewhat annoying so much of the class is just reading off the slides.",The lectures were a general pleasure to attend.,Marmoset.,The class atmosphere was fantastic.  The instructor always made sure that it maintained a lively feel.,Noise level was perfect.  Class was the right size.
1,3,1,1,1,3,1,1,1,2,4,2,3,2,3,,,,,,,
2,3,1,2,2,1,1,1,1,2,3,2,1,1,5,,Using diagrams to show how pointers work.,,Being able to submit assignments late and get 50% of the mark.,Assignment questions were not clear.  When you provide us with function to use for example in assignment it wasn't clear how to use os-after and os-before.  I didn't know that the argument can be not in the tree.  Midterm was so long and not enough time to go through every question.  TAs were not very helpful.,The class atmosphere was very good.,
1,3,3,1,1,6,2,1,2,2,4,5,4,3,2,,Keeps me interested.  Present C and low-level programming concepts in a very logical order.,"Too much analysis of the flow of the code.  When it comes to efficiency, I would have preferred a more formal and structured approach.",,,Excellent: jokes and fun all around.,
1,2,2,1,1,2,2,2,2,3,1,3,2,2,4,,Great sense of humour.  He really made the course more interesting.,"For who ever makes slides, animated pointer diagrams would help.",The racket and C comparisons.  It helped me understand the content better.,Pointers.  I personally could have used more time spent on them and linked lists.,It was positive.  Questions were welcome and profs sense of humour helpful.,The room was really hot which made it difficult to pay attention.
1,3,2,2,1,6,1,1,1,1,1,5,3,3,3,,,,,,,
1,3,1,1,1,1,1,1,2,1,2,2,3,2,3,,You are a funny guy man!  It makes the course entertaining: wanted to attend lectures more as a result.,,,,,
3,3,1,3,2,2,2,1,2,2,2,2,2,2,4,,,,,,,
1,3,1,1,1,2,2,1,1,2,1,2,4,3,3,,"Very deep explanation of complicated topics.  Introducing each topic with interesting funny things (videos, games, pictures) which are also helpful.",Everything is good.  Nothing to say.,To teach pointers very deeply make one understand what is going on behind the scenes (memory stuff and so on).,Still sticks to Racket.  I think python should be taught instead of Racket.,Positively.,Everything is perfect.
2,2,1,1,1,6,2,2,1,2,2,5,2,1,4,,"Dave is a very humourous and relatable instructor.  He is very passionate about teaching, and that shows every class.  I occasionally have felt intimidated to ask a stupid question in class, and I wish there were more code examples with walk-throughs, but that's more related to the course than Dave.  I would not hesitate to take a class with Dave again.","Please do more coding walk-throughs.  When making clicker questions, please make them less about semantics! More diagrams (I like your coloured chalk!)","Piazza.  Large support group (IAs, ISAs, profs, etc.).  Good instructors.","Too much material covered, material covered at too fast a pace.  Marmoset/markus.  Ridiculously long and difficult assignments.  Course management / layout seems to be in flux.",,Class was generally respectful and quiet.  MC 4045 is always super warm and smelly :(
1,3,1,1,1,1,1,1,3,1,1,5,3,3,2,,Really cares about his teaching.  Very intelligent.  Very enthusiastic.  Makes material fun.  Very funny.,,Good material (relevant to career in CS).  I like that there were assignments every week.,Some assignment questions were vague.,Some of the lecture slides could have been shorter.,"In some emails, piazza posts and assignments, could have been nicer/more polite.  It felt like we were slaves."
1,3,1,1,1,6,1,1,,1,1,1,3,3,4,,"The engagement level is excellent!  Never have a boring lecture, always both fun and educational at the same time.",,Loving the fact that it had quite a bit of C.  Java > C > DrRacket (Scheme).,"Cannot say any come to my mind, it was generally a well-built course all-around (content, organization, co-ordination, etc.)",I believe we had a very diverse group of students and the atmosphere is great.,
1,3,1,1,1,6,1,1,1,2,2,2,3,2,2,,"Engaging lectures.  Very good treatment of student questions, from the 'am I stupid' kind to the keener questions.","Maybe topics could be portrayed as exciting rather than a burden: not that everything was presented as if it were dull, but it would be sweet if each topic was presented along with reasons why it's significant.  Explicitly, 'This topic is sweet because ____'.  this, I think, would make each lecture even more engaging.","The material was interesting.  The way C was introduced (i.e. lists first, pointers, arrays after) was sweet.","'Academic integrity' is a mysterious and tricky virtue, and enforcement has been spotty and unfair.  The 'academic integrity' defined at the beginning of the course was changed, without warning, and students were persecuted: this is unacceptable.",,"Classroom is sweet, noise level is also very appropriate."
1,3,1,1,1,2,1,1,1,2,1,5,3,2,2,,He made the class/course very interesting.  Sitting through class is usually pretty fun.,,Kind of hard to specify.,Some of the assignments were not so relevant to the course.,Positively.,"Keep doing what you're doing!  A quote from programmers: if it ain't broke, don't fix it."
1,3,1,6,1,6,2,1,1,1,4,5,3,2,4,,He explained things very well from the bottom-up in a way that fit my thinking process.,,,,,
